Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
145,Jalen Rose,22,DEN,SF,81,37,1798,227,500,.454,36,114,.316,191,386,.495,.490,173,234,.739,57,160,217,389,65,22,160,206,663,0,,roseja01
146,Rafael Addison,30,DET,SF,79,16,1776,279,586,.476,24,83,.289,255,503,.507,.497,74,99,.747,67,175,242,109,53,25,76,236,656,0,,addisra01
147,Robert Horry,24,HOU,PF,64,61,2074,240,537,.447,86,227,.379,154,310,.497,.527,86,113,.761,81,243,324,216,94,76,122,161,652,0,,horryro01
148,P.J. Brown,25,NJN,C,80,63,2466,254,570,.446,4,24,.167,250,546,.458,.449,139,207,.671,178,309,487,135,69,135,80,262,651,0,,brownpj01
149,James Robinson,24,POR,PG,71,25,1539,255,624,.409,76,223,.341,179,401,.446,.470,65,110,.591,42,90,132,180,48,13,127,142,651,0,,robinja02
150,Wayman Tisdale,30,PHO,PF,65,13,1276,278,574,.484,0,0,,278,574,.484,.484,94,122,.770,83,164,247,45,29,27,64,190,650,0,,tisdawa01
151,Donald Royal,28,ORL,SF,70,68,1841,206,434,.475,0,4,.000,206,430,.479,.475,223,299,.746,83,196,279,198,45,16,125,156,635,0,,royaldo01
152,Johnny Newman,31,MIL,SF,82,11,1896,226,488,.463,45,128,.352,181,360,.503,.509,137,171,.801,72,101,173,91,69,13,86,234,634,0,,newmajo01
153,Mark Jackson,29,IND,PG,82,67,2402,239,566,.422,27,87,.310,212,479,.443,.446,119,153,.778,73,233,306,616,105,16,210,148,624,0,,jacksma01
154,Will Perdue,29,CHI,C,78,78,1592,254,459,.553,0,1,.000,254,458,.555,.553,113,194,.582,211,311,522,90,26,56,116,220,621,0,,perduwi01
155,Khalid Reeves,22,MIA,PG,67,17,1462,206,465,.443,67,171,.392,139,294,.473,.515,140,196,.714,52,134,186,288,77,10,132,139,619,0,,reevekh01
156,Matt Geiger,25,MIA,C,74,43,1712,260,485,.536,4,10,.400,256,475,.539,.540,93,143,.650,146,267,413,55,41,51,113,245,617,0,,geigema01
157,Danny Ferry,28,CLE,PF,82,6,1290,223,500,.446,94,233,.403,129,267,.483,.540,74,84,.881,30,113,143,96,27,22,59,131,614,0,,ferryda01
158,Šarūnas Marčiulionis,30,SEA,SG,66,4,1194,216,457,.473,35,87,.402,181,370,.489,.511,145,198,.732,17,51,68,110,72,3,98,126,612,0,,marcisa01
159,Mitchell Butler,24,WSB,SG,76,5,1554,214,508,.421,46,141,.326,168,367,.458,.467,123,185,.665,43,127,170,91,61,10,106,155,597,0,,butlemi02
160,Keith Jennings,26,GSW,PG,80,24,1722,190,425,.447,75,204,.368,115,221,.520,.535,134,153,.876,26,122,148,373,95,2,120,133,589,0,,jennike01
161,Xavier McDaniel,31,BOS,SF,68,15,1430,246,546,.451,6,21,.286,240,525,.457,.456,89,125,.712,94,206,300,108,30,20,89,146,587,0,,mcdanxa01
162,Doug Overton,25,WSB,PG,82,20,1704,207,498,.416,53,125,.424,154,373,.413,.469,109,125,.872,26,117,143,246,53,2,104,126,576,0,,overtdo01
163,Danny Ainge,35,PHO,SG,74,1,1374,194,422,.460,78,214,.364,116,208,.558,.552,105,130,.808,25,84,109,210,46,7,79,155,571,0,,aingeda01
164,Michael Smith,22,SAC,PF,82,0,1736,220,406,.542,0,2,.000,220,404,.545,.542,127,262,.485,174,312,486,67,61,49,106,235,567,0,,smithmi02
165,Kevin Gamble,29,MIA,SF,77,0,1223,220,450,.489,39,98,.398,181,352,.514,.532,87,111,.784,29,93,122,119,52,10,49,130,566,0,,gamblke01
166,Eric Piatkowski,24,LAC,SG,81,11,1208,201,456,.441,74,198,.374,127,258,.492,.522,90,115,.783,63,70,133,77,37,15,63,150,566,0,,piatker01
167,J.R. Reid,26,SAS,PF,81,37,1566,201,396,.508,1,2,.500,200,394,.508,.509,160,233,.687,120,273,393,55,60,32,113,230,563,0,,reidjr01
168,Sedale Threatt,33,LAL,PG,59,2,1384,217,437,.497,36,95,.379,181,342,.529,.538,88,111,.793,21,103,124,248,54,12,70,139,558,0,,threase01
169,John Salley,30,MIA,C,75,50,1955,197,395,.499,0,0,,197,395,.499,.499,153,207,.739,110,226,336,123,47,85,97,279,547,0,,sallejo01
170,Oliver Miller,24,DET,PF,64,22,1558,232,418,.555,3,13,.231,229,405,.565,.559,78,124,.629,162,313,475,93,60,116,115,217,545,0,,milleol01
171,Ron Harper,31,CHI,SG,77,53,1536,209,491,.426,31,110,.282,178,381,.467,.457,81,131,.618,51,129,180,157,97,27,100,132,530,0,,harpero01
172,Sam Mitchell,31,IND,SF,81,12,1377,201,413,.487,1,10,.100,200,403,.496,.488,126,174,.724,95,148,243,61,43,20,54,206,529,0,,mitchsa01
173,Rex Walters,24,NJN,SG,80,30,1435,206,469,.439,71,196,.362,135,273,.495,.515,40,52,.769,18,75,93,121,37,16,71,135,523,0,,waltere01
174,Terry Cummings,33,SAS,PF,76,20,1273,224,464,.483,0,0,,224,464,.483,.483,72,123,.585,138,240,378,59,36,19,95,188,520,0,,cummite01
175,Jerome Kersey,32,POR,SF,63,0,1143,203,489,.415,7,27,.259,196,462,.424,.422,95,124,.766,93,163,256,82,52,35,64,173,508,0,,kerseje01
176,Robert Pack,25,DEN,PG,42,32,1144,170,395,.430,30,72,.417,140,323,.433,.468,137,175,.783,19,94,113,290,61,6,134,101,507,1,,packro01
177,Charles Oakley,31,NYK,PF,50,49,1567,192,393,.489,3,12,.250,189,381,.496,.492,119,150,.793,155,290,445,126,60,7,103,179,506,0,,oaklech01
178,Tom Chambers,35,UTA,PF,81,4,1240,195,427,.457,4,24,.167,191,403,.474,.461,109,135,.807,66,147,213,73,25,30,52,173,503,0,,chambto01
179,Victor Alexander,25,GSW,C,50,29,1237,230,447,.515,6,25,.240,224,422,.531,.521,36,60,.600,87,204,291,60,28,29,76,145,502,0,,alexavi01
180,Tyrone Corbin,32,ATL,SF,81,4,1389,205,464,.442,14,56,.250,191,408,.468,.457,78,114,.684,98,164,262,67,55,16,74,161,502,0,,corbity01
181,Brian Shaw,28,ORL,PG,78,9,1836,192,494,.389,48,184,.261,144,310,.465,.437,70,95,.737,52,189,241,406,73,18,184,184,502,0,,shawbr01
182,Mark West,34,DET,C,67,58,1543,217,390,.556,0,0,,217,390,.556,.556,66,138,.478,160,248,408,18,27,102,85,247,500,0,,westma01
183,Bison Dele,25,DEN,C,63,10,1261,196,333,.589,0,0,,196,333,.589,.589,106,162,.654,98,200,298,53,38,43,114,210,498,0,,delebi01
184,Scott Williams,26,PHI,PF,77,43,1781,206,434,.475,0,7,.000,206,427,.482,.475,79,107,.738,173,312,485,59,71,40,84,237,491,0,,willisc01
185,Craig Ehlo,33,ATL,SG,49,0,1166,191,422,.453,51,134,.381,140,288,.486,.513,44,71,.620,55,92,147,113,46,6,73,86,477,0,,ehlocr01
186,Chris Mullin,31,GSW,SF,25,23,890,170,348,.489,42,93,.452,128,255,.502,.549,94,107,.879,25,90,115,125,38,19,93,53,476,1,,mullich01
187,Lee Mayberry,24,MIL,PG,82,50,1744,172,408,.422,72,177,.407,100,231,.433,.510,58,83,.699,21,61,82,276,51,4,106,123,474,0,,maybele01
188,Tony Campbell,32,CLE,SF,78,0,1128,161,392,.411,15,42,.357,146,350,.417,.430,132,159,.830,60,93,153,69,32,8,65,122,469,0,,campbto01
189,Rick Fox,25,BOS,SF,53,7,1039,169,351,.481,31,75,.413,138,276,.500,.526,95,123,.772,61,94,155,139,52,19,78,154,464,0,,foxri01
190,Adam Keefe,24,UTA,SF,75,0,1270,172,298,.577,0,0,,172,298,.577,.577,117,173,.676,135,192,327,30,36,25,62,141,461,0,,keefead01
191,Blue Edwards,29,2TM,SF,67,7,1112,181,393,.461,22,75,.293,159,318,.500,.489,75,90,.833,50,80,130,77,43,16,81,143,459,0,,edwarbl01
191,Blue Edwards,29,BOS,SF,31,7,507,83,195,.426,11,43,.256,72,152,.474,.454,43,48,.896,25,40,65,47,19,10,39,64,220,0,,edwarbl01
191,Blue Edwards,29,UTA,SF,36,0,605,98,198,.495,11,32,.344,87,166,.524,.523,32,42,.762,25,40,65,30,24,6,42,79,239,0,,edwarbl01
192,Michael Jordan,31,CHI,SG,17,17,668,166,404,.411,16,32,.500,150,372,.403,.431,109,136,.801,25,92,117,90,30,13,35,47,457,0,MVP-11,jordami01
193,Winston Garland,30,MIN,PG,73,58,1931,170,410,.415,19,75,.253,151,335,.451,.438,89,112,.795,48,120,168,318,71,13,105,184,448,0,,garlawi01
194,Clifford Rozier,22,GSW,C,66,34,1494,189,390,.485,2,7,.286,187,383,.488,.487,68,152,.447,200,286,486,45,35,39,89,196,448,0,,roziecl01
195,Chris Dudley,29,POR,C,82,82,2245,181,446,.406,0,1,.000,181,445,.407,.406,85,183,.464,325,439,764,34,43,126,81,286,447,0,,dudlech02
196,Derek Strong,26,BOS,PF,70,24,1344,149,329,.453,2,7,.286,147,322,.457,.456,141,172,.820,136,239,375,44,24,13,79,143,441,0,,stronde01
197,Carlos Rogers,23,GSW,C,49,18,1017,180,340,.529,2,14,.143,178,326,.546,.532,76,146,.521,108,170,278,37,22,52,84,124,438,0,,rogerca01
198,Rony Seikaly,29,GSW,C,36,35,1035,162,314,.516,0,0,,162,314,.516,.516,111,160,.694,77,189,266,45,20,37,104,122,435,0,,seikaro01
199,Don MacLean,25,WSB,PF,39,20,1052,158,361,.438,10,40,.250,148,321,.461,.452,104,136,.765,46,119,165,51,15,3,44,97,430,0,,macledo01
200,David Wood,30,GSW,PF,78,13,1336,153,326,.469,31,91,.341,122,235,.519,.517,91,117,.778,83,158,241,65,28,13,53,217,428,0,,woodda01
201,Anthony Bowie,31,ORL,SG,77,4,1261,177,369,.480,12,40,.300,165,329,.502,.496,61,73,.836,54,85,139,159,47,21,86,138,427,0,,bowiean01
202,Bo Outlaw,23,LAC,PF,81,31,1655,170,325,.523,0,5,.000,170,320,.531,.523,82,186,.441,121,192,313,84,90,151,78,227,422,0,,outlabo01
203,Nate McMillan,30,SEA,PG,80,18,2070,166,397,.418,53,155,.342,113,242,.467,.485,34,58,.586,65,237,302,421,165,53,126,275,419,0,DPOY-66MOY-4DEF2,mcmilna01
204,Carl Herrera,28,HOU,PF,61,26,1331,171,327,.523,0,2,.000,171,325,.526,.523,73,117,.624,98,180,278,44,40,38,71,136,415,0,,herreca01
205,Tom Hammonds,27,DEN,PF,70,5,956,139,260,.535,0,1,.000,139,259,.537,.535,132,177,.746,55,167,222,36,11,14,56,132,410,0,,hammoto01
206,Michael Cage,33,CLE,C,82,21,2040,177,340,.521,0,2,.000,177,338,.524,.521,53,88,.602,203,361,564,56,61,67,56,149,407,0,,cagemi01
207,George McCloud,27,DAL,SF,42,3,802,144,328,.439,34,89,.382,110,239,.460,.491,80,96,.833,82,65,147,53,23,9,40,71,402,0,,mccloge01
208,Ledell Eackles,28,MIA,SG,54,6,898,143,326,.439,18,41,.439,125,285,.439,.466,91,126,.722,33,62,95,72,19,2,53,88,395,0,,eacklle01
209,Jeff Grayer,29,PHI,SG,47,25,1098,163,381,.428,5,15,.333,158,366,.432,.434,58,83,.699,58,91,149,74,27,4,56,80,389,0,,grayeje01
210,Robert Parish,41,CHH,C,81,4,1352,159,372,.427,0,0,,159,372,.427,.427,71,101,.703,93,257,350,44,27,36,66,132,389,0,,parisro01
211,Greg Foster,26,2TM,PF,78,3,1144,150,318,.472,7,23,.304,143,295,.485,.483,78,111,.703,85,174,259,39,15,28,71,183,385,0,,fostegr01
211,Greg Foster,26,CHI,PF,17,3,299,41,86,.477,0,0,,41,86,.477,.477,22,31,.710,18,36,54,16,2,8,17,54,104,0,,fostegr01
211,Greg Foster,26,MIN,PF,61,0,845,109,232,.470,7,23,.304,102,209,.488,.485,56,80,.700,67,138,205,23,13,20,54,129,281,0,,fostegr01
212,David Wesley,24,BOS,PG,51,36,1380,128,313,.409,51,119,.429,77,194,.397,.490,71,94,.755,31,86,117,266,82,9,87,144,378,0,,wesleda01
213,Greg Minor,23,BOS,SG,63,8,945,155,301,.515,2,12,.167,153,289,.529,.518,65,78,.833,49,88,137,66,32,16,44,89,377,0,,minorgr01
214,Pervis Ellison,27,BOS,C,55,11,1083,152,300,.507,0,2,.000,152,298,.510,.507,71,99,.717,124,185,309,34,22,54,76,179,375,0,,ellispe01
215,Greg Anthony,27,NYK,PG,61,2,943,128,293,.437,56,155,.361,72,138,.522,.532,60,76,.789,7,57,64,160,50,7,57,99,372,0,,anthogr01
216,Bill Wennington,31,CHI,C,73,1,956,156,317,.492,0,4,.000,156,313,.498,.492,51,63,.810,64,126,190,40,22,17,39,198,363,0,,wennibi01
217,Jayson Williams,26,NJN,PF,75,6,982,149,323,.461,0,5,.000,149,318,.469,.461,65,122,.533,179,246,425,35,26,33,59,160,363,0,,willija01
218,Pete Chilcutt,26,HOU,PF,68,17,1347,146,328,.445,35,86,.407,111,242,.459,.498,31,42,.738,106,211,317,66,25,43,61,117,358,0,,chilcpe01
219,Luc Longley,26,CHI,C,55,0,1001,135,302,.447,0,2,.000,135,300,.450,.447,88,107,.822,82,181,263,73,24,45,86,177,358,0,,longllu01
220,Jeff Malone,33,PHI,SG,19,19,660,144,284,.507,11,28,.393,133,256,.520,.526,51,59,.864,11,44,55,29,15,0,29,35,350,0,,malonje01
221,Dennis Rodman,33,SAS,PF,49,26,1568,137,240,.571,0,2,.000,137,238,.576,.571,75,111,.676,274,549,823,97,31,23,98,159,349,0,MVP-12DPOY-5NBA3DEF1,rodmade01
222,George Lynch,24,LAL,SF,56,15,953,138,295,.468,3,21,.143,135,274,.493,.473,62,86,.721,75,109,184,62,51,10,73,86,341,0,,lynchge01
223,Scott Brooks,29,2TM,PG,59,0,808,126,275,.458,25,69,.362,101,206,.490,.504,64,79,.810,14,52,66,116,34,4,47,56,341,0,,brooksc01
223,Scott Brooks,29,HOU,PG,28,0,186,35,65,.538,8,17,.471,27,48,.563,.600,18,21,.857,1,12,13,22,8,1,14,14,96,0,,brooksc01
223,Scott Brooks,29,DAL,PG,31,0,622,91,210,.433,17,52,.327,74,158,.468,.474,46,58,.793,13,40,53,94,26,3,33,42,245,0,,brooksc01
224,Tony Smith,26,LAL,SG,61,4,1024,132,309,.427,32,91,.352,100,218,.459,.479,44,63,.698,43,64,107,102,46,7,50,111,340,0,,smithto02
225,Ricky Pierce,35,GSW,PG,27,6,673,111,254,.437,23,70,.329,88,184,.478,.482,93,106,.877,12,52,64,40,22,2,24,38,338,0,,piercri01
226,Antonio Davis,26,IND,PF,44,1,1030,109,245,.445,0,0,,109,245,.445,.445,117,174,.672,105,175,280,25,19,29,64,134,335,0,,davisan01
227,Harold Miner,23,MIA,SG,45,16,871,123,305,.403,14,49,.286,109,256,.426,.426,69,95,.726,38,79,117,69,15,6,77,85,329,0,,minerha01
228,Lorenzo Williams,25,DAL,C,82,81,2383,145,304,.477,0,0,,145,304,.477,.477,38,101,.376,291,399,690,124,52,148,105,306,328,0,,willilo01
229,Lionel Simmons,26,SAC,SF,58,3,1064,131,312,.420,6,16,.375,125,296,.422,.429,59,84,.702,61,135,196,89,28,23,70,118,327,0,,simmoli01
230,Johnny Dawkins,31,DET,PG,50,9,1170,125,270,.463,25,73,.342,100,197,.508,.509,50,55,.909,28,85,113,205,52,1,86,74,325,0,,dawkijo01
231,Doc Rivers,33,2TM,PG,63,0,989,108,302,.358,45,127,.354,63,175,.360,.432,60,82,.732,15,94,109,162,65,21,60,150,321,0,,riverdo01
231,Doc Rivers,33,NYK,PG,3,0,47,4,13,.308,3,5,.600,1,8,.125,.423,8,11,.727,2,7,9,8,4,0,4,8,19,0,,riverdo01
231,Doc Rivers,33,SAS,PG,60,0,942,104,289,.360,42,122,.344,62,167,.371,.433,52,71,.732,13,87,100,154,61,21,56,142,302,0,,riverdo01
232,Chris Smith,24,MIN,SG,64,17,1073,116,264,.439,47,108,.435,69,156,.442,.528,41,63,.651,14,59,73,146,32,22,50,119,320,0,,smithch03
233,Doug Smith,25,DAL,PF,63,0,826,131,314,.417,1,12,.083,130,302,.430,.419,57,75,.760,43,101,144,44,29,26,37,132,320,0,,smithdo03
234,Pete Myers,31,CHI,SG,71,14,1270,119,287,.415,10,39,.256,109,248,.440,.432,70,114,.614,57,82,139,148,58,15,88,125,318,0,,myerspe01
235,Randy Brown,26,SAC,PG,67,2,1086,124,287,.432,14,47,.298,110,240,.458,.456,55,82,.671,24,84,108,133,99,19,78,153,317,0,,brownra02
236,Felton Spencer,27,UTA,C,34,34,905,105,215,.488,0,0,,105,215,.488,.488,107,135,.793,90,170,260,17,12,32,68,131,317,0,,spencfe01
237,Lindsey Hunter,24,DET,PG,42,26,944,119,318,.374,36,108,.333,83,210,.395,.431,40,55,.727,24,51,75,159,51,7,79,94,314,0,,hunteli01
238,Terry Porter,31,POR,PG,35,9,770,105,267,.393,44,114,.386,61,153,.399,.476,58,82,.707,18,63,81,133,30,2,58,60,312,0,,portete01
239,Chris Childs,27,NJN,PG,53,11,1021,106,279,.380,41,125,.328,65,154,.422,.453,55,73,.753,14,55,69,219,42,3,76,116,308,0,,childch01
240,Sam Bowie,33,LAL,C,67,10,1225,118,267,.442,2,11,.182,116,256,.453,.446,68,89,.764,72,216,288,118,21,80,91,182,306,0,,bowiesa01
241,Danny Schayes,35,PHO,C,69,27,823,126,248,.508,1,1,1.000,125,247,.506,.510,50,69,.725,57,151,208,89,20,37,64,170,303,0,,schayda01
242,Pat Durham,27,MIN,SF,59,2,852,117,237,.494,5,26,.192,112,211,.531,.504,63,96,.656,37,57,94,53,36,32,45,114,302,0,,durhapa01
243,Derrick Alston,22,PHI,C,64,1,1032,120,258,.465,0,4,.000,120,254,.472,.465,59,120,.492,98,121,219,33,39,35,53,107,299,0,,alstode01
244,John Crotty,25,UTA,PG,80,0,1019,93,231,.403,11,36,.306,82,195,.421,.426,98,121,.810,27,70,97,205,39,6,70,105,295,0,,crottjo01
245,Aaron McKie,22,POR,SG,45,20,827,116,261,.444,11,28,.393,105,233,.451,.466,50,73,.685,35,94,129,89,36,16,39,97,293,0,,mckieaa01
246,Haywoode Workman,29,IND,PG,69,14,1028,101,269,.375,35,98,.357,66,171,.386,.441,55,74,.743,21,90,111,194,59,5,73,115,292,0,,workmha01
247,Bobby Hurley,23,SAC,PG,68,6,1105,103,284,.363,21,76,.276,82,208,.394,.400,58,76,.763,14,56,70,226,29,0,110,79,285,0,,hurlebo01
248,Kevin Duckworth,30,WSB,C,40,22,818,118,267,.442,2,10,.200,116,257,.451,.446,45,70,.643,65,130,195,20,21,24,59,110,283,0,,duckwke01
249,Bryon Russell,24,UTA,SF,63,15,860,104,238,.437,13,44,.295,91,194,.469,.464,62,93,.667,44,97,141,34,48,11,42,101,283,0,,russebr01
250,Joe Kleine,33,PHO,C,75,42,968,119,265,.449,0,2,.000,119,263,.452,.449,42,49,.857,82,177,259,39,14,18,35,174,280,0,,kleinjo01
251,Mark Macon,25,DET,SG,55,6,721,101,265,.381,20,62,.323,81,203,.399,.419,54,68,.794,29,47,76,63,67,1,41,97,276,0,,maconma01
252,Ryan Lorthridge,22,GSW,SG,37,2,672,106,223,.475,3,14,.214,103,209,.493,.482,57,88,.648,24,47,71,101,28,1,57,42,272,0,,lorthry01
253,Sean Higgins,26,NJN,SF,57,7,735,105,273,.385,23,78,.295,82,195,.421,.427,35,40,.875,25,52,77,29,10,9,35,93,268,0,,higgise01
254,Brad Lohaus,30,MIA,PF,61,1,730,97,231,.420,63,155,.406,34,76,.447,.556,10,15,.667,28,74,102,43,20,25,29,85,267,0,,lohaubr01
255,Stacey King,28,MIN,PF,50,10,792,99,212,.467,0,1,.000,99,211,.469,.467,68,102,.667,54,111,165,26,24,20,64,126,266,0,,kingst01
256,Tony Dumas,22,DAL,SG,58,0,613,96,250,.384,22,73,.301,74,177,.418,.428,50,77,.649,32,30,62,57,13,4,50,78,264,0,,dumasto01
257,Greg Sutton,27,CHH,PG,53,4,690,94,230,.409,43,115,.374,51,115,.443,.502,32,45,.711,8,48,56,91,33,2,51,114,263,0,,suttogr01
258,Anthony Avent,25,ORL,PF,71,3,1066,105,244,.430,0,0,,105,244,.430,.430,48,75,.640,97,196,293,41,28,50,53,170,258,0,,aventan01
259,Tracy Murray,23,2TM,SF,54,3,516,95,233,.408,35,86,.407,60,147,.408,.483,33,42,.786,20,39,59,19,14,4,35,73,258,0,,murratr01
259,Tracy Murray,23,POR,SF,29,3,313,63,153,.412,16,41,.390,47,112,.420,.464,28,34,.824,18,19,37,14,7,1,20,42,170,0,,murratr01
259,Tracy Murray,23,HOU,SF,25,0,203,32,80,.400,19,45,.422,13,35,.371,.519,5,8,.625,2,20,22,5,7,3,15,31,88,0,,murratr01
260,Alaa Abdelnaby,26,2TM,PF,54,0,506,118,231,.511,0,2,.000,118,229,.515,.511,20,35,.571,37,77,114,13,15,12,45,104,256,0,,abdelal01
260,Alaa Abdelnaby,26,SAC,PF,51,0,476,117,220,.532,0,2,.000,117,218,.537,.532,20,35,.571,34,72,106,13,15,12,40,102,254,0,,abdelal01
260,Alaa Abdelnaby,26,PHI,PF,3,0,30,1,11,.091,0,0,,1,11,.091,.091,0,0,,3,5,8,0,0,0,5,2,2,0,,abdelal01
261,Darrick Martin,23,MIN,PG,34,9,803,95,233,.408,7,38,.184,88,195,.451,.423,57,65,.877,14,50,64,133,34,0,62,88,254,0,,martida01
262,Harold Ellis,24,LAC,SF,69,7,656,91,189,.481,1,13,.077,90,176,.511,.484,69,117,.590,56,32,88,40,67,12,49,102,252,0,,ellisha01
263,Vern Fleming,32,IND,PG,55,1,686,93,188,.495,0,7,.000,93,181,.514,.495,65,90,.722,20,68,88,109,27,1,43,80,251,0,,flemive01
264,Greg Graham,24,PHI,SG,50,7,775,95,223,.426,6,28,.214,89,195,.456,.439,55,73,.753,19,43,62,66,29,6,48,76,251,0,,grahagr01
265,Chucky Brown,26,HOU,SF,41,14,814,105,174,.603,1,3,.333,104,171,.608,.606,38,62,.613,64,125,189,30,11,14,29,105,249,0,,brownch01
266,Mark Bryant,29,POR,PF,49,0,658,101,192,.526,1,2,.500,100,190,.526,.529,41,63,.651,55,106,161,28,19,16,39,109,244,0,,bryanma01
267,Anthony Tucker,25,WSB,SF,62,13,982,96,210,.457,0,1,.000,96,209,.459,.457,51,83,.614,44,126,170,68,46,11,56,129,243,0,,tuckean01
268,Corie Blount,26,CHI,PF,68,9,889,100,210,.476,0,2,.000,100,208,.481,.476,38,67,.567,107,133,240,60,26,33,59,146,238,0,,blounco01
269,Trevor Ruffin,24,PHO,PG,49,1,319,84,197,.426,38,99,.384,46,98,.469,.523,27,38,.711,8,15,23,48,14,2,47,52,233,0,,ruffitr01
270,Duane Ferrell,29,IND,SF,56,1,607,83,173,.480,1,6,.167,82,167,.491,.483,64,85,.753,50,38,88,31,26,6,43,79,231,0,,ferredu01
271,Keith Askins,27,MIA,SF,50,5,854,81,207,.391,21,78,.269,60,129,.465,.442,46,57,.807,86,112,198,39,35,17,25,109,229,0,,askinke01
272,Eric Leckner,28,DET,C,57,11,623,87,165,.527,0,2,.000,87,163,.534,.527,51,72,.708,47,127,174,14,15,15,39,122,225,0,,leckner01
273,Anthony Bonner,26,NYK,PF,58,23,1126,88,193,.456,1,5,.200,87,188,.463,.459,44,67,.657,113,149,262,80,48,23,79,159,221,0,,bonnean01
274,Jud Buechler,26,CHI,SF,57,0,605,90,183,.492,15,48,.313,75,135,.556,.533,22,39,.564,36,62,98,50,24,12,30,64,217,0,,buechju01
275,Duane Causwell,26,SAC,C,58,24,820,76,147,.517,0,1,.000,76,146,.521,.517,57,98,.582,57,117,174,15,14,80,33,146,209,0,,causwdu01
276,Donald Hodge,25,DAL,C,54,0,633,83,204,.407,4,14,.286,79,190,.416,.417,39,51,.765,40,82,122,41,10,14,39,107,209,0,,hodgedo01
277,Lloyd Daniels,27,2TM,SG,30,14,604,80,209,.383,26,100,.260,54,109,.495,.445,22,27,.815,29,34,63,40,22,10,31,48,208,0,,daniell01
277,Lloyd Daniels,27,PHI,SG,5,0,63,9,27,.333,3,14,.214,6,13,.462,.389,2,2,1.000,2,5,7,4,2,0,8,8,23,0,,daniell01
277,Lloyd Daniels,27,LAL,SG,25,14,541,71,182,.390,23,86,.267,48,96,.500,.453,20,25,.800,27,29,56,36,20,10,23,40,185,0,,daniell01
278,Dickey Simpkins,22,CHI,PF,59,5,586,78,184,.424,0,0,,78,184,.424,.424,50,72,.694,60,91,151,37,10,7,45,72,206,0,,simpkdi01
279,Gary Grant,29,LAC,PG,33,2,470,78,166,.470,4,16,.250,74,150,.493,.482,45,55,.818,8,27,35,93,29,3,44,66,205,0,,grantga01
280,Ervin Johnson,27,SEA,C,64,30,907,85,192,.443,0,1,.000,85,191,.445,.443,29,46,.630,101,188,289,16,17,67,54,163,199,0,,johnser02
281,Jeff Turner,32,ORL,PF,49,5,576,73,178,.410,27,75,.360,46,103,.447,.486,26,29,.897,23,74,97,38,12,3,22,102,199,0,,turneje01
282,Negele Knight,27,2TM,PG,47,17,708,85,214,.397,11,28,.393,74,186,.398,.423,18,25,.720,21,40,61,127,21,5,49,70,199,0,,knighne01
282,Negele Knight,27,POR,PG,3,0,43,7,15,.467,0,0,,7,15,.467,.467,4,4,1.000,1,2,3,11,1,0,4,5,18,0,,knighne01
282,Negele Knight,27,DET,PG,44,17,665,78,199,.392,11,28,.393,67,171,.392,.420,14,21,.667,20,38,58,116,20,5,45,65,181,0,,knighne01
283,Rick Mahorn,36,NJN,PF,58,7,630,79,151,.523,1,3,.333,78,148,.527,.526,39,49,.796,45,117,162,26,11,12,34,93,198,0,,mahorri01
284,Sleepy Floyd,34,NJN,SG,48,1,831,71,212,.335,25,88,.284,46,124,.371,.394,30,43,.698,8,46,54,126,13,6,51,73,197,0,,floydsl01
285,Steve Colter,32,CLE,PG,57,7,752,67,169,.396,8,35,.229,59,134,.440,.420,54,71,.761,13,46,59,101,30,6,36,53,196,0,,coltest01
286,Kevin Edwards,29,NJN,SG,14,14,466,69,154,.448,18,45,.400,51,109,.468,.506,40,42,.952,10,27,37,27,19,5,35,42,196,0,,edwarke01
287,B.J. Tyler,23,PHI,PG,55,8,809,72,189,.381,16,51,.314,56,138,.406,.423,35,50,.700,13,49,62,174,36,2,97,58,195,0,,tylerbj01
288,Jamie Watson,22,UTA,SF,60,1,673,76,152,.500,5,19,.263,71,133,.534,.516,38,56,.679,16,58,74,59,35,11,51,86,195,0,,watsoja01
289,Jon Barry,25,MIL,SG,52,0,602,57,134,.425,16,48,.333,41,86,.477,.485,61,80,.763,15,34,49,85,30,4,41,54,191,0,,barryjo01
290,Anthony Miller,23,LAL,PF,46,1,527,70,132,.530,2,5,.400,68,127,.535,.538,47,76,.618,67,85,152,35,20,7,38,77,189,0,,millean01
291,Michael Adams,32,CHH,PG,29,0,443,67,148,.453,29,81,.358,38,67,.567,.551,25,30,.833,6,23,29,95,23,1,26,41,188,0,,adamsmi01
292,Herb Williams,36,NYK,C,56,3,743,82,180,.456,0,0,,82,180,.456,.456,23,37,.622,23,109,132,27,13,45,40,108,187,0,,willihe01
293,Willie Anderson,28,SAS,SG,38,11,556,76,162,.469,3,19,.158,73,143,.510,.478,30,41,.732,15,40,55,52,26,10,38,71,185,0,,anderwi01
294,Eric Mobley,24,MIL,C,46,26,587,78,132,.591,2,2,1.000,76,130,.585,.598,22,45,.489,55,98,153,21,8,27,24,63,180,0,,mobleer01
295,Antonio Harvey,24,LAL,PF,59,8,572,77,176,.438,1,1,1.000,76,175,.434,.440,24,45,.533,39,63,102,23,15,41,25,87,179,0,,harvean01
