Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
13,Clyde Drexler,32,HOU,SG,35,34,1300,266,526,.506,60,168,.357,206,358,.575,.563,157,194,.809,68,178,246,154,62,23,89,89,749,1,,drexlcl01
14,Alonzo Mourning,24,CHH,C,77,77,2941,571,1101,.519,11,34,.324,560,1067,.525,.524,490,644,.761,200,561,761,111,49,225,241,275,1643,0,DPOY-6AS,mournal01
15,Anfernee Hardaway,23,ORL,PG,77,77,2901,585,1142,.512,87,249,.349,498,893,.558,.550,356,463,.769,139,197,336,551,130,26,258,158,1613,1,MVP-10ASNBA1,hardaan01
16,Clifford Robinson,28,POR,SF,75,73,2725,597,1320,.452,142,383,.371,455,937,.486,.506,265,382,.694,152,271,423,198,79,82,158,240,1601,0,,robincl02
17,Reggie Miller,29,IND,SG,81,81,2665,505,1092,.462,195,470,.415,310,622,.498,.552,383,427,.897,30,180,210,242,98,16,151,157,1588,0,ASNBA3,millere01
18,Detlef Schrempf,32,SEA,SF,82,82,2886,521,997,.523,93,181,.514,428,816,.525,.569,437,521,.839,135,373,508,310,93,35,176,252,1572,0,ASNBA3,schrede01
19,Charles Barkley,31,PHO,PF,68,66,2382,554,1141,.486,74,219,.338,480,922,.521,.518,379,507,.748,203,553,756,276,110,45,150,201,1561,0,MVP-6ASNBA2,barklch01
20,Isaiah Rider,23,MIN,SG,75,67,2645,558,1249,.447,139,396,.351,419,853,.491,.502,277,339,.817,90,159,249,245,69,23,232,194,1532,0,,rideris01
21,Shawn Kemp,25,SEA,PF,82,79,2679,545,997,.547,2,7,.286,543,990,.548,.548,438,585,.749,318,575,893,149,102,122,259,337,1530,0,ASNBA2,kempsh01
22,Larry Johnson,25,CHH,PF,81,81,3234,585,1219,.480,81,210,.386,504,1009,.500,.513,274,354,.774,190,395,585,369,78,28,207,174,1525,1,AS,johnsla02
23,Sean Elliott,26,SAS,SF,81,81,2858,502,1072,.468,136,333,.408,366,739,.495,.532,326,404,.807,63,224,287,206,78,38,151,216,1466,0,,elliose01
24,Vin Baker,23,MIL,PF,82,82,3361,594,1229,.483,7,24,.292,587,1205,.487,.486,256,432,.593,289,557,846,296,86,116,221,277,1451,1,AS,bakervi01
25,Latrell Sprewell,24,GSW,SG,69,69,2771,490,1171,.418,90,326,.276,400,845,.473,.457,350,448,.781,58,198,256,279,112,46,230,108,1420,0,AS,sprewla01
26,Loy Vaught,26,LAC,PF,80,79,2966,609,1185,.514,7,33,.212,602,1152,.523,.517,176,248,.710,261,511,772,139,104,29,166,243,1401,0,,vaughlo01
27,Rik Smits,28,IND,C,78,78,2381,558,1060,.526,0,2,.000,558,1058,.527,.526,284,377,.753,192,409,601,111,40,79,189,278,1400,0,,smitsri01
28,Grant Hill,22,DET,SF,70,69,2678,508,1064,.477,4,27,.148,504,1037,.486,.479,374,511,.732,125,320,445,353,124,62,202,203,1394,1,ROY-1AS,hillgr01
29,Mookie Blaylock,27,ATL,PG,80,80,3069,509,1198,.425,199,555,.359,310,643,.482,.508,156,214,.729,117,276,393,616,200,26,242,164,1373,2,DEF1,blaylmo01
30,Clarence Weatherspoon,24,PHI,SF,76,76,2991,543,1238,.439,4,21,.190,539,1217,.443,.440,283,377,.751,144,382,526,215,115,67,191,195,1373,0,,weathcl01
31,Dominique Wilkins,35,BOS,SF,77,64,2423,496,1169,.424,112,289,.388,384,880,.436,.472,266,340,.782,157,244,401,166,61,14,173,130,1370,0,,wilkido01
32,Nick Van Exel,23,LAL,PG,80,80,2944,465,1107,.420,183,511,.358,282,596,.473,.503,235,300,.783,27,196,223,660,97,6,220,157,1348,0,,vanexni01
33,Jeff Hornacek,31,UTA,SG,81,81,2696,482,937,.514,89,219,.406,393,718,.547,.562,284,322,.882,53,157,210,347,129,17,145,181,1337,0,,hornaje01
34,Christian Laettner,25,MIN,C,81,80,2770,450,920,.489,13,40,.325,437,880,.497,.496,409,500,.818,164,449,613,234,101,87,225,302,1322,0,,laettch01
35,Todd Day,25,MIL,SG,82,81,2717,445,1049,.424,163,418,.390,282,631,.447,.502,257,341,.754,95,227,322,134,104,63,157,283,1310,0,,dayto01
36,Jim Jackson,24,DAL,SG,51,51,1982,484,1026,.472,35,110,.318,449,916,.490,.489,306,380,.805,120,140,260,191,28,12,160,92,1309,0,,jacksji01
37,Steve Smith,25,2TM,SG,80,61,2665,428,1005,.426,137,416,.329,291,589,.494,.494,312,371,.841,104,172,276,274,62,33,155,225,1305,0,,smithst01
37,Steve Smith,25,MIA,SG,2,2,62,11,29,.379,2,12,.167,9,17,.529,.414,17,22,.773,4,2,6,7,2,1,4,9,41,0,,smithst01
37,Steve Smith,25,ATL,SG,78,59,2603,417,976,.427,135,404,.334,282,572,.493,.496,295,349,.845,100,170,270,267,60,32,151,216,1264,0,,smithst01
38,Calbert Cheaney,23,WSB,SG,78,71,2651,512,1129,.453,96,283,.339,416,846,.492,.496,173,213,.812,105,216,321,177,80,21,151,215,1293,0,,cheanca01
39,Dan Majerle,29,PHO,SF,82,46,3091,438,1031,.425,199,548,.363,239,483,.495,.521,206,282,.730,104,271,375,340,96,38,105,155,1281,0,AS,majerda01
40,Vlade Divac,26,LAL,C,80,80,2807,485,957,.507,10,53,.189,475,904,.525,.512,297,382,.777,261,568,829,329,109,174,205,305,1277,1,,divacvl01
41,Toni Kukoč,26,CHI,SF,81,55,2584,487,967,.504,62,198,.313,425,769,.553,.536,235,314,.748,155,285,440,372,102,16,165,163,1271,1,,kukocto01
42,Kenny Anderson,24,NJN,PG,72,70,2689,411,1031,.399,97,294,.330,314,737,.426,.446,348,414,.841,73,177,250,680,103,14,225,184,1267,0,,anderke01
43,Cedric Ceballos,25,LAL,SF,58,54,2029,497,977,.509,58,146,.397,439,831,.528,.538,209,292,.716,169,295,464,105,60,19,143,131,1261,0,MVP-15AS,cebalce01
44,Walt Williams,24,SAC,SF,77,77,2739,445,998,.446,103,296,.348,342,702,.487,.497,266,364,.731,100,245,345,316,123,63,243,265,1259,0,,williwa02
45,Tim Hardaway,28,GSW,PG,62,62,2321,430,1007,.427,168,444,.378,262,563,.465,.510,219,288,.760,46,144,190,578,88,12,214,155,1247,0,,hardati01
46,Dee Brown,26,BOS,SG,79,69,2792,437,977,.447,126,327,.385,311,650,.478,.512,236,277,.852,63,186,249,301,110,49,146,181,1236,0,,brownde01
47,John Starks,29,NYK,SG,80,78,2725,419,1062,.395,217,611,.355,202,451,.448,.497,168,228,.737,34,185,219,411,92,4,160,257,1223,0,,starkjo01
48,Joe Dumars,31,DET,SG,67,67,2544,417,970,.430,103,338,.305,314,632,.497,.483,277,344,.805,47,111,158,368,72,7,219,153,1214,0,AS,dumarjo01
49,Armen Gilliam,30,NJN,PF,82,30,2472,455,905,.503,0,2,.000,455,903,.504,.503,302,392,.770,192,421,613,99,67,89,152,171,1212,0,6MOY-9,gilliar01
50,Rod Strickland,28,POR,PG,64,61,2267,441,946,.466,46,123,.374,395,823,.480,.490,283,380,.745,73,244,317,562,123,9,209,118,1211,1,,stricro02
51,John Stockton,32,UTA,PG,82,82,2867,429,791,.542,102,227,.449,327,564,.580,.607,246,306,.804,57,194,251,1011,194,22,267,215,1206,0,MVP-8ASNBA1DEF2,stockjo01
52,Nick Anderson,27,ORL,SG,76,76,2588,439,923,.476,179,431,.415,260,492,.528,.573,143,203,.704,85,250,335,314,125,22,141,124,1200,0,,anderni01
53,Hersey Hawkins,28,CHH,SG,82,82,2731,390,809,.482,131,298,.440,259,511,.507,.563,261,301,.867,60,254,314,262,122,18,150,178,1172,0,,hawkihe01
54,Mahmoud Abdul-Rauf,25,DEN,PG,73,43,2082,472,1005,.470,83,215,.386,389,790,.492,.511,138,156,.885,32,105,137,263,77,9,119,126,1165,0,,abdulma02
55,Kevin Willis,32,2TM,PF,67,63,2390,473,1015,.466,3,15,.200,470,1000,.470,.467,205,297,.690,227,505,732,86,60,36,162,215,1154,0,,willike02
55,Kevin Willis,32,ATL,PF,2,2,89,16,41,.390,0,1,.000,16,40,.400,.390,10,15,.667,10,26,36,3,1,3,7,7,42,0,,willike02
55,Kevin Willis,32,MIA,PF,65,61,2301,457,974,.469,3,14,.214,454,960,.473,.471,195,282,.691,217,479,696,83,59,33,155,208,1112,0,,willike02
56,B.J. Armstrong,27,CHI,PG,82,82,2577,418,894,.468,108,253,.427,310,641,.484,.528,206,233,.884,25,161,186,244,84,8,103,159,1150,0,,armstbj01
57,Derrick Coleman,27,NJN,PF,56,54,2103,371,875,.424,28,120,.233,343,755,.454,.440,376,490,.767,167,424,591,187,35,94,172,162,1146,0,,colemde01
58,Lamond Murray,21,LAC,SF,81,61,2556,439,1093,.402,65,218,.298,374,875,.427,.431,199,264,.754,132,222,354,133,72,55,163,180,1142,0,,murrala01
59,Dino Radja,27,BOS,PF,66,48,2147,450,919,.490,0,1,.000,450,918,.490,.490,233,307,.759,149,424,573,111,60,86,159,232,1133,0,,radjadi01
60,Terry Mills,27,DET,PF,72,69,2514,417,933,.447,109,285,.382,308,648,.475,.505,175,219,.799,124,434,558,160,68,33,144,253,1118,0,,millste01
61,Juwan Howard,21,WSB,PF,65,52,2348,455,931,.489,0,7,.000,455,924,.492,.489,194,292,.664,184,361,545,165,52,15,166,236,1104,0,ROY-5,howarju01
62,Allan Houston,23,DET,SG,76,39,1996,398,859,.463,158,373,.424,240,486,.494,.555,147,171,.860,29,138,167,164,61,14,113,182,1101,0,,houstal01
63,Avery Johnson,29,SAS,PG,82,82,3011,448,863,.519,3,22,.136,445,841,.529,.521,202,295,.685,49,159,208,670,114,13,207,154,1101,0,,johnsav01
64,Chris Webber,21,WSB,PF,54,52,2067,464,938,.495,40,145,.276,424,793,.535,.516,117,233,.502,200,318,518,256,83,85,167,186,1085,3,,webbech01
65,Derrick McKey,28,IND,SF,81,81,2805,411,833,.493,32,89,.360,379,744,.509,.513,221,297,.744,125,269,394,276,125,49,168,260,1075,0,DPOY-6DEF2,mckeyde01
66,Brian Grant,22,SAC,PF,80,59,2289,413,809,.511,1,4,.250,412,805,.512,.511,231,363,.636,207,391,598,99,49,116,163,276,1058,0,ROY-5,grantbr01
67,Stacey Augmon,26,ATL,SG,76,76,2362,397,876,.453,7,26,.269,390,850,.459,.457,252,346,.728,157,211,368,197,100,47,152,163,1053,0,,augmost01
68,Sam Perkins,33,SEA,C,82,37,2356,346,742,.466,136,343,.397,210,399,.526,.558,215,269,.799,96,302,398,135,72,45,77,186,1043,0,,perkisa01
69,Kendall Gill,26,SEA,SG,73,58,2125,392,858,.457,63,171,.368,329,687,.479,.494,155,209,.742,99,191,290,192,117,28,138,186,1002,0,,gillke01
70,Billy Owens,25,MIA,SG,70,60,2296,403,820,.491,2,22,.091,401,798,.503,.493,194,313,.620,203,299,502,246,80,30,204,205,1002,1,,owensbi01
71,Reggie Williams,30,DEN,SF,74,70,2198,388,846,.459,85,266,.320,303,580,.522,.509,132,174,.759,94,235,329,231,114,67,124,264,993,1,,willire01
72,Chris Mills,25,CLE,SF,80,79,2814,359,855,.420,94,240,.392,265,615,.431,.475,174,213,.817,99,267,366,154,59,35,120,242,986,0,,millsch01
73,Rodney Rogers,23,DEN,PF,80,77,2142,375,769,.488,50,148,.338,325,621,.523,.520,179,275,.651,132,253,385,161,95,46,173,281,979,0,,rogerro01
74,Eric Murdock,26,MIL,PG,75,32,2158,338,814,.415,90,240,.375,248,574,.432,.471,211,267,.790,48,166,214,482,113,12,194,139,977,0,,murdoer01
75,Tom Gugliotta,25,3TM,PF,77,63,2568,371,837,.443,60,186,.323,311,651,.478,.479,174,252,.690,165,407,572,279,132,62,189,203,976,0,,guglito01
75,Tom Gugliotta,25,WSB,PF,6,6,226,33,83,.398,4,8,.500,29,75,.387,.422,26,33,.788,16,37,53,18,21,11,15,19,96,0,,guglito01
75,Tom Gugliotta,25,GSW,PF,40,40,1324,176,397,.443,28,90,.311,148,307,.482,.479,55,97,.567,100,197,297,122,50,23,93,98,435,0,,guglito01
75,Tom Gugliotta,25,MIN,SF,31,17,1018,162,357,.454,28,88,.318,134,269,.498,.493,93,122,.762,49,173,222,139,61,28,81,86,445,0,,guglito01
76,Charles Smith,29,NYK,SF,76,58,2150,352,747,.471,7,31,.226,345,716,.482,.476,255,322,.792,144,180,324,120,49,95,147,286,966,0,,smithch01
77,Tyrone Hill,26,CLE,C,70,67,2397,350,694,.504,0,1,.000,350,693,.505,.504,263,397,.662,269,496,765,55,55,41,151,245,963,0,AS,hillty01
78,Sherman Douglas,28,BOS,PG,65,43,2048,365,769,.475,20,82,.244,345,687,.502,.488,204,296,.689,48,122,170,446,80,2,162,152,954,0,,douglsh01
79,Chris Morris,29,NJN,SF,71,49,2131,351,856,.410,106,317,.334,245,539,.455,.472,142,195,.728,181,221,402,147,86,51,117,155,950,0,,morrich01
80,Horace Grant,29,ORL,PF,74,74,2693,401,707,.567,0,8,.000,401,699,.574,.567,146,211,.692,223,492,715,173,76,88,85,203,948,0,DEF2,grantho01
81,Dikembe Mutombo,28,DEN,C,82,82,3100,349,628,.556,0,0,,349,628,.556,.556,248,379,.654,319,710,1029,113,40,321,192,284,946,2,DPOY-1ASDEF2,mutomdi01
82,Grant Long,28,2TM,PF,81,79,2641,342,716,.478,11,31,.355,331,685,.483,.485,244,325,.751,191,415,606,131,109,34,155,243,939,0,,longgr01
82,Grant Long,28,MIA,PF,2,2,62,5,12,.417,0,0,,5,12,.417,.417,6,10,.600,1,10,11,4,2,0,4,11,16,0,,longgr01
82,Grant Long,28,ATL,PF,79,77,2579,337,704,.479,11,31,.355,326,673,.484,.487,238,315,.756,190,405,595,127,107,34,151,232,923,0,,longgr01
83,Vinny Del Negro,28,SAS,SG,75,71,2360,372,766,.486,66,162,.407,306,604,.507,.529,128,162,.790,28,164,192,226,61,14,56,179,938,0,,delnevi01
84,Ken Norman,30,ATL,SF,74,27,1879,388,856,.453,98,285,.344,290,571,.508,.511,64,140,.457,103,259,362,94,34,20,96,154,938,0,,normake01
85,Otis Thorpe,32,2TM,PF,70,35,2096,385,681,.565,0,7,.000,385,674,.571,.565,167,281,.594,202,356,558,112,41,28,132,224,937,0,,thorpot01
85,Otis Thorpe,32,HOU,PF,36,35,1188,206,366,.563,0,3,.000,206,363,.567,.563,67,127,.528,113,209,322,58,22,13,76,102,479,0,,thorpot01
85,Otis Thorpe,32,POR,PF,34,0,908,179,315,.568,0,4,.000,179,311,.576,.568,100,154,.649,89,147,236,54,19,15,56,122,458,0,,thorpot01
86,Dell Curry,30,CHH,SG,69,0,1718,343,778,.441,154,361,.427,189,417,.453,.540,95,111,.856,41,127,168,113,55,18,98,144,935,0,6MOY-2,curryde01
87,Hot Rod Williams,32,CLE,PF,74,73,2641,366,810,.452,1,5,.200,365,805,.453,.452,196,286,.685,173,334,507,192,83,101,149,211,929,0,,williho01
88,Jason Kidd,21,DAL,PG,79,79,2668,330,857,.385,70,257,.272,260,600,.433,.426,192,275,.698,152,278,430,607,151,24,250,146,922,4,MVP-13ROY-1,kiddja01
89,Derek Harper,33,NYK,PG,80,80,2716,337,756,.446,106,292,.363,231,464,.498,.516,139,192,.724,31,163,194,458,79,10,151,219,919,0,,harpede01
90,Doug West,27,MIN,SG,71,65,2328,351,762,.461,11,61,.180,340,701,.485,.468,206,246,.837,60,167,227,185,65,24,126,250,919,0,,westdo01
91,Dale Ellis,34,DEN,SF,81,3,1996,351,774,.453,106,263,.403,245,511,.479,.522,110,127,.866,56,166,222,57,37,9,81,142,918,0,,ellisda01
92,A.C. Green,31,PHO,SF,82,52,2687,311,617,.504,43,127,.339,268,490,.547,.539,251,343,.732,194,475,669,127,55,31,114,146,916,0,,greenac01
93,Elden Campbell,26,LAL,PF,73,59,2076,360,785,.459,0,1,.000,360,784,.459,.459,193,290,.666,168,277,445,92,69,132,98,246,913,0,,campbel01
94,Bryant Stith,24,DEN,SG,81,51,2329,312,661,.472,20,68,.294,292,593,.492,.487,267,324,.824,95,173,268,153,91,18,110,142,911,0,,stithbr01
95,Donyell Marshall,21,2TM,SF,72,31,2086,345,876,.394,69,243,.284,276,633,.436,.433,147,222,.662,137,268,405,105,45,88,115,157,906,0,,marshdo01
95,Donyell Marshall,21,MIN,SF,40,8,1036,158,423,.374,32,106,.302,126,317,.397,.411,83,122,.680,64,132,196,57,25,50,58,63,431,0,,marshdo01
95,Donyell Marshall,21,GSW,SF,32,23,1050,187,453,.413,37,137,.270,150,316,.475,.454,64,100,.640,73,136,209,48,20,38,57,94,475,0,,marshdo01
96,Sharone Wright,22,PHI,C,79,49,2044,361,776,.465,0,8,.000,361,768,.470,.465,182,282,.645,191,281,472,48,37,104,151,246,904,0,,wrighsh01
97,Eddie Jones,23,LAL,SG,64,58,1981,342,744,.460,91,246,.370,251,498,.504,.521,122,169,.722,79,170,249,128,131,41,75,175,897,0,ROY-4,jonesed02
98,Terrell Brandon,24,CLE,PG,67,41,1961,341,762,.448,48,121,.397,293,641,.457,.479,159,186,.855,35,151,186,363,107,14,144,118,889,0,,brandte01
99,Bobby Phills,25,CLE,SG,80,79,2500,338,816,.414,19,55,.345,319,761,.419,.426,183,235,.779,90,175,265,180,115,25,113,206,878,1,,phillbo01
100,Spud Webb,31,SAC,PG,76,76,2458,302,689,.438,48,145,.331,254,544,.467,.473,226,242,.934,29,145,174,468,75,8,185,148,878,0,,webbsp01
101,Olden Polynice,30,SAC,C,81,81,2534,376,691,.544,1,1,1.000,375,690,.543,.545,124,194,.639,277,448,725,62,48,52,113,238,877,0,,polynol01
102,Pooh Richardson,28,LAC,PG,80,77,2864,353,897,.394,87,244,.357,266,653,.407,.442,81,125,.648,38,223,261,632,129,12,171,218,874,1,,richapo01
103,Chuck Person,30,SAS,SF,81,1,2033,317,750,.423,172,445,.387,145,305,.475,.537,66,102,.647,49,209,258,106,45,12,102,198,872,0,6MOY-3,persoch01
104,Sean Rooks,25,MIN,C,80,70,2405,289,615,.470,0,5,.000,289,610,.474,.470,290,381,.761,165,321,486,97,29,71,142,208,868,0,,rooksse01
105,Muggsy Bogues,30,CHH,PG,78,78,2629,348,730,.477,6,30,.200,342,700,.489,.481,160,180,.889,51,206,257,675,103,0,132,151,862,0,,boguemu01
106,Vernon Maxwell,29,HOU,SG,64,54,2038,306,777,.394,143,441,.324,163,336,.485,.486,99,144,.688,18,146,164,274,75,13,137,157,854,0,,maxweve01
107,Kenny Smith,29,HOU,PG,81,81,2030,287,593,.484,142,331,.429,145,262,.553,.604,126,148,.851,27,128,155,323,71,10,123,109,842,0,,smithke01
108,Terry Dehere,23,LAC,PG,80,28,1774,279,685,.407,48,163,.294,231,522,.443,.442,229,292,.784,35,117,152,225,45,7,157,200,835,0,,deherte01
109,Popeye Jones,24,DAL,PF,80,80,2385,372,839,.443,1,12,.083,371,827,.449,.444,80,124,.645,329,515,844,163,35,27,124,267,825,0,,jonespo01
110,Danny Manning,28,PHO,PF,46,19,1510,340,622,.547,6,21,.286,334,601,.556,.551,136,202,.673,97,179,276,154,41,57,121,176,822,0,,mannida01
111,Hubert Davis,24,NYK,SG,82,4,1697,296,617,.480,131,288,.455,165,329,.502,.586,97,120,.808,30,80,110,150,35,11,87,146,820,0,,davishu01
112,Marty Conlon,27,MIL,C,82,3,2064,344,647,.532,8,29,.276,336,618,.544,.538,119,194,.613,160,266,426,110,42,18,123,218,815,0,,conloma01
113,Wesley Person,23,PHO,SG,78,56,1800,309,638,.484,116,266,.436,193,372,.519,.575,80,101,.792,67,134,201,105,48,24,79,149,814,0,,persowe01
114,Willie Burton,26,PHI,SF,53,31,1564,243,606,.401,106,275,.385,137,331,.414,.488,220,267,.824,49,115,164,96,32,19,122,167,812,0,,burtowi01
115,Scott Skiles,30,WSB,PG,62,62,2077,265,583,.455,96,228,.421,169,355,.476,.537,179,202,.886,26,133,159,452,70,6,172,135,805,0,,skilesc01
116,Byron Scott,33,IND,PG,80,1,1528,265,583,.455,79,203,.389,186,380,.489,.522,193,227,.850,18,133,151,108,61,13,119,123,802,0,6MOY-6,scottby01
117,Dennis Scott,26,ORL,SF,62,10,1499,283,645,.439,150,352,.426,133,293,.454,.555,86,114,.754,25,121,146,131,45,14,57,119,802,0,6MOY-5,scottde01
118,Chris Gatling,27,GSW,PF,58,22,1470,324,512,.633,0,1,.000,324,511,.634,.633,148,250,.592,144,299,443,51,39,52,117,184,796,0,6MOY-8,gatlich01
119,Elliot Perry,25,PHO,PG,82,51,1977,306,588,.520,25,60,.417,281,528,.532,.542,158,195,.810,51,100,151,394,156,4,163,142,795,0,,perryel01
120,Andrew Lang,28,ATL,C,82,63,2340,320,677,.473,2,3,.667,318,674,.472,.474,152,188,.809,154,302,456,72,45,144,108,271,794,0,,langan01
121,Dale Davis,25,IND,PF,74,70,2346,324,576,.563,0,1,.000,324,575,.563,.563,138,259,.533,259,437,696,58,72,116,124,222,786,0,,davisda01
122,Sam Cassell,25,HOU,PG,82,1,1882,253,593,.427,63,191,.330,190,402,.473,.480,214,254,.843,38,173,211,405,94,14,167,209,783,0,,cassesa01
123,Eric Montross,23,BOS,C,78,75,2315,307,575,.534,0,1,.000,307,574,.535,.534,167,263,.635,196,370,566,36,29,61,112,299,781,0,,montrer01
124,Shawn Bradley,22,PHI,C,82,59,2365,315,693,.455,0,3,.000,315,690,.457,.455,148,232,.638,243,416,659,53,54,274,142,338,778,0,,bradlsh01
125,Malik Sealy,24,LAC,SG,60,41,1604,291,669,.435,22,73,.301,269,596,.451,.451,174,223,.780,77,137,214,107,72,25,83,173,778,0,,sealyma01
126,Anthony Mason,28,NYK,PF,77,11,2496,287,507,.566,0,1,.000,287,506,.567,.566,191,298,.641,182,468,650,240,69,21,123,253,765,0,6MOY-1,masonan01
127,Mark Price,30,CLE,PG,48,34,1375,253,612,.413,103,253,.407,150,359,.418,.498,148,162,.914,25,87,112,335,35,4,142,50,757,0,,pricema01
128,Buck Williams,34,POR,PF,82,82,2422,309,604,.512,1,2,.500,308,602,.512,.512,138,205,.673,251,418,669,78,67,69,119,254,757,0,,willibu01
129,Anthony Peeler,25,LAL,SG,73,24,1559,285,659,.432,84,216,.389,201,443,.454,.496,102,128,.797,62,106,168,122,52,13,82,143,756,0,,peelean01
130,Lucious Harris,24,DAL,SG,79,31,1695,280,610,.459,55,142,.387,225,468,.481,.504,136,170,.800,85,135,220,132,58,14,77,105,751,0,,harrilu01
131,Scott Burrell,24,CHH,SF,65,62,2014,277,593,.467,96,235,.409,181,358,.506,.548,100,144,.694,96,272,368,161,75,40,85,187,750,0,,burresc01
132,Antoine Carr,33,UTA,C,78,4,1677,290,546,.531,1,4,.250,289,542,.533,.532,165,201,.821,81,184,265,67,24,68,87,253,746,0,6MOY-7,carran01
133,Tony Massenburg,27,LAC,C,80,50,2127,282,601,.469,0,3,.000,282,598,.472,.469,177,235,.753,160,295,455,67,48,58,118,253,741,0,,masseto01
134,David Benoit,26,UTA,SF,71,67,1841,285,587,.486,38,115,.330,247,472,.523,.518,132,157,.841,96,272,368,58,45,47,75,183,740,0,,benoida01
135,Rex Chapman,27,WSB,SG,45,29,1468,254,639,.397,86,274,.314,168,365,.460,.465,137,159,.862,23,90,113,128,67,15,62,85,731,0,,chapmre01
136,Kevin Johnson,28,PHO,PG,47,35,1352,246,523,.470,4,26,.154,242,497,.487,.474,234,289,.810,32,83,115,360,47,18,105,88,730,0,,johnske02
137,Gheorghe Mureșan,23,WSB,C,73,58,1720,303,541,.560,0,0,,303,541,.560,.560,124,175,.709,179,309,488,38,48,127,115,259,730,0,,muresgh01
138,Mario Elie,31,HOU,SF,81,13,1896,243,487,.499,80,201,.398,163,286,.570,.581,144,171,.842,50,146,196,189,65,12,104,158,710,0,,eliema01
139,Vincent Askew,28,SEA,SG,71,1,1721,248,504,.492,31,94,.330,217,410,.529,.523,176,238,.739,65,116,181,176,49,13,85,191,703,0,,askewvi01
140,Roy Tarpley,30,DAL,C,55,1,1354,292,610,.479,5,18,.278,287,592,.485,.483,102,122,.836,142,307,449,58,45,55,109,155,691,0,,tarplro01
141,Harvey Grant,29,POR,PF,75,14,1771,286,621,.461,8,26,.308,278,595,.467,.467,103,146,.705,103,181,284,82,56,53,62,163,683,0,,grantha01
142,Bimbo Coles,26,MIA,PG,68,65,2207,261,607,.430,16,76,.211,245,531,.461,.443,141,174,.810,46,145,191,416,99,13,156,185,679,0,,colesbi01
143,Benoit Benjamin,30,NJN,C,61,57,1598,271,531,.510,0,0,,271,531,.510,.510,133,175,.760,94,346,440,38,23,64,125,151,675,0,,benjabe01
144,Steve Kerr,29,CHI,PG,82,0,1839,261,495,.527,89,170,.524,172,325,.529,.617,63,81,.778,20,99,119,151,44,3,48,114,674,0,,kerrst01
