Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
48,Anfernee Hardaway,25,ORL,PG,59,59,2221,421,941,.447,85,267,.318,336,674,.499,.493,283,345,.820,82,181,263,332,93,35,145,123,1210,0,ASNBA3,hardaan01
49,Nick Van Exel,25,LAL,PG,79,79,2937,432,1075,.402,177,468,.378,255,607,.420,.484,165,200,.825,44,182,226,672,75,10,212,110,1206,0,,vanexni01
50,LaPhonso Ellis,26,DEN,PF,55,49,2002,445,1014,.439,95,259,.367,350,755,.464,.486,218,282,.773,107,279,386,131,44,41,117,181,1203,0,,ellisla01
51,Walt Williams,26,TOR,SF,73,73,2647,419,982,.427,175,437,.400,244,545,.448,.516,186,243,.765,103,264,367,197,97,62,174,282,1199,0,,williwa02
52,Allan Houston,25,NYK,SG,81,81,2681,437,1032,.423,148,384,.385,289,648,.446,.495,175,218,.803,43,197,240,179,41,18,167,233,1197,0,,houstal01
53,Jeff Hornacek,33,UTA,SG,82,82,2592,413,856,.482,72,195,.369,341,661,.516,.525,293,326,.899,60,181,241,361,124,26,134,188,1191,0,,hornaje01
54,Anthony Mason,30,CHH,PF,73,73,3143,433,825,.525,1,3,.333,432,822,.526,.525,319,428,.745,186,643,829,414,76,33,165,202,1186,4,MVP-9NBA3DEF2,masonan01
55,John Stockton,34,UTA,PG,82,82,2896,416,759,.548,76,180,.422,340,579,.587,.598,275,325,.846,45,183,228,860,166,15,248,194,1183,0,MVP-15ASNBA3DEF2,stockjo01
56,Todd Day,27,BOS,SG,81,27,2277,398,999,.398,126,348,.362,272,651,.418,.461,256,331,.773,109,221,330,117,108,48,127,208,1178,0,,dayto01
57,Doug Christie,26,TOR,SG,81,81,3127,396,949,.417,147,383,.384,249,566,.440,.495,237,306,.775,85,347,432,315,201,45,200,245,1176,0,,chrisdo01
58,Rick Fox,27,BOS,SF,76,75,2650,433,950,.456,101,278,.363,332,672,.494,.509,207,263,.787,114,280,394,286,167,40,178,279,1174,0,DPOY-6,foxri01
59,Lindsey Hunter,26,DET,PG,82,76,3023,421,1042,.404,166,468,.355,255,574,.444,.484,158,203,.778,59,174,233,154,129,24,96,206,1166,0,,hunteli01
60,Joe Dumars,33,DET,SG,79,79,2923,385,875,.440,166,384,.432,219,491,.446,.535,222,256,.867,38,153,191,318,57,1,128,97,1158,0,DPOY-6AS,dumarjo01
61,Elden Campbell,28,LAL,PF,77,77,2516,442,942,.469,1,4,.250,441,938,.470,.470,263,370,.711,207,408,615,126,46,117,130,276,1148,0,,campbel01
62,Dominique Wilkins,37,SAS,SF,63,26,1945,397,953,.417,70,239,.293,327,714,.458,.453,281,350,.803,169,233,402,119,39,31,135,100,1145,0,6MOY-7,wilkido01
63,Chris Mullin,33,GSW,SF,79,63,2733,438,792,.553,83,202,.411,355,590,.602,.605,184,213,.864,75,242,317,322,130,33,192,155,1143,2,,mullich01
64,Hersey Hawkins,30,SEA,SG,82,82,2755,369,795,.464,143,355,.403,226,440,.514,.554,258,295,.875,92,228,320,250,159,12,130,146,1139,0,,hawkihe01
65,Clyde Drexler,34,HOU,SG,62,62,2271,397,899,.442,119,335,.355,278,564,.493,.508,201,268,.750,118,255,373,354,119,36,156,151,1114,3,AS,drexlcl01
66,Ray Allen,21,MIL,SG,82,81,2532,390,908,.430,117,298,.393,273,610,.448,.494,205,249,.823,97,229,326,210,75,10,149,218,1102,0,,allenra02
67,Wesley Person,25,PHO,SG,80,42,2326,409,903,.453,171,414,.413,238,489,.487,.548,91,114,.798,68,224,292,123,86,20,76,102,1080,0,,persowe01
68,Malik Sealy,26,LAC,SG,80,79,2456,373,942,.396,79,222,.356,294,720,.408,.438,254,290,.876,59,179,238,165,124,45,154,185,1079,0,,sealyma01
69,Eric Williams,24,BOS,SG,72,67,2435,374,820,.456,2,8,.250,372,812,.458,.457,328,436,.752,126,203,329,129,72,13,139,213,1078,0,,willier01
70,Chris Mills,27,CLE,SF,80,79,3167,405,894,.453,86,220,.391,319,674,.473,.501,176,209,.842,118,379,497,198,86,41,120,222,1072,0,,millsch01
71,Rodney Rogers,25,LAC,SF,81,62,2480,408,884,.462,65,180,.361,343,704,.487,.498,191,288,.663,137,274,411,222,88,61,221,272,1072,0,,rogerro01
72,Dikembe Mutombo,30,ATL,C,80,80,2973,380,721,.527,0,0,,380,721,.527,.527,306,434,.705,268,661,929,110,49,264,186,249,1066,0,MVP-13DPOY-1ASDEF1,mutomdi01
73,John Starks,31,NYK,SG,77,1,2042,369,856,.431,150,407,.369,219,449,.488,.519,173,225,.769,36,169,205,217,90,11,158,196,1061,0,6MOY-1,starkjo01
74,Stephon Marbury,19,MIN,PG,67,64,2324,355,871,.408,102,288,.354,253,583,.434,.466,245,337,.727,54,130,184,522,67,19,210,159,1057,0,ROY-2,marbust01
75,Anthony Peeler,27,VAN,SG,72,57,2291,402,1011,.398,128,343,.373,274,668,.410,.461,109,133,.820,54,193,247,256,105,17,157,168,1041,0,,peelean01
76,Danny Manning,30,PHO,PF,77,17,2134,426,795,.536,7,36,.194,419,759,.552,.540,181,251,.721,137,332,469,173,81,74,161,268,1040,0,6MOY-7,mannida01
77,Otis Thorpe,34,DET,C,79,79,2661,419,787,.532,0,2,.000,419,785,.534,.532,198,303,.653,226,396,622,133,59,17,145,298,1036,0,,thorpot01
78,Derrick Coleman,29,PHI,PF,57,54,2102,364,836,.435,32,119,.269,332,717,.463,.455,272,365,.745,157,416,573,193,50,75,184,164,1032,0,,colemde01
79,Mahmoud Abdul-Rauf,27,SAC,PG,75,51,2131,411,924,.445,94,246,.382,317,678,.468,.496,115,136,.846,16,106,122,189,56,6,119,174,1031,0,,abdulma02
80,Olden Polynice,32,SAC,C,82,82,2893,442,967,.457,0,6,.000,442,961,.460,.457,141,251,.562,272,500,772,178,46,80,166,298,1025,0,,polynol01
81,Vlade Divac,28,CHH,C,81,80,2840,418,847,.494,11,47,.234,407,800,.509,.500,177,259,.683,241,484,725,301,103,180,193,277,1024,0,,divacvl01
82,Detlef Schrempf,34,SEA,SF,61,60,2192,356,724,.492,57,161,.354,299,563,.531,.531,253,316,.801,87,307,394,266,63,16,150,151,1022,0,AS,schrede01
83,Charles Barkley,33,HOU,PF,53,53,2009,335,692,.484,58,205,.283,277,487,.569,.526,288,415,.694,212,504,716,248,69,25,151,153,1016,1,MVP-16AS,barklch01
84,Dell Curry,32,CHH,SG,68,20,2078,384,836,.459,126,296,.426,258,540,.478,.535,114,142,.803,40,171,211,118,60,14,93,147,1008,0,6MOY-5,curryde01
85,Clarence Weatherspoon,26,PHI,SF,82,82,2949,398,811,.491,1,6,.167,397,805,.493,.491,206,279,.738,219,460,679,140,74,86,137,187,1003,0,,weathcl01
86,Larry Johnson,27,NYK,SF,76,76,2613,376,735,.512,34,105,.324,342,630,.543,.535,190,274,.693,165,228,393,174,64,36,136,249,976,0,,johnsla02
87,Sam Cassell,27,3TM,PG,61,44,1714,337,783,.430,81,231,.351,256,552,.464,.482,212,251,.845,47,135,182,305,77,19,168,200,967,0,,cassesa01
87,Sam Cassell,27,PHO,PG,22,9,539,100,241,.415,19,62,.306,81,179,.453,.454,106,124,.855,12,38,50,99,23,6,60,66,325,0,,cassesa01
87,Sam Cassell,27,DAL,PG,16,13,398,70,165,.424,15,49,.306,55,116,.474,.470,42,50,.840,14,36,50,57,17,6,41,48,197,0,,cassesa01
87,Sam Cassell,27,NJN,PG,23,22,777,167,377,.443,47,120,.392,120,257,.467,.505,64,77,.831,21,61,82,149,37,7,67,86,445,0,,cassesa01
88,Shawn Bradley,24,2TM,C,73,70,2288,406,905,.449,0,8,.000,406,897,.453,.449,149,228,.654,221,390,611,52,40,248,134,237,961,2,,bradlsh01
88,Shawn Bradley,24,NJN,C,40,38,1228,199,456,.436,0,5,.000,199,451,.441,.436,81,122,.664,118,207,325,20,23,160,64,122,479,2,,bradlsh01
88,Shawn Bradley,24,DAL,C,33,32,1060,207,449,.461,0,3,.000,207,446,.464,.461,68,106,.642,103,183,286,32,17,88,70,115,482,0,,bradlsh01
89,Tyrone Hill,28,CLE,C,74,70,2582,357,595,.600,0,1,.000,357,594,.601,.600,241,381,.633,259,477,736,92,63,30,147,268,955,0,,hillty01
90,Rasheed Wallace,22,POR,PF,62,56,1892,380,681,.558,9,33,.273,371,648,.573,.565,169,265,.638,122,297,419,74,48,59,114,198,938,0,,wallara01
91,Marcus Camby,22,TOR,C,63,38,1897,375,778,.482,2,14,.143,373,764,.488,.483,183,264,.693,131,263,394,97,66,130,134,214,935,0,,cambyma01
92,Vernon Maxwell,31,SAS,SG,72,31,2068,340,906,.375,115,372,.309,225,534,.421,.439,134,180,.744,27,132,159,153,87,19,121,168,929,0,,maxweve01
93,Arvydas Sabonis,32,POR,C,69,68,1762,328,658,.498,49,132,.371,279,526,.530,.536,223,287,.777,114,433,547,146,63,84,151,203,928,0,,sabonar01
94,Corliss Williamson,23,SAC,SF,79,31,1992,371,745,.498,0,3,.000,371,742,.500,.498,173,251,.689,139,187,326,124,60,49,157,263,915,0,,willico02
95,Mario Elie,33,HOU,SF,78,77,2687,291,585,.497,120,286,.420,171,299,.572,.600,207,231,.896,60,175,235,310,92,12,135,200,909,0,DPOY-6,eliema01
96,Rex Chapman,29,PHO,SG,65,33,1833,332,749,.443,110,314,.350,222,435,.510,.517,124,149,.832,25,156,181,182,52,7,96,108,898,0,,chapmre01
97,Voshon Lenard,23,MIA,SG,73,47,2111,314,684,.459,183,442,.414,131,242,.541,.593,86,105,.819,38,179,217,161,50,18,109,168,897,0,,lenarvo01
98,Darrick Martin,25,LAC,PG,82,64,1820,292,718,.407,91,234,.389,201,484,.415,.470,218,250,.872,26,87,113,339,57,2,127,165,893,0,,martida01
99,Chris Gatling,29,2TM,PF,47,1,1283,327,623,.525,1,6,.167,326,617,.528,.526,236,329,.717,134,236,370,28,39,31,120,138,891,0,6MOY-3AS,gatlich01
99,Chris Gatling,29,DAL,PF,44,1,1191,309,580,.533,1,6,.167,308,574,.537,.534,221,313,.706,126,222,348,25,35,31,114,125,840,0,,gatlich01
99,Chris Gatling,29,NJN,PF,3,0,92,18,43,.419,0,0,,18,43,.419,.419,15,16,.938,8,14,22,3,4,0,6,13,51,0,,gatlich01
100,Sam Perkins,35,SEA,C,81,4,1976,290,661,.439,122,309,.395,168,352,.477,.531,187,229,.817,74,226,300,103,69,49,77,134,889,0,6MOY-5,perkisa01
101,Rik Smits,30,IND,C,52,52,1518,356,733,.486,2,8,.250,354,725,.488,.487,173,217,.797,105,256,361,67,22,59,126,175,887,0,,smitsri01
102,Vinny Del Negro,30,SAS,SG,72,53,2243,365,781,.467,44,140,.314,321,641,.501,.496,112,129,.868,39,171,210,231,59,7,92,131,886,0,,delnevi01
103,Gary Trent,22,POR,PF,82,28,1918,361,674,.536,0,11,.000,361,663,.544,.536,160,229,.699,156,272,428,87,48,35,129,186,882,0,,trentga01
104,Bryon Russell,26,UTA,SF,81,81,2525,297,620,.479,108,264,.409,189,356,.531,.566,171,244,.701,79,252,331,123,129,27,94,237,873,0,,russebr01
105,Danny Ferry,30,CLE,PF,82,48,2633,341,794,.429,114,284,.401,227,510,.445,.501,74,87,.851,82,255,337,151,56,32,94,245,870,0,,ferryda01
106,Bobby Phills,27,CLE,SG,69,65,2375,328,766,.428,85,216,.394,243,550,.442,.484,125,174,.718,63,182,245,233,113,21,135,174,866,0,,phillbo01
107,Charles Oakley,33,NYK,PF,80,80,2873,339,694,.488,5,19,.263,334,675,.495,.492,181,224,.808,246,535,781,221,111,21,171,305,864,0,,oaklech01
108,Antonio Davis,28,IND,PF,82,28,2335,308,641,.480,1,14,.071,307,627,.490,.481,241,362,.666,190,408,598,65,42,84,141,260,858,0,,davisan01
109,Terry Mills,29,DET,PF,79,5,1997,312,702,.444,175,415,.422,137,287,.477,.569,58,70,.829,68,309,377,99,35,27,85,161,857,0,6MOY-4,millste01
110,Gerald Wilkins,33,ORL,SG,80,26,2202,323,759,.426,66,203,.325,257,556,.462,.469,136,190,.716,59,114,173,173,54,12,123,144,848,0,,wilkige01
111,Horace Grant,31,ORL,PF,67,67,2496,358,695,.515,1,6,.167,357,689,.518,.516,128,179,.715,206,394,600,163,101,65,99,157,845,0,DPOY-6,grantho01
112,Kevin Willis,34,HOU,PF,75,32,1964,350,728,.481,2,14,.143,348,714,.487,.482,140,202,.693,146,415,561,71,42,32,119,216,842,0,,willike02
113,Calbert Cheaney,25,WSB,SG,79,79,2411,369,730,.505,4,30,.133,365,700,.521,.508,95,137,.693,70,198,268,114,77,18,94,226,837,0,,cheanca01
114,Dale Davis,27,IND,PF,80,76,2589,370,688,.538,0,0,,370,688,.538,.538,92,215,.428,301,471,772,59,60,77,108,233,832,0,,davisda01
115,Dennis Scott,28,ORL,SF,66,62,2166,298,749,.398,147,373,.394,151,376,.402,.496,80,101,.792,40,163,203,139,74,19,81,138,823,0,,scottde01
116,Jamal Mashburn,24,2TM,SF,69,51,2164,286,743,.385,90,277,.325,196,466,.421,.445,160,228,.702,69,225,294,204,78,12,114,186,822,0,,mashbja01
116,Jamal Mashburn,24,DAL,SF,37,21,975,140,376,.372,42,131,.321,98,245,.400,.428,72,111,.649,28,87,115,93,35,5,57,69,394,0,,mashbja01
116,Jamal Mashburn,24,MIA,SF,32,30,1189,146,367,.398,48,146,.329,98,221,.443,.463,88,117,.752,41,138,179,111,43,7,57,117,428,0,,mashbja01
117,Tracy Murray,25,WSB,SF,82,1,1814,288,678,.425,106,300,.353,182,378,.481,.503,135,161,.839,84,169,253,78,69,19,86,150,817,0,,murratr01
118,Mark Jackson,31,2TM,PG,82,82,3054,289,679,.426,66,178,.371,223,501,.445,.474,168,213,.789,91,304,395,935,97,12,274,161,812,4,,jacksma01
118,Mark Jackson,31,DEN,PG,52,52,2001,192,452,.425,48,121,.397,144,331,.435,.478,109,136,.801,71,200,271,641,51,9,172,104,541,2,,jacksma01
118,Mark Jackson,31,IND,PG,30,30,1053,97,227,.427,18,57,.316,79,170,.465,.467,59,77,.766,20,104,124,294,46,3,102,57,271,2,,jacksma01
119,Avery Johnson,31,SAS,PG,76,76,2472,327,685,.477,6,26,.231,321,659,.487,.482,140,203,.690,32,115,147,513,96,15,146,158,800,0,,johnsav01
120,Mark Price,32,GSW,PG,70,49,1876,263,589,.447,112,283,.396,151,306,.493,.542,155,171,.906,36,143,179,342,67,3,161,100,793,0,,pricema01
121,Isaac Austin,27,MIA,C,82,17,1881,321,639,.502,0,3,.000,321,636,.505,.502,150,226,.664,136,342,478,101,45,43,161,244,792,0,MIP-16MOY-7,austiis01
122,Gheorghe Mureșan,25,WSB,C,73,69,1849,327,541,.604,0,0,,327,541,.604,.604,123,199,.618,141,340,481,29,43,96,117,230,777,0,,muresgh01
123,Bryant Stith,26,DEN,SG,52,52,1788,251,603,.416,70,182,.385,181,421,.430,.474,202,234,.863,74,143,217,133,60,20,101,119,774,0,,stithbr01
124,Robert Pack,27,2TM,PG,54,42,1782,272,693,.392,31,112,.277,241,581,.415,.415,196,243,.807,28,118,146,452,94,6,217,139,771,0,,packro01
124,Robert Pack,27,NJN,PG,34,31,1185,193,474,.407,22,74,.297,171,400,.428,.430,134,170,.788,15,71,86,325,59,3,150,83,542,0,,packro01
124,Robert Pack,27,DAL,PG,20,11,597,79,219,.361,9,38,.237,70,181,.387,.381,62,73,.849,13,47,60,127,35,3,67,56,229,0,,packro01
125,Matt Maloney,25,HOU,PG,82,82,2386,271,615,.441,154,381,.404,117,234,.500,.566,71,93,.763,19,141,160,303,82,1,122,125,767,0,,malonma01
126,Sam Mitchell,33,MIN,SF,82,5,2044,269,603,.446,4,25,.160,265,578,.458,.449,224,295,.759,112,214,326,79,51,20,93,232,766,0,,mitchsa01
127,Sherman Douglas,30,MIL,PG,79,79,2316,306,610,.502,38,114,.333,268,496,.540,.533,114,171,.667,57,136,193,427,78,10,153,191,764,0,,douglsh01
128,P.J. Brown,27,MIA,PF,80,71,2592,300,656,.457,0,2,.000,300,654,.459,.457,161,220,.732,239,431,670,92,85,98,113,283,761,0,DEF2,brownpj01
129,Nick Anderson,29,ORL,SG,63,61,2163,288,725,.397,143,405,.353,145,320,.453,.496,38,94,.404,66,238,304,182,120,32,86,160,757,0,,anderni01
130,Bob Sura,23,CLE,SG,82,23,2269,253,587,.431,53,164,.323,200,423,.473,.476,196,319,.614,76,232,308,390,90,33,181,218,755,0,,surabo01
131,Travis Best,24,IND,PG,76,46,2064,274,620,.442,57,155,.368,217,465,.467,.488,149,197,.756,36,130,166,318,98,5,153,221,754,0,,besttr01
132,Toni Kukoč,28,CHI,SF,57,15,1610,285,605,.471,50,151,.331,235,454,.518,.512,134,174,.770,94,167,261,256,60,29,91,97,754,0,6MOY-2,kukocto01
133,Derek Harper,35,DAL,PG,75,29,2210,299,674,.444,60,176,.341,239,498,.480,.488,95,128,.742,30,107,137,321,92,12,132,144,753,0,,harpede01
134,Cedric Ceballos,27,2TM,SF,50,40,1426,282,617,.457,26,102,.255,256,515,.497,.478,139,186,.747,102,228,330,64,33,23,85,113,729,0,,cebalce01
134,Cedric Ceballos,27,LAL,SF,8,8,279,34,83,.410,5,21,.238,29,62,.468,.440,13,15,.867,11,42,53,15,5,6,17,19,86,0,,cebalce01
134,Cedric Ceballos,27,PHO,SF,42,32,1147,248,534,.464,21,81,.259,227,453,.501,.484,126,171,.737,91,186,277,49,28,17,68,94,643,0,,cebalce01
135,Billy Owens,27,SAC,SF,66,56,1995,299,640,.467,25,72,.347,274,568,.482,.487,101,145,.697,134,258,392,187,62,25,133,187,724,0,,owensbi01
136,Johnny Newman,33,MIL,SF,82,4,2060,246,547,.450,34,98,.347,212,449,.472,.481,189,247,.765,66,120,186,116,73,17,115,257,715,0,,newmajo01
137,Sasha Danilović,26,2TM,SG,56,42,1789,248,570,.435,85,236,.360,163,334,.488,.510,121,151,.801,29,107,136,102,54,9,116,160,702,0,,danilsa01
137,Sasha Danilović,26,MIA,SG,43,33,1351,175,396,.442,63,176,.358,112,220,.509,.521,73,94,.777,21,81,102,77,39,8,94,123,486,0,,danilsa01
