Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
137,Sasha Danilović,26,DAL,SG,13,9,438,73,174,.420,22,60,.367,51,114,.447,.483,48,57,.842,8,26,34,25,15,1,22,37,216,0,,danilsa01
138,Derek Strong,28,ORL,PF,82,21,2004,262,586,.447,0,13,.000,262,573,.457,.447,175,218,.803,174,345,519,73,47,20,102,196,699,0,,stronde01
139,Armen Gilliam,32,MIL,PF,80,25,2050,246,522,.471,0,0,,246,522,.471,.471,199,259,.768,136,361,497,53,61,40,105,206,691,0,,gilliar01
140,Tyrone Corbin,34,ATL,SF,70,65,2305,253,600,.422,74,208,.356,179,392,.457,.483,86,108,.796,76,218,294,124,90,7,85,176,666,0,,corbity01
141,Steve Kerr,31,CHI,PG,82,0,1861,249,467,.533,110,237,.464,139,230,.604,.651,54,67,.806,29,101,130,175,67,3,43,98,662,0,,kerrst01
142,Ricky Pierce,37,2TM,SG,60,27,1250,239,497,.481,42,95,.442,197,402,.490,.523,139,155,.897,36,85,121,80,28,9,68,97,659,0,,piercri01
142,Ricky Pierce,37,DEN,SG,33,10,600,120,260,.462,12,39,.308,108,221,.489,.485,83,92,.902,17,36,53,31,14,5,38,49,335,0,,piercri01
142,Ricky Pierce,37,CHH,SG,27,17,650,119,237,.502,30,56,.536,89,181,.492,.565,56,63,.889,19,49,68,49,14,4,30,48,324,0,,piercri01
143,George McCloud,29,2TM,SF,64,28,1493,238,578,.412,99,254,.390,139,324,.429,.497,83,101,.822,36,143,179,109,61,8,61,126,658,0,,mccloge01
143,George McCloud,29,DAL,SF,41,26,1207,204,482,.423,78,205,.380,126,277,.455,.504,77,92,.837,29,114,143,92,52,8,52,106,563,0,,mccloge01
143,George McCloud,29,LAL,SF,23,2,286,34,96,.354,21,49,.429,13,47,.277,.464,6,9,.667,7,29,36,17,9,0,9,20,95,0,,mccloge01
144,Mark Davis,23,PHI,SF,75,17,1705,251,535,.469,24,93,.258,227,442,.514,.492,113,168,.673,138,185,323,135,85,31,118,230,639,0,6MOY-7,davisma02
145,Bo Outlaw,25,LAC,PF,82,25,2195,254,417,.609,0,8,.000,254,409,.621,.609,117,232,.504,174,280,454,157,94,142,107,227,625,0,6MOY-7,outlabo01
146,Greg Anthony,29,VAN,PG,65,44,1863,199,507,.393,88,238,.370,111,269,.413,.479,130,178,.730,25,159,184,407,129,4,129,122,616,0,,anthogr01
147,Popeye Jones,26,TOR,PF,79,61,2421,258,537,.480,1,13,.077,257,524,.490,.481,99,121,.818,270,410,680,84,58,39,116,269,616,0,,jonespo01
148,Chris Childs,29,NYK,PG,65,61,2076,211,510,.414,70,181,.387,141,329,.429,.482,113,149,.758,22,169,191,398,78,11,180,213,605,1,,childch01
149,Antoine Carr,35,UTA,PF,82,0,1460,252,522,.483,0,3,.000,252,519,.486,.483,99,127,.780,60,135,195,74,24,63,75,214,603,0,,carran01
150,Jason Kidd,23,2TM,PG,55,45,1964,213,529,.403,61,165,.370,152,364,.418,.460,112,165,.679,64,185,249,496,124,20,142,114,599,2,,kiddja01
150,Jason Kidd,23,DAL,PG,22,22,791,75,203,.369,21,65,.323,54,138,.391,.421,46,69,.667,30,60,90,200,45,8,66,42,217,0,,kiddja01
150,Jason Kidd,23,PHO,PG,33,23,1173,138,326,.423,40,100,.400,98,226,.434,.485,66,96,.688,34,125,159,296,79,12,76,72,382,2,,kiddja01
151,Carl Herrera,30,SAS,PF,75,58,1837,257,593,.433,2,6,.333,255,587,.434,.435,81,118,.686,118,222,340,50,62,53,95,217,597,0,,herreca01
152,A.C. Green,33,2TM,PF,83,73,2492,234,484,.483,1,20,.050,233,464,.502,.485,128,197,.650,222,434,656,69,70,16,74,145,597,0,,greenac01
152,A.C. Green,33,PHO,PF,27,19,548,61,128,.477,0,3,.000,61,125,.488,.477,31,48,.646,33,105,138,17,18,1,20,34,153,0,,greenac01
152,A.C. Green,33,DAL,PF,56,54,1944,173,356,.486,1,17,.059,172,339,.507,.487,97,149,.651,189,329,518,52,52,15,54,111,444,0,,greenac01
153,Monty Williams,25,SAS,SF,65,26,1345,234,460,.509,0,1,.000,234,459,.510,.509,120,186,.645,98,108,206,91,55,52,116,161,588,0,,willimo01
154,Sean Elliott,28,SAS,SF,39,39,1393,196,464,.422,42,126,.333,154,338,.456,.468,148,196,.755,48,142,190,124,24,24,89,105,582,0,,elliose01
155,Ervin Johnson,29,DEN,C,82,82,2599,243,467,.520,0,2,.000,243,465,.523,.520,96,156,.615,231,682,913,71,65,227,118,288,582,0,,johnser02
156,Cory Alexander,23,SAS,PG,80,6,1454,194,490,.396,94,252,.373,100,238,.420,.492,95,129,.736,29,94,123,254,82,16,146,148,577,0,,alexaco01
157,Marty Conlon,29,BOS,C,74,15,1614,214,454,.471,2,10,.200,212,444,.477,.474,144,171,.842,128,195,323,104,46,18,109,154,574,0,,conloma01
158,James Robinson,26,MIN,PG,69,5,1309,196,482,.407,102,267,.382,94,215,.437,.512,78,114,.684,24,88,112,126,30,8,69,125,572,0,,robinja02
159,Tony Massenburg,29,NJN,PF,79,49,1954,219,452,.485,0,1,.000,219,451,.486,.485,130,206,.631,222,295,517,23,38,50,91,217,568,0,,masseto01
160,Terry Porter,33,MIN,PG,82,20,1568,187,449,.416,67,200,.335,120,249,.482,.491,127,166,.765,31,145,176,295,54,11,128,104,568,0,,portete01
161,Will Perdue,31,SAS,C,65,34,1918,233,410,.568,0,0,,233,410,.568,.568,99,171,.579,251,387,638,38,32,102,87,184,565,0,,perduwi01
162,Elliot Perry,27,MIL,PG,82,3,1595,217,458,.474,49,137,.358,168,321,.523,.527,79,106,.745,24,100,124,247,98,3,111,117,562,0,,perryel01
163,Lorenzen Wright,21,LAC,C,77,51,1936,236,491,.481,1,4,.250,235,487,.483,.482,88,150,.587,206,265,471,49,48,60,79,211,561,0,,wrighlo02
164,Greg Ostertag,23,UTA,C,77,70,1818,210,408,.515,0,4,.000,210,404,.520,.515,139,205,.678,180,385,565,27,24,152,74,233,559,0,,ostergr01
165,Brian Shaw,30,ORL,PG,77,31,1867,189,516,.366,63,194,.325,126,322,.391,.427,111,140,.793,47,147,194,319,67,26,170,197,552,0,,shawbr01
166,Carlos Rogers,25,TOR,PF,56,3,1397,212,404,.525,25,66,.379,187,338,.553,.556,102,170,.600,120,184,304,37,42,69,53,140,551,0,,rogerca01
167,Jayson Williams,28,NJN,PF,41,40,1432,221,540,.409,0,4,.000,221,536,.412,.409,108,183,.590,242,311,553,51,24,36,82,158,550,0,,willija01
168,Jason Caffey,23,CHI,PF,75,19,1405,205,385,.532,0,1,.000,205,384,.534,.532,139,211,.659,135,166,301,89,25,9,97,149,549,0,,caffeja01
169,Lamond Murray,23,LAC,SF,74,1,1295,181,435,.416,31,91,.341,150,344,.436,.452,156,211,.739,85,148,233,57,53,29,86,113,549,0,,murrala01
170,Roy Rogers,23,VAN,PF,82,50,1848,244,483,.505,1,1,1.000,243,482,.504,.506,54,94,.574,139,247,386,46,21,163,86,214,543,0,,rogerro02
171,Dean Garrett,30,MIN,C,68,47,1665,223,389,.573,0,0,,223,389,.573,.573,96,138,.696,149,346,495,38,40,95,34,158,542,0,,garrede01
172,Hot Rod Williams,34,PHO,C,68,66,2137,204,416,.490,0,2,.000,204,414,.493,.490,133,198,.672,178,384,562,100,67,88,66,176,541,0,,williho01
173,Kobe Bryant,18,LAL,SF,71,6,1103,176,422,.417,51,136,.375,125,286,.437,.477,136,166,.819,47,85,132,91,49,23,112,102,539,0,,bryanko01
174,Luc Longley,28,CHI,C,59,59,1472,221,485,.456,0,2,.000,221,483,.458,.456,95,120,.792,121,211,332,141,23,66,111,191,537,0,,longllu01
175,Michael Smith,24,SAC,PF,81,52,2526,202,375,.539,0,0,,202,375,.539,.539,128,258,.496,257,512,769,191,82,60,130,251,532,0,,smithmi02
176,Doug West,29,MIN,SG,68,66,1920,226,484,.467,15,45,.333,211,439,.481,.482,64,94,.681,37,111,148,113,61,24,66,218,531,0,,westdo01
177,Byron Scott,35,LAL,SG,79,8,1440,163,379,.430,73,188,.388,90,191,.471,.526,127,151,.841,21,97,118,99,46,16,53,72,526,0,,scottby01
178,Muggsy Bogues,32,CHH,PG,65,65,1880,204,443,.460,60,144,.417,144,299,.482,.528,54,64,.844,25,116,141,469,82,2,108,114,522,0,,boguemu01
179,Khalid Reeves,24,2TM,PG,63,30,1432,184,470,.391,83,227,.366,101,243,.416,.480,65,87,.747,34,85,119,226,34,9,108,159,516,0,,reevekh01
179,Khalid Reeves,24,NJN,PG,50,18,1048,141,359,.393,76,192,.396,65,167,.389,.499,56,75,.747,22,66,88,170,23,7,82,119,414,0,,reevekh01
179,Khalid Reeves,24,DAL,PG,13,12,384,43,111,.387,7,35,.200,36,76,.474,.419,9,12,.750,12,19,31,56,11,2,26,40,102,0,,reevekh01
180,Tom Hammonds,29,DEN,PF,81,8,1758,191,398,.480,0,2,.000,191,396,.482,.480,124,172,.721,135,266,401,64,16,24,88,205,506,0,,hammoto01
181,Tyus Edney,23,SAC,PG,70,20,1376,150,391,.384,8,42,.190,142,349,.407,.394,177,215,.823,34,79,113,226,60,2,112,98,485,0,,edneyty01
182,Jalen Rose,24,IND,SF,66,6,1188,172,377,.456,21,72,.292,151,305,.495,.484,117,156,.750,27,94,121,155,57,18,107,136,482,0,,roseja01
183,Ron Harper,33,CHI,PG,76,74,1740,177,406,.436,68,188,.362,109,218,.500,.520,58,82,.707,46,147,193,191,86,38,50,138,480,0,,harpero01
184,Blue Edwards,31,VAN,SF,61,12,1439,182,458,.397,25,89,.281,157,369,.425,.425,89,109,.817,49,140,189,114,38,20,81,135,478,0,,edwarbl01
185,Jerome Kersey,34,LAL,SF,70,44,1766,194,449,.432,17,65,.262,177,384,.461,.451,71,118,.602,112,251,363,89,119,49,74,219,476,0,,kerseje01
186,Terry Dehere,25,LAC,PG,73,3,1053,148,383,.386,52,160,.325,96,223,.430,.454,122,148,.824,15,80,95,158,27,3,96,142,470,0,,deherte01
187,Vitaly Potapenko,21,CLE,C,80,3,1238,186,423,.440,1,2,.500,185,421,.439,.441,92,125,.736,105,112,217,40,26,34,109,216,465,0,,potapvi01
188,Buck Williams,36,NYK,PF,74,4,1496,175,326,.537,0,1,.000,175,325,.538,.537,115,179,.642,166,231,397,53,40,38,79,204,465,0,,willibu01
189,Lawrence Moten,24,VAN,SG,67,18,1214,171,441,.388,41,141,.291,130,300,.433,.434,64,99,.646,43,76,119,129,48,24,81,83,447,0,,motenla01
190,Brooks Thompson,26,2TM,PG,67,6,1055,162,406,.399,97,244,.398,65,162,.401,.518,24,38,.632,18,78,96,180,55,2,87,126,445,0,,thompbr01
190,Brooks Thompson,26,UTA,PG,2,0,8,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,1,0,0,1,1,0,0,,thompbr01
190,Brooks Thompson,26,DEN,PG,65,6,1047,162,405,.400,97,244,.398,65,161,.404,.520,24,38,.632,18,78,96,179,55,2,86,125,445,0,,thompbr01
191,Donyell Marshall,23,GSW,SF,61,20,1022,174,421,.413,35,111,.315,139,310,.448,.455,61,98,.622,92,184,276,54,25,46,55,96,444,0,,marshdo01
192,Brent Barry,25,LAC,SG,59,0,1094,155,379,.409,56,173,.324,99,206,.481,.483,76,93,.817,30,80,110,154,51,15,76,88,442,0,,barrybr01
193,Theo Ratliff,23,DET,C,76,38,1292,179,337,.531,0,0,,179,337,.531,.531,81,116,.698,109,147,256,13,29,111,56,181,439,0,,ratlith01
194,Matt Geiger,27,CHH,C,49,13,1044,171,350,.489,6,20,.300,165,330,.500,.497,89,127,.701,100,158,258,38,20,27,67,153,437,0,,geigema01
195,Aaron McKie,24,2TM,SG,83,11,1625,150,365,.411,41,103,.398,109,262,.416,.467,92,110,.836,40,181,221,161,77,22,90,130,433,0,,mckieaa01
195,Aaron McKie,24,POR,SG,41,8,775,53,156,.340,23,55,.418,30,101,.297,.413,41,49,.837,13,80,93,84,34,15,48,61,170,0,,mckieaa01
195,Aaron McKie,24,DET,SG,42,3,850,97,209,.464,18,48,.375,79,161,.491,.507,51,61,.836,27,101,128,77,43,7,42,69,263,0,,mckieaa01
196,Chris Whitney,25,WSB,PG,82,1,1117,139,330,.421,58,163,.356,81,167,.485,.509,94,113,.832,13,91,104,182,49,4,68,100,430,0,,whitnch01
197,Eddie Johnson,37,2TM,SF,52,2,913,160,362,.442,49,131,.374,111,231,.481,.510,55,68,.809,27,111,138,52,15,2,47,81,424,0,,johnsed03
197,Eddie Johnson,37,IND,SF,28,0,306,59,136,.434,9,28,.321,50,108,.463,.467,20,27,.741,3,37,40,17,5,1,17,33,147,0,,johnsed03
197,Eddie Johnson,37,HOU,SF,24,2,607,101,226,.447,40,103,.388,61,123,.496,.535,35,41,.854,24,74,98,35,10,1,30,48,277,0,,johnsed03
198,Robert Horry,26,2TM,SF,54,29,1395,157,360,.436,49,154,.318,108,206,.524,.504,60,90,.667,68,169,237,110,66,55,72,153,423,0,,horryro01
198,Robert Horry,26,PHO,SF,32,15,719,82,195,.421,24,78,.308,58,117,.496,.482,32,50,.640,40,79,119,54,28,26,46,81,220,0,,horryro01
198,Robert Horry,26,LAL,SF,22,14,676,75,165,.455,25,76,.329,50,89,.562,.530,28,40,.700,28,90,118,56,38,29,26,72,203,0,,horryro01
199,Darrell Armstrong,28,ORL,PG,67,0,1010,132,345,.383,55,181,.304,77,164,.470,.462,92,106,.868,35,41,76,175,61,9,99,114,411,0,,armstda01
200,Lee Mayberry,26,VAN,PG,80,38,1952,149,370,.403,83,221,.376,66,149,.443,.515,29,46,.630,29,105,134,329,60,8,90,159,410,0,,maybele01
201,Charlie Ward,26,NYK,PG,79,21,1763,133,337,.395,48,154,.312,85,183,.464,.466,95,125,.760,45,175,220,326,83,15,147,188,409,0,,wardch01
202,Eldridge Recasner,29,ATL,SG,71,4,1207,148,350,.423,58,140,.414,90,210,.429,.506,51,58,.879,35,80,115,94,38,4,65,97,405,0,,recasel01
203,Don MacLean,27,PHI,SF,37,2,733,163,365,.447,12,38,.316,151,327,.462,.463,64,97,.660,41,99,140,37,12,10,47,71,402,0,,macledo01
204,Rex Walters,26,PHI,SG,59,16,1041,148,325,.455,57,148,.385,91,177,.514,.543,49,62,.790,21,86,107,113,28,3,61,75,402,0,,waltere01
205,Derrick McKey,30,IND,SF,50,49,1449,148,379,.391,15,58,.259,133,321,.414,.410,89,123,.724,80,161,241,135,47,30,83,141,400,0,,mckeyde01
206,Duane Ferrell,31,IND,SF,62,18,1115,159,337,.472,18,44,.409,141,293,.481,.499,58,94,.617,57,84,141,66,38,6,55,120,394,0,,ferredu01
207,Dan Majerle,31,MIA,SF,36,26,1264,141,347,.406,68,201,.338,73,146,.500,.504,40,59,.678,45,117,162,116,54,14,50,75,390,0,,majerda01
208,Sharone Wright,24,TOR,C,60,28,1009,161,403,.400,0,1,.000,161,402,.400,.400,68,133,.511,79,107,186,28,15,50,93,146,390,0,,wrighsh01
209,B.J. Armstrong,29,GSW,PG,49,17,1020,148,327,.453,25,90,.278,123,237,.519,.491,68,79,.861,7,67,74,126,25,2,53,56,389,0,,armstbj01
210,Eric Piatkowski,26,LAC,SG,65,0,747,134,298,.450,51,120,.425,83,178,.466,.535,69,84,.821,49,56,105,52,33,10,46,85,388,0,,piatker01
211,Anthony Goldwire,25,2TM,PG,60,30,1188,131,330,.397,64,153,.418,67,177,.379,.494,61,78,.782,12,72,84,219,33,2,76,104,387,0,,goldwan01
211,Anthony Goldwire,25,CHH,PG,33,9,576,62,154,.403,36,82,.439,26,72,.361,.519,30,40,.750,3,35,38,94,19,1,41,58,190,0,,goldwan01
211,Anthony Goldwire,25,DEN,PG,27,21,612,69,176,.392,28,71,.394,41,105,.390,.472,31,38,.816,9,37,46,125,14,1,35,46,197,0,,goldwan01
212,Shandon Anderson,23,UTA,SG,65,0,1066,147,318,.462,24,47,.511,123,271,.454,.500,68,99,.687,52,127,179,49,27,8,73,113,386,0,,andersh01
213,Keith Askins,29,MIA,SF,78,30,1773,138,319,.433,69,172,.401,69,147,.469,.541,39,58,.672,86,185,271,75,53,19,59,196,384,0,,askinke01
214,Mark Bryant,31,PHO,PF,41,18,1018,152,275,.553,0,0,,152,275,.553,.553,76,108,.704,67,145,212,47,22,5,46,136,380,0,,bryanma01
215,Andrew DeClercq,23,GSW,C,71,1,1065,142,273,.520,0,0,,142,273,.520,.520,91,151,.603,122,176,298,32,33,27,76,229,375,0,,declean01
216,Jaren Jackson,29,WSB,SG,75,0,1133,134,329,.407,53,158,.335,81,171,.474,.488,53,69,.768,31,101,132,65,45,16,60,131,374,0,,jacksja01
217,Felton Spencer,29,2TM,C,73,65,1558,139,284,.489,0,0,,139,284,.489,.489,94,161,.584,157,259,416,22,34,50,88,275,372,0,,spencfe01
217,Felton Spencer,29,ORL,C,1,1,19,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,5,1,6,1,0,0,1,2,4,0,,spencfe01
217,Felton Spencer,29,GSW,C,72,64,1539,137,282,.486,0,0,,137,282,.486,.486,94,161,.584,152,258,410,21,34,50,87,273,368,0,,spencfe01
218,Terry Cummings,35,SEA,PF,45,3,828,155,319,.486,3,5,.600,152,314,.484,.491,57,82,.695,70,113,183,39,33,7,45,113,370,0,,cummite01
219,Erick Dampier,21,IND,C,72,21,1052,131,336,.390,1,1,1.000,130,335,.388,.391,107,168,.637,96,198,294,43,19,73,84,153,370,0,,dampier01
220,Howard Eisley,24,UTA,PG,82,0,1083,139,308,.451,20,72,.278,119,236,.504,.484,70,89,.787,20,64,84,198,44,10,110,141,368,0,,eisleho01
221,Scott Williams,28,PHI,C,62,52,1317,162,318,.509,0,2,.000,162,316,.513,.509,38,55,.691,155,242,397,41,44,41,50,206,362,0,,willisc01
222,Henry James,31,ATL,PF,53,15,945,125,306,.408,76,181,.420,49,125,.392,.533,30,36,.833,27,54,81,21,11,1,29,98,356,0,,jameshe01
223,Dino Radja,29,BOS,C,25,25,874,149,339,.440,0,1,.000,149,338,.441,.440,51,71,.718,44,167,211,48,23,48,70,76,349,0,,radjadi01
224,Xavier McDaniel,33,NJN,PF,62,5,1170,138,355,.389,5,25,.200,133,330,.403,.396,65,89,.730,124,194,318,65,36,17,70,144,346,0,,mcdanxa01
225,Tony Smith,28,CHH,PG,69,39,1291,138,337,.409,32,99,.323,106,238,.445,.457,38,59,.644,38,56,94,150,48,19,73,110,346,0,,smithto02
226,Wayman Tisdale,32,PHO,PF,53,15,778,158,371,.426,0,0,,158,371,.426,.426,30,48,.625,35,85,120,20,8,21,36,111,346,0,,tisdawa01
227,Travis Knight,22,LAL,C,71,14,1156,140,275,.509,0,0,,140,275,.509,.509,62,100,.620,130,189,319,39,31,58,49,170,342,0,,knightr01
228,George Lynch,26,VAN,SF,41,27,1059,137,291,.471,8,31,.258,129,260,.496,.485,60,97,.619,98,163,261,76,63,17,64,97,342,0,,lynchge01
229,Randy Brown,28,CHI,PG,72,3,1057,140,333,.420,4,22,.182,136,311,.437,.426,57,84,.679,34,77,111,133,81,17,58,116,341,0,,brownra02
230,Eric Montross,25,2TM,C,78,77,1828,159,349,.456,0,0,,159,349,.456,.456,21,62,.339,181,337,518,61,20,73,77,268,339,0,,montrer01
230,Eric Montross,25,DAL,C,47,46,984,86,187,.460,0,0,,86,187,.460,.460,10,34,.294,66,170,236,32,9,34,51,150,182,0,,montrer01
230,Eric Montross,25,NJN,C,31,31,844,73,162,.451,0,0,,73,162,.451,.451,11,28,.393,115,167,282,29,11,39,26,118,157,0,,montrer01
231,Chris Carr,22,MIN,SG,55,10,830,125,271,.461,31,88,.352,94,183,.514,.518,56,73,.767,31,82,113,48,24,10,37,93,337,0,,carrch01
232,Tony Delk,23,CHH,PG,61,1,867,119,256,.465,52,112,.464,67,144,.465,.566,42,51,.824,31,68,99,99,36,6,68,71,332,0,,delkto01
233,Pooh Richardson,30,LAC,PG,59,18,1065,131,344,.381,42,128,.328,89,216,.412,.442,26,43,.605,25,73,98,169,54,5,62,82,330,0,,richapo01
234,Grant Long,30,DET,PF,65,24,1166,123,275,.447,17,47,.362,106,228,.465,.478,63,84,.750,88,134,222,39,43,6,48,106,326,0,,longgr01
235,John Wallace,22,NYK,SF,68,6,787,122,236,.517,2,4,.500,120,232,.517,.521,79,110,.718,51,104,155,37,21,25,76,102,325,0,,wallajo01
236,Greg Anderson,32,SAS,C,82,48,1659,130,262,.496,0,1,.000,130,261,.498,.496,62,93,.667,157,291,448,34,63,67,73,225,322,0,,andergr01
237,Matt Bullard,29,HOU,PF,71,12,1025,114,284,.401,67,183,.366,47,101,.465,.519,25,34,.735,13,104,117,67,21,18,38,68,320,0,,bullama01
238,Michael Curry,28,DET,SG,81,2,1217,99,221,.448,23,77,.299,76,144,.528,.500,97,108,.898,23,96,119,43,31,12,28,128,318,0,,currymi01
239,Chris Dudley,31,POR,C,81,14,1840,126,293,.430,0,0,,126,293,.430,.430,65,137,.474,204,389,593,41,39,96,80,247,317,0,,dudlech02
240,Harvey Grant,31,WSB,PF,78,25,1604,129,314,.411,28,89,.315,101,225,.449,.455,30,39,.769,63,193,256,68,46,48,30,167,316,0,,grantha01
241,Jim McIlvaine,24,SEA,C,82,79,1477,130,276,.471,1,7,.143,129,269,.480,.473,53,107,.495,132,198,330,23,39,164,62,247,314,0,,mcilvji01
242,Chris Morris,31,UTA,SF,73,1,977,122,299,.408,31,113,.274,91,186,.489,.460,39,54,.722,37,125,162,43,29,24,45,121,314,0,,morrich01
243,Bimbo Coles,28,GSW,PG,51,13,1183,122,314,.389,30,102,.294,92,212,.434,.436,37,49,.755,39,79,118,149,35,7,59,96,311,0,,colesbi01
244,Dennis Rodman,35,CHI,PF,55,54,1947,128,286,.448,5,19,.263,123,267,.461,.456,50,88,.568,320,563,883,170,32,19,111,172,311,0,,rodmade01
245,Derek Fisher,22,LAL,PG,80,3,921,104,262,.397,22,73,.301,82,189,.434,.439,79,120,.658,25,72,97,119,41,5,71,87,309,0,,fishede01
246,Kevin Gamble,31,SAC,SF,62,2,953,123,286,.430,54,112,.482,69,174,.397,.524,7,10,.700,13,94,107,77,21,17,27,76,307,0,,gamblke01
247,Todd Fuller,22,GSW,C,75,18,949,114,266,.429,0,0,,114,266,.429,.429,76,110,.691,108,141,249,24,10,20,52,146,304,0,,fulleto02
248,Dana Barros,29,BOS,PG,24,8,708,110,253,.435,43,105,.410,67,148,.453,.520,37,43,.860,5,43,48,81,26,6,39,34,300,0,,barroda01
249,Larry Stewart,28,SEA,SF,70,21,982,112,252,.444,9,37,.243,103,215,.479,.462,67,93,.720,75,96,171,52,31,23,63,108,300,0,,stewala01
250,Kenny Smith,31,3TM,PG,48,3,765,101,239,.423,59,135,.437,42,104,.404,.546,39,45,.867,4,40,44,116,19,0,71,30,300,0,,smithke01
250,Kenny Smith,31,DET,PG,9,0,64,8,20,.400,5,10,.500,3,10,.300,.525,2,2,1.000,0,5,5,10,1,0,3,2,23,0,,smithke01
250,Kenny Smith,31,ORL,PG,6,0,47,6,13,.462,3,5,.600,3,8,.375,.577,2,2,1.000,1,1,2,4,0,0,6,3,17,0,,smithke01
250,Kenny Smith,31,DEN,PG,33,3,654,87,206,.422,51,120,.425,36,86,.419,.546,35,41,.854,3,34,37,102,18,0,62,25,260,0,,smithke01
251,Erick Strickland,23,DAL,SG,28,15,759,102,256,.398,28,92,.304,74,164,.451,.453,65,80,.813,21,69,90,68,27,5,66,75,297,0,,stricer01
252,Oliver Miller,26,2TM,C,61,8,1152,123,238,.517,0,2,.000,123,236,.521,.517,48,79,.608,105,201,306,87,47,63,90,181,294,0,,milleol01
252,Oliver Miller,26,DAL,C,42,0,836,76,154,.494,0,1,.000,76,153,.497,.494,28,53,.528,82,151,233,58,34,50,70,133,180,0,,milleol01
252,Oliver Miller,26,TOR,C,19,8,316,47,84,.560,0,1,.000,47,83,.566,.560,20,26,.769,23,50,73,29,13,13,20,48,114,0,,milleol01
253,Scott Burrell,26,2TM,SF,57,2,939,98,271,.362,41,116,.353,57,155,.368,.437,57,76,.750,49,109,158,74,28,19,53,120,294,0,,burresc01
253,Scott Burrell,26,CHH,SF,28,2,482,45,131,.344,19,55,.345,26,76,.342,.416,42,53,.792,24,55,79,39,14,11,25,60,151,0,,burresc01
253,Scott Burrell,26,GSW,SF,29,0,457,53,140,.379,22,61,.361,31,79,.392,.457,15,23,.652,25,54,79,35,14,8,28,60,143,0,,burresc01
254,Lucious Harris,26,PHI,SG,54,3,813,112,294,.381,36,99,.364,76,195,.390,.442,33,47,.702,27,44,71,50,41,3,34,45,293,0,,harrilu01
255,Sam Mack,26,HOU,SF,52,10,904,105,262,.401,47,142,.331,58,120,.483,.490,35,42,.833,20,86,106,58,29,6,42,67,292,0,,macksa01
256,Jon Barry,27,ATL,SG,58,8,965,100,246,.407,48,124,.387,52,122,.426,.504,37,46,.804,26,73,99,115,55,3,59,56,285,0,,barryjo01
257,Bill Wennington,33,CHI,C,61,19,783,118,237,.498,0,2,.000,118,235,.502,.498,44,53,.830,46,83,129,41,10,11,31,132,280,0,,wennibi01
258,Stacey Augmon,28,2TM,SG,60,10,942,105,220,.477,0,0,,105,220,.477,.477,69,97,.711,47,91,138,56,42,17,64,87,279,0,,augmost01
258,Stacey Augmon,28,DET,SG,20,3,292,31,77,.403,0,0,,31,77,.403,.403,28,41,.683,14,35,49,15,10,10,27,29,90,0,,augmost01
258,Stacey Augmon,28,POR,SG,40,7,650,74,143,.517,0,0,,74,143,.517,.517,41,56,.732,33,56,89,41,32,7,37,58,189,0,,augmost01
259,Greg Foster,28,UTA,C,79,12,920,111,245,.453,2,3,.667,109,242,.450,.457,54,65,.831,56,131,187,31,10,20,54,145,278,0,,fostegr01
260,Andrew Lang,30,MIL,C,52,52,1194,115,248,.464,0,0,,115,248,.464,.464,44,61,.721,94,184,278,25,26,47,39,140,274,0,,langan01
261,Othella Harrington,23,HOU,PF,57,1,860,112,204,.549,0,3,.000,112,201,.557,.549,49,81,.605,75,123,198,18,12,22,57,112,273,0,,harriot01
262,Loren Meyer,24,2TM,PF,54,33,708,108,244,.443,4,7,.571,104,237,.439,.451,46,64,.719,53,92,145,19,11,15,62,125,266,0,,meyerlo01
262,Loren Meyer,24,DAL,PF,19,16,259,34,78,.436,1,2,.500,33,76,.434,.442,9,12,.750,14,35,49,7,6,3,27,52,78,0,,meyerlo01
262,Loren Meyer,24,PHO,PF,35,17,449,74,166,.446,3,5,.600,71,161,.441,.455,37,52,.712,39,57,96,12,5,12,35,73,188,0,,meyerlo01
263,Sean Rooks,27,LAL,C,69,3,735,87,185,.470,0,1,.000,87,184,.473,.470,91,130,.700,56,107,163,42,17,38,51,123,265,0,,rooksse01
264,Brian Grant,24,SAC,PF,24,15,607,91,207,.440,0,0,,91,207,.440,.440,70,90,.778,49,93,142,28,19,25,44,75,252,0,,grantbr01
265,Cherokee Parks,24,MIN,PF,76,0,961,103,202,.510,0,1,.000,103,201,.512,.510,46,76,.605,83,112,195,34,41,48,32,150,252,0,,parksch02
266,Randy Livingston,21,HOU,PG,64,0,981,100,229,.437,9,22,.409,91,207,.440,.456,42,65,.646,32,62,94,155,39,12,102,107,251,0,,livinra01
267,Corie Blount,28,LAL,PF,58,18,1009,92,179,.514,1,3,.333,91,176,.517,.517,56,83,.675,113,163,276,35,22,26,50,121,241,0,,blounco01
268,Vincent Askew,30,3TM,SG,43,0,838,81,186,.435,7,24,.292,74,162,.457,.454,70,88,.795,25,73,98,90,17,6,46,123,239,0,,askewvi01
