Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
326,Tyronn Lue,23,LAL,PG,38,1,468,50,117,.427,11,34,.324,39,83,.470,.474,19,24,.792,5,27,32,45,19,0,27,54,130,0,,luety01
327,Anthony Johnson,26,2TM,PG,53,0,511,53,152,.349,1,5,.200,52,147,.354,.352,23,33,.697,10,34,44,78,23,6,34,62,130,0,,johnsan02
327,Anthony Johnson,26,ATL,PG,25,0,279,26,71,.366,0,3,.000,26,68,.382,.366,12,17,.706,3,20,23,34,17,5,20,41,64,0,,johnsan02
327,Anthony Johnson,26,CLE,PG,28,0,232,27,81,.333,1,2,.500,26,79,.329,.340,11,16,.688,7,14,21,44,6,1,14,21,66,0,,johnsan02
328,Greg Foster,32,LAL,C,62,8,451,56,133,.421,3,9,.333,53,124,.427,.432,10,14,.714,29,83,112,32,9,12,25,76,125,0,,fostegr01
329,Doug Overton,31,3TM,PG,21,10,475,52,139,.374,11,36,.306,41,103,.398,.414,10,16,.625,4,35,39,72,8,0,31,37,125,0,,overtdo01
329,Doug Overton,31,BOS,PG,7,1,144,15,44,.341,1,4,.250,14,40,.350,.352,7,11,.636,3,12,15,19,4,0,13,15,38,0,,overtdo01
329,Doug Overton,31,CHH,PG,2,0,15,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,0,0,0,1,0,3,2,4,0,,overtdo01
329,Doug Overton,31,NJN,PG,12,9,316,35,93,.376,10,32,.313,25,61,.410,.430,3,5,.600,1,23,24,53,3,0,15,20,83,0,,overtdo01
330,Quincy Lewis,23,UTA,SF,35,2,402,50,123,.407,9,25,.360,41,98,.418,.443,15,21,.714,14,33,47,18,10,10,17,78,124,0,,lewisqu01
331,David Vanterpool,27,WAS,PG,22,0,411,46,110,.418,0,6,.000,46,104,.442,.418,30,50,.600,15,22,37,66,23,3,37,44,122,0,,vanteda01
332,Eric Montross,29,2TM,C,54,21,649,56,138,.406,0,0,,56,138,.406,.406,8,31,.258,52,121,173,19,11,26,41,115,120,0,,montrer01
332,Eric Montross,29,DET,C,42,20,568,50,121,.413,0,0,,50,121,.413,.413,7,26,.269,43,101,144,15,8,23,37,100,107,0,,montrer01
332,Eric Montross,29,TOR,C,12,1,81,6,17,.353,0,0,,6,17,.353,.353,1,5,.200,9,20,29,4,3,3,4,15,13,0,,montrer01
333,Michael Ruffin,24,CHI,PF,45,16,879,40,90,.444,0,0,,40,90,.444,.444,39,77,.506,101,161,262,39,30,38,46,131,119,0,,ruffimi01
334,Derek Strong,32,LAC,PF,28,8,491,45,117,.385,0,1,.000,45,116,.388,.385,28,37,.757,34,74,108,7,14,1,22,30,118,0,,stronde01
335,Chris Mullin,37,GSW,SF,20,8,374,36,106,.340,19,52,.365,17,54,.315,.429,24,28,.857,10,31,41,19,16,10,19,28,115,0,,mullich01
336,Tariq Abdul-Wahad,26,DEN,SG,29,12,420,43,111,.387,4,10,.400,39,101,.386,.405,21,36,.583,14,45,59,22,14,13,34,54,111,0,,abdulta01
337,Darvin Ham,27,MIL,SF,29,13,540,39,80,.488,2,3,.667,37,77,.481,.500,29,49,.592,56,65,121,25,17,21,33,85,109,0,,hamda01
338,Tyus Edney,27,IND,PG,24,0,263,35,91,.385,1,6,.167,34,85,.400,.390,35,39,.897,5,19,24,54,17,0,25,17,106,0,,edneyty01
339,Detlef Schrempf,38,POR,SF,26,0,397,39,95,.411,3,8,.375,36,87,.414,.426,23,27,.852,17,61,78,44,7,3,28,43,104,0,,schrede01
340,Darrick Martin,29,SAC,PG,31,0,176,29,76,.382,14,27,.519,15,49,.306,.474,31,35,.886,2,14,16,14,7,0,10,27,103,0,,martida01
341,Eldridge Recasner,33,CHH,PG,43,0,403,38,114,.333,13,39,.333,25,75,.333,.390,14,18,.778,13,37,50,39,6,1,27,30,103,0,,recasel01
342,Dragan Tarlać,27,CHI,C,43,12,598,39,99,.394,0,0,,39,99,.394,.394,25,33,.758,37,85,122,31,7,19,38,95,103,0,,tarladr01
343,Chucky Brown,32,2TM,SF,26,2,339,40,95,.421,0,3,.000,40,92,.435,.421,22,34,.647,8,46,54,11,9,7,8,37,102,0,,brownch01
343,Chucky Brown,32,GSW,SF,6,0,74,9,20,.450,0,2,.000,9,18,.500,.450,6,10,.600,3,15,18,5,3,1,2,10,24,0,,brownch01
343,Chucky Brown,32,CLE,SF,20,2,265,31,75,.413,0,1,.000,31,74,.419,.413,16,24,.667,5,31,36,6,6,6,6,27,78,0,,brownch01
344,Obinna Ekezie,25,2TM,PF,33,0,281,32,81,.395,0,0,,32,81,.395,.395,37,53,.698,31,47,78,9,5,5,14,48,101,0,,ekeziob01
344,Obinna Ekezie,25,WAS,PF,29,0,273,32,77,.416,0,0,,32,77,.416,.416,37,53,.698,31,45,76,9,5,5,14,46,101,0,,ekeziob01
344,Obinna Ekezie,25,DAL,PF,4,0,8,0,4,.000,0,0,,0,4,.000,.000,0,0,,0,2,2,0,0,0,0,2,0,0,,ekeziob01
345,Danny Fortson,24,GSW,PF,6,6,203,29,50,.580,0,0,,29,50,.580,.580,42,54,.778,29,69,98,5,2,0,10,22,100,0,,fortsda01
346,Adrian Griffin,26,BOS,SF,44,0,377,33,97,.340,9,26,.346,24,71,.338,.387,18,24,.750,27,60,87,27,18,5,18,45,93,0,,griffad01
347,Dan Langhi,23,HOU,SF,33,0,241,37,99,.374,0,1,.000,37,98,.378,.374,16,29,.552,13,28,41,4,7,1,8,16,90,0,,langhda01
348,DeShawn Stevenson,19,UTA,SG,40,2,293,31,91,.341,1,12,.083,30,79,.380,.346,26,38,.684,9,19,28,18,10,2,28,29,89,0,,stevede01
349,Derrick Dial,25,SAS,SG,33,0,207,36,83,.434,2,10,.200,34,73,.466,.446,12,21,.571,12,26,38,21,4,6,12,22,86,0,,dialde01
350,Chris Herren,25,BOS,PG,25,7,408,29,96,.302,16,55,.291,13,41,.317,.385,9,12,.750,4,17,21,56,14,0,20,43,83,0,,herrech01
351,Anthony Goldwire,29,DEN,PG,20,0,201,30,80,.375,9,34,.265,21,46,.457,.431,13,17,.765,1,11,12,34,9,0,15,13,82,0,,goldwan01
352,Vladimir Stepania,24,NJN,C,29,0,280,28,88,.318,1,4,.250,27,84,.321,.324,25,34,.735,35,74,109,16,10,11,19,47,82,0,,stepavl01
353,Rafer Alston,24,MIL,PG,37,2,288,30,84,.357,8,30,.267,22,54,.407,.405,9,13,.692,4,27,31,68,13,0,20,27,77,0,,alstora01
354,Duane Causwell,32,MIA,C,31,14,384,32,85,.376,0,0,,32,85,.376,.376,12,25,.480,23,60,83,5,8,18,23,67,76,0,,causwdu01
355,Rubén Wolkowyski,27,SEA,PF,34,1,305,25,79,.316,0,2,.000,25,77,.325,.316,25,34,.735,12,34,46,3,6,18,12,38,75,0,,wolkoru01
356,Chris Dudley,35,PHO,C,53,33,613,29,73,.397,0,0,,29,73,.397,.397,14,36,.389,64,119,183,18,14,29,26,111,72,0,,dudlech02
357,Jerome Kersey,38,MIL,SF,22,2,243,32,69,.464,0,1,.000,32,68,.471,.464,8,16,.500,8,37,45,15,14,8,6,36,72,0,,kerseje01
358,Jason Collier,23,HOU,C,23,0,222,27,71,.380,0,1,.000,27,70,.386,.380,17,24,.708,12,25,37,6,2,3,11,27,71,0,,collija02
359,Earl Boykins,24,LAC,PG,10,0,149,25,63,.397,1,8,.125,24,55,.436,.405,14,17,.824,4,7,11,32,5,0,9,9,65,0,,boykiea01
360,John Crotty,31,UTA,PG,31,0,264,22,65,.338,4,7,.571,18,58,.310,.369,17,19,.895,13,15,28,34,6,0,19,32,65,0,,crottjo01
361,Bill Curley,28,2TM,PF,20,2,192,25,47,.532,1,2,.500,24,45,.533,.543,12,19,.632,21,16,37,3,7,9,16,45,63,0,,curlebi01
361,Bill Curley,28,DAL,PF,5,0,15,1,4,.250,0,1,.000,1,3,.333,.250,1,4,.250,0,0,0,0,1,1,2,4,3,0,,curlebi01
361,Bill Curley,28,GSW,PF,15,2,177,24,43,.558,1,1,1.000,23,42,.548,.570,11,15,.733,21,16,37,3,6,8,14,41,60,0,,curlebi01
362,Kornél Dávid,29,2TM,SF,27,0,209,25,51,.490,0,0,,25,51,.490,.490,12,13,.923,15,37,52,7,6,4,11,28,62,0,,davidko01
362,Kornél Dávid,29,TOR,SF,17,0,140,15,29,.517,0,0,,15,29,.517,.517,12,13,.923,9,24,33,4,2,3,7,20,42,0,,davidko01
362,Kornél Dávid,29,DET,SF,10,0,69,10,22,.455,0,0,,10,22,.455,.455,0,0,,6,13,19,3,4,1,4,8,20,0,,davidko01
363,Lavor Postell,22,NYK,SG,26,0,169,17,54,.315,3,11,.273,14,43,.326,.343,22,27,.815,8,17,25,5,4,2,17,12,59,0,,postela01
364,Scott Padgett,24,UTA,PF,27,0,127,18,43,.419,5,9,.556,13,34,.382,.477,15,20,.750,19,20,39,5,6,3,10,21,56,0,,padgesc01
365,Grant Hill,28,ORL,SF,4,4,133,19,43,.442,1,1,1.000,18,42,.429,.453,16,26,.615,8,17,25,25,5,2,11,9,55,0,AS,hillgr01
366,Ira Newble,26,SAS,SF,27,6,184,21,55,.382,4,9,.444,17,46,.370,.418,8,16,.500,13,22,35,6,2,4,7,18,54,0,,newblir01
367,Cory Alexander,27,ORL,PG,26,0,227,18,56,.321,4,16,.250,14,40,.350,.357,12,18,.667,0,25,25,36,16,0,25,29,52,0,,alexaco01
368,Mike Smith,24,WAS,SF,17,0,180,19,59,.322,3,18,.167,16,41,.390,.347,10,16,.625,10,12,22,10,5,3,7,8,51,0,,smithmi03
369,Luc Longley,32,NYK,C,25,2,301,18,54,.333,0,0,,18,54,.333,.333,13,17,.765,26,40,66,7,3,9,22,51,49,0,,longllu01
370,Dee Brown,32,ORL,PG,7,0,155,16,44,.364,12,32,.375,4,12,.333,.500,4,5,.800,0,11,11,12,4,0,7,10,48,0,,brownde01
371,Dalibor Bagarić,20,CHI,C,35,0,259,17,65,.262,0,1,.000,17,64,.266,.262,13,28,.464,22,34,56,10,9,16,21,44,47,0,,bagarda01
372,Soumaila Samake,22,NJN,C,34,0,226,18,48,.375,0,0,,18,48,.375,.375,10,24,.417,22,31,53,1,2,14,4,23,46,0,,samakso01
373,Rick Brunson,28,2TM,PG,22,0,208,18,54,.333,2,14,.143,16,40,.400,.352,8,15,.533,5,16,21,31,8,1,17,21,46,0,,brunsri01
373,Rick Brunson,28,BOS,PG,7,0,142,10,35,.286,2,11,.182,8,24,.333,.314,4,9,.444,2,7,9,24,7,1,9,16,26,0,,brunsri01
373,Rick Brunson,28,NYK,PG,15,0,66,8,19,.421,0,3,.000,8,16,.500,.421,4,6,.667,3,9,12,7,1,0,8,5,20,0,,brunsri01
374,Tim James,24,CHH,SF,30,0,197,16,52,.308,1,3,.333,15,49,.306,.317,12,14,.857,15,20,35,8,2,5,8,27,45,0,,jamesti01
375,Olumide Oyedeji,19,SEA,C,30,1,221,18,37,.486,0,0,,18,37,.486,.486,9,12,.750,24,43,67,2,7,10,11,40,45,0,,oyedeol01
376,Shawnelle Scott,28,SAS,C,27,1,144,17,41,.415,0,0,,17,41,.415,.415,9,22,.409,23,27,50,4,5,6,11,23,43,0,,scottsh01
377,Bruno Šundov,20,IND,C,11,4,120,20,41,.488,0,4,.000,20,37,.541,.488,3,5,.600,4,19,23,2,2,4,3,21,43,0,,sundobr01
378,Eddie Gill,22,NJN,PG,8,0,152,16,41,.390,3,9,.333,13,32,.406,.427,4,5,.800,0,9,9,24,4,1,10,9,39,0,,gilled01
379,Anfernee Hardaway,29,PHO,SG,4,4,112,15,36,.417,2,8,.250,13,28,.464,.444,7,11,.636,5,13,18,15,6,1,3,6,39,0,,hardaan01
380,Jaren Jackson,33,SAS,SG,16,0,114,16,40,.400,7,18,.389,9,22,.409,.488,0,2,.000,1,11,12,7,5,0,3,13,39,0,,jacksja01
381,Felton Spencer,33,NYK,C,18,0,113,12,20,.600,0,0,,12,20,.600,.600,15,25,.600,16,19,35,2,2,2,11,24,39,0,,spencfe01
382,Nick Anderson,33,SAC,SG,21,0,169,14,57,.246,10,39,.256,4,18,.222,.333,0,0,,3,22,25,13,10,4,7,13,38,0,,anderni01
383,Jérôme Moïso,22,BOS,C,24,0,135,12,30,.400,0,1,.000,12,29,.414,.400,11,26,.423,12,30,42,3,3,4,18,29,35,0,,moisoje01
384,Terry Davis,33,DEN,PF,19,1,228,12,25,.480,0,0,,12,25,.480,.480,9,22,.409,24,29,53,7,1,1,5,34,33,0,,daviste01
385,Michael Stewart,25,TOR,C,26,0,123,11,34,.324,0,0,,11,34,.324,.324,11,18,.611,16,13,29,2,4,3,5,19,33,0,,stewami01
386,Ricky Davis,21,MIA,SG,7,0,70,12,29,.414,1,1,1.000,11,28,.393,.431,7,8,.875,1,6,7,11,5,2,5,7,32,0,,davisri01
387,Stanislav Medvedenko,21,LAL,PF,7,0,39,12,25,.480,1,1,1.000,11,24,.458,.500,7,12,.583,1,8,9,2,1,1,3,9,32,0,,medvest01
388,Brian Cardinal,23,DET,PF,15,0,126,10,31,.323,0,5,.000,10,26,.385,.323,11,18,.611,8,15,23,3,7,2,9,27,31,0,,cardibr01
389,Antonio Harvey,30,POR,PF,12,0,72,13,28,.464,0,0,,13,28,.464,.464,5,6,.833,5,9,14,4,1,6,3,10,31,0,,harvean01
390,Don MacLean,31,MIA,SF,8,1,76,10,20,.500,2,2,1.000,8,18,.444,.550,9,12,.750,7,11,18,4,5,1,10,9,31,0,,macledo01
391,Jake Voskuhl,23,CHI,C,16,2,143,11,25,.440,0,0,,11,25,.440,.440,8,14,.571,12,22,34,5,5,6,12,38,30,0,,voskuja01
392,Travis Knight,26,NYK,C,45,0,256,10,53,.189,0,1,.000,10,52,.192,.189,9,18,.500,19,34,53,5,5,11,10,47,29,0,,knightr01
393,Todd Fuller,26,MIA,C,10,0,77,10,35,.286,0,0,,10,35,.286,.286,8,8,1.000,7,11,18,1,3,2,3,10,28,0,,fulleto02
394,Jim McIlvaine,28,NJN,C,18,3,193,10,28,.357,0,0,,10,28,.357,.357,8,12,.667,8,27,35,4,7,15,9,35,28,0,,mcilvji01
395,Doug West,33,VAN,SG,15,6,171,11,38,.289,0,2,.000,11,36,.306,.289,6,7,.857,4,11,15,14,3,4,4,21,28,0,,westdo01
396,Joel Przybilla,21,MIL,C,33,13,270,12,35,.343,0,0,,12,35,.343,.343,3,11,.273,29,42,71,2,3,30,13,56,27,0,,przybjo01
397,Jabari Smith,23,SAC,C,9,0,66,11,22,.500,0,0,,11,22,.500,.500,4,6,.667,1,7,8,6,4,0,3,7,26,0,,smithja01
398,Terry Mills,33,IND,PF,14,0,113,11,34,.324,3,17,.176,8,17,.471,.368,0,0,,4,17,21,5,3,1,10,20,25,0,,millste01
399,Wang Zhizhi,23,DAL,C,5,0,38,8,19,.421,0,2,.000,8,17,.471,.421,8,10,.800,1,6,7,0,0,0,1,8,24,0,,zhizhwa01
400,Jamie Feick,26,NJN,C,6,0,149,8,23,.348,0,0,,8,23,.348,.348,6,12,.500,12,44,56,5,8,3,7,15,22,0,,feickja01
401,Donnell Harvey,20,DAL,PF,18,0,65,8,14,.571,0,0,,8,14,.571,.571,6,16,.375,6,14,20,2,3,1,7,15,22,0,,harvedo01
402,Calbert Cheaney,29,DEN,SG,9,5,153,10,30,.333,0,0,,10,30,.333,.333,1,2,.500,5,15,20,9,4,2,5,14,21,0,,cheanca01
403,Tyrone Corbin,38,TOR,SF,15,1,117,9,38,.237,0,5,.000,9,33,.273,.237,2,4,.500,3,10,13,4,2,0,3,18,20,0,,corbity01
404,Sam Jacobson,25,MIN,PG,14,0,59,9,18,.500,0,0,,9,18,.500,.500,2,3,.667,3,3,6,4,3,0,0,19,20,0,,jacobsa01
405,Pepe Sánchez,23,2TM,PG,29,0,150,9,28,.321,0,1,.000,9,27,.333,.321,2,2,1.000,3,12,15,41,11,1,6,21,20,0,,sanchpe01
405,Pepe Sánchez,23,ATL,PG,5,0,34,0,7,.000,0,0,,0,7,.000,.000,0,0,,1,0,1,5,2,0,3,3,0,0,,sanchpe01
405,Pepe Sánchez,23,PHI,PG,24,0,116,9,21,.429,0,1,.000,9,20,.450,.429,2,2,1.000,2,12,14,36,9,1,3,18,20,0,,sanchpe01
406,Erick Barkley,22,POR,PG,8,0,38,8,22,.364,3,8,.375,5,14,.357,.432,0,0,,0,3,3,6,2,0,5,2,19,0,,barkler01
407,Mark Bryant,35,DAL,PF,18,1,101,8,20,.400,0,0,,8,20,.400,.400,3,5,.600,4,17,21,3,1,2,5,29,19,0,,bryanma01
408,Chris Garner,25,GSW,PG,8,0,149,7,37,.189,0,7,.000,7,30,.233,.189,5,6,.833,2,10,12,18,7,1,9,18,19,0,,garnech01
409,Steve Goodrich,24,CHI,PF,12,0,133,7,18,.389,1,3,.333,6,15,.400,.417,4,7,.571,7,14,21,6,2,1,8,14,19,0,,goodrst01
410,Dan McClintock,23,DEN,C,6,1,58,9,18,.500,0,0,,9,18,.500,.500,0,5,.000,10,7,17,1,0,2,3,11,18,0,,mcclida01
411,Scott Burrell,30,CHH,SF,4,0,41,7,15,.467,2,6,.333,5,9,.556,.533,1,4,.250,1,2,3,1,3,0,0,8,17,0,,burresc01
412,Tony Smith,32,ATL,SG,6,0,78,8,23,.348,0,2,.000,8,21,.381,.348,1,2,.500,2,1,3,10,7,0,9,12,17,0,,smithto02
413,Rubén Garcés,27,2TM,PF,13,0,73,7,22,.318,0,0,,7,22,.318,.318,2,8,.250,16,13,29,5,3,2,5,14,16,0,,garceru01
413,Rubén Garcés,27,PHO,PF,10,0,62,7,15,.467,0,0,,7,15,.467,.467,2,8,.250,12,10,22,4,2,1,5,14,16,0,,garceru01
413,Rubén Garcés,27,GSW,PF,3,0,11,0,7,.000,0,0,,0,7,.000,.000,0,0,,4,3,7,1,1,1,0,0,0,0,,garceru01
414,Sean Colson,25,2TM,PG,13,0,44,6,24,.250,1,5,.200,5,19,.263,.271,2,4,.500,2,4,6,10,1,0,2,6,15,0,,colsose01
414,Sean Colson,25,ATL,PG,3,0,14,0,5,.000,0,1,.000,0,4,.000,.000,0,0,,0,3,3,3,0,0,2,0,0,0,,colsose01
414,Sean Colson,25,HOU,PG,10,0,30,6,19,.316,1,4,.250,5,15,.333,.342,2,4,.500,2,1,3,7,1,0,0,6,15,0,,colsose01
415,Will Perdue,35,POR,C,13,0,58,6,9,.667,0,0,,6,9,.667,.667,2,4,.500,6,12,18,2,3,2,0,8,14,0,,perduwi01
416,Brent Price,32,VAN,PG,6,0,30,3,11,.273,1,4,.250,2,7,.286,.318,6,7,.857,1,3,4,5,2,0,4,8,13,0,,pricebr01
417,Michael Redd,21,MIL,SG,6,0,35,5,19,.263,0,3,.000,5,16,.313,.263,3,6,.500,3,1,4,1,1,0,1,2,13,0,,reddmi01
418,Jamel Thomas,27,NJN,SF,5,0,56,6,19,.316,1,3,.333,5,16,.313,.342,0,0,,4,5,9,0,3,0,6,6,13,0,,thomaja01
419,Gary Grant,35,POR,PG,4,0,17,5,7,.714,0,0,,5,7,.714,.714,0,0,,0,0,0,1,0,0,0,1,10,0,,grantga01
420,J.R. Reid,32,CLE,PF,6,0,39,2,5,.400,0,0,,2,5,.400,.400,6,8,.750,5,3,8,1,2,1,1,4,10,0,,reidjr01
421,James Robinson,30,ORL,PG,6,0,50,4,11,.364,2,5,.400,2,6,.333,.455,0,0,,0,8,8,0,4,1,4,5,10,0,,robinja02
422,Zendon Hamilton,25,LAC,C,3,0,19,2,9,.222,0,0,,2,9,.222,.222,5,8,.625,3,5,8,0,0,0,2,4,9,0,,hamilze01
423,Etdrick Bohannon,27,CLE,PF,6,0,19,2,4,.500,0,0,,2,4,.500,.500,4,4,1.000,3,4,7,0,0,2,1,4,8,0,,bohanet01
424,Michael Hawkins,28,CLE,PG,10,0,76,3,9,.333,2,4,.500,1,5,.200,.444,0,0,,2,3,5,13,2,0,6,13,8,0,,hawkimi01
425,Tom Hammonds,33,MIN,PF,7,0,30,3,10,.300,0,0,,3,10,.300,.300,1,2,.500,2,2,4,1,0,0,3,8,7,0,,hammoto01
426,Pervis Ellison,33,SEA,C,9,0,40,2,7,.286,0,0,,2,7,.286,.286,2,2,1.000,2,10,12,3,0,2,3,13,6,0,,ellispe01
427,Jamal Robinson,27,MIA,SF,6,0,72,3,22,.136,0,2,.000,3,20,.150,.136,0,0,,3,8,11,2,6,0,3,7,6,0,,robinja03
428,David Wingate,37,SEA,SG,1,0,9,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,0,0,0,2,0,0,0,1,6,0,,wingada01
429,Raja Bell,24,PHI,SG,5,0,30,2,7,.286,1,3,.333,1,4,.250,.357,0,0,,0,1,1,0,1,0,2,1,5,0,,bellra01
430,Mamadou N'Diaye,25,TOR,C,3,0,10,1,4,.250,0,0,,1,4,.250,.250,2,2,1.000,1,1,2,0,0,0,0,3,4,0,,ndiayma02
431,John Coker,29,GSW,C,6,0,32,1,8,.125,0,0,,1,8,.125,.125,0,0,,3,2,5,2,1,0,2,4,2,0,,cokerjo01
432,Jason Hart,22,MIL,PG,1,0,10,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,1,0,0,2,0,2,0,,hartja01
433,Garth Joseph,27,2TM,C,4,0,16,1,5,.200,0,0,,1,5,.200,.200,0,2,.000,2,0,2,1,0,1,2,1,2,0,,josepga01
433,Garth Joseph,27,TOR,C,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,0,2,1,0,0,1,1,2,0,,josepga01
433,Garth Joseph,27,DEN,C,2,0,8,0,3,.000,0,0,,0,3,.000,.000,0,2,.000,0,0,0,0,0,1,1,0,0,0,,josepga01
434,Anthony Miller,29,3TM,PF,4,0,11,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,2,2,0,0,0,1,1,2,0,,millean01
434,Anthony Miller,29,ATL,PF,2,0,6,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,2,2,0,0,0,1,0,2,0,,millean01
434,Anthony Miller,29,HOU,PF,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,0,,millean01
434,Anthony Miller,29,PHI,PF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,millean01
435,Muggsy Bogues,36,TOR,PG,3,0,34,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,3,3,5,2,0,4,3,0,0,,boguemu01
436,Ira Bowman,27,ATL,PG,3,0,19,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,1,2,7,0,0,1,0,0,0,,bowmair01
437,Lari Ketner,23,IND,PF,3,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,2,0,0,0,,ketnela01
438,Randy Livingston,25,GSW,PG,2,0,7,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,0,0,0,0,,livinra01
439,Art Long,28,SAC,PF,9,0,20,0,4,.000,0,0,,0,4,.000,.000,0,2,.000,2,6,8,1,0,3,2,5,0,0,,longar01
440,Andy Panko,23,ATL,SF,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,pankoan01
441,Terrance Roberson,24,CHH,SF,3,0,13,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,2,3,0,0,,roberte01
,League Average,,,,,,,,,.443,,,.354,,,.461,.473,,,.748,,,,,,,,,,,,-9999
