Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
194,Malik Rose,26,SAS,PF,57,9,1219,160,368,.435,3,17,.176,157,351,.447,.439,114,160,.713,95,213,308,48,59,40,74,148,437,0,,rosema01
195,Charlie Ward,30,NYK,PG,61,33,1492,155,373,.416,67,175,.383,88,198,.444,.505,56,70,.800,32,127,159,273,70,10,112,132,433,0,,wardch01
196,Dell Curry,36,TOR,SG,71,1,956,162,382,.424,62,145,.428,100,237,.422,.505,43,51,.843,16,69,85,75,27,8,39,66,429,0,,curryde01
197,Olden Polynice,36,UTA,C,81,79,1619,206,415,.496,0,1,.000,206,414,.498,.496,17,65,.262,157,221,378,31,27,77,78,241,429,0,,polynol01
198,Mateen Cleaves,23,DET,PG,78,8,1268,160,400,.400,5,17,.294,155,383,.405,.406,97,137,.708,26,106,132,207,49,1,139,153,422,0,,cleavma01
199,Brian Shaw,34,LAL,SG,80,28,1833,164,411,.399,42,135,.311,122,276,.442,.450,51,64,.797,48,256,304,258,49,27,97,159,421,0,,shawbr01
200,Monty Williams,29,ORL,SF,82,0,1211,162,364,.445,1,13,.077,161,351,.459,.446,85,133,.639,86,157,243,79,29,16,85,136,410,0,,willimo01
201,Sean Elliott,32,SAS,SF,52,34,1229,147,339,.434,55,129,.426,92,210,.438,.515,60,84,.714,17,153,170,81,23,25,51,80,409,0,,elliose01
202,Robert Horry,30,LAL,PF,79,1,1587,147,380,.387,54,156,.346,93,224,.415,.458,59,83,.711,93,203,296,128,54,54,79,210,407,0,,horryro01
203,Scott Williams,32,MIL,C,66,31,1272,171,361,.474,1,4,.250,170,357,.476,.475,60,70,.857,97,267,364,35,48,32,41,178,403,0,,willisc01
204,Robert Traylor,23,CLE,C,70,7,1212,161,324,.497,0,2,.000,161,322,.500,.497,80,141,.567,124,176,300,63,49,76,98,204,402,0,,traylro01
205,DerMarr Johnson,20,ATL,SF,78,21,1313,146,390,.374,41,127,.323,105,263,.399,.427,64,87,.736,56,122,178,64,43,30,93,134,397,0,,johnsde03
206,Grant Long,34,VAN,PF,66,27,1507,140,319,.439,4,15,.267,136,304,.447,.445,112,157,.713,76,198,274,83,72,15,62,160,396,0,,longgr01
207,Stromile Swift,21,VAN,PF,80,6,1312,153,339,.451,0,4,.000,153,335,.457,.451,85,141,.603,109,175,284,28,62,82,64,160,391,0,,swiftst01
208,Hedo Türkoğlu,21,SAC,SF,74,7,1245,138,335,.412,28,86,.326,110,249,.442,.454,87,112,.777,49,161,210,69,52,24,55,139,391,0,,turkohe01
209,Trajan Langdon,24,CLE,SG,65,5,1116,135,313,.431,51,124,.411,84,189,.444,.513,68,76,.895,12,77,89,81,38,9,52,114,389,0,,langdtr01
210,Jerome Williams,27,2TM,PF,59,2,1182,136,294,.463,0,3,.000,136,291,.467,.463,100,135,.741,133,249,382,45,57,20,63,124,372,0,,willije01
210,Jerome Williams,27,DET,PF,33,2,804,88,201,.438,0,2,.000,88,199,.442,.438,65,90,.722,98,180,278,32,39,10,47,81,241,0,,willije01
210,Jerome Williams,27,TOR,PF,26,0,378,48,93,.516,0,1,.000,48,92,.522,.516,35,45,.778,35,69,104,13,18,10,16,43,131,0,,willije01
211,Matt Maloney,29,ATL,PG,55,27,1403,146,348,.420,51,142,.359,95,206,.461,.493,26,34,.765,14,103,117,154,56,5,70,94,369,0,,malonma01
212,A.C. Green,37,MIA,PF,82,1,1411,144,324,.444,0,6,.000,144,318,.453,.444,79,111,.712,107,206,313,39,30,8,45,119,367,0,,greenac01
213,Greg Ostertag,27,UTA,C,81,3,1491,139,281,.495,1,2,.500,138,279,.495,.496,84,151,.556,164,251,415,22,22,142,63,215,363,0,,ostergr01
214,Tom Gugliotta,31,PHO,PF,57,2,1159,149,380,.392,3,12,.250,146,368,.397,.396,61,77,.792,76,179,255,55,47,21,51,110,362,0,,guglito01
215,Chris Childs,33,2TM,PG,77,5,1859,135,335,.403,32,106,.302,103,229,.450,.451,60,71,.845,24,178,202,355,59,15,156,242,362,0,,childch01
215,Chris Childs,33,NYK,PG,51,5,1309,93,222,.419,20,64,.313,73,158,.462,.464,39,46,.848,14,124,138,236,37,7,98,160,245,0,,childch01
215,Chris Childs,33,TOR,PG,26,0,550,42,113,.372,12,42,.286,30,71,.423,.425,21,25,.840,10,54,64,119,22,8,58,82,117,0,,childch01
216,Emanual Davis,32,SEA,SG,62,39,1290,133,318,.418,50,127,.394,83,191,.435,.497,45,55,.818,28,126,154,137,64,12,77,101,361,0,,davisem01
217,Mikki Moore,25,DET,C,81,2,1154,132,268,.493,0,1,.000,132,267,.494,.493,95,130,.731,121,195,316,33,24,61,74,202,359,0,,mooremi01
218,Troy Hudson,24,ORL,PG,75,7,1008,125,372,.336,22,109,.202,103,263,.392,.366,85,104,.817,38,67,105,162,37,3,92,82,357,0,,hudsotr01
219,Michael Curry,32,DET,SG,68,58,1485,145,319,.455,4,9,.444,141,310,.455,.461,62,73,.849,21,100,121,132,27,3,61,173,356,0,,currymi01
220,Matt Bullard,33,HOU,PF,61,5,1000,129,305,.423,86,213,.404,43,92,.467,.564,10,14,.714,22,108,130,42,10,9,12,76,354,0,,bullama01
221,Adonal Foyle,25,GSW,C,58,37,1457,156,375,.416,0,0,,156,375,.416,.416,30,68,.441,156,249,405,48,31,156,79,136,342,0,,foylead01
222,Milt Palacio,22,BOS,PG,58,6,1141,126,267,.472,12,36,.333,114,231,.494,.494,78,92,.848,25,77,102,151,48,0,80,83,342,0,,palacmi01
223,Jamaal Magloire,22,CHH,C,74,0,1095,122,271,.450,0,2,.000,122,269,.454,.450,95,145,.655,103,192,295,27,18,78,61,139,339,0,,magloja01
224,Sherman Douglas,34,NJN,PG,59,7,1094,122,303,.403,8,40,.200,114,263,.433,.416,86,115,.748,21,53,74,144,36,4,79,93,338,0,,douglsh01
225,Dion Glover,22,ATL,SG,57,7,929,141,336,.420,9,46,.196,132,290,.455,.433,47,69,.681,39,92,131,69,49,10,54,92,338,0,,glovedi01
226,Roshown McLeod,25,2TM,SF,35,25,922,145,332,.437,2,22,.091,143,310,.461,.440,45,51,.882,38,82,120,58,23,8,58,90,337,0,,mcleoro01
226,Roshown McLeod,25,ATL,SF,34,25,907,144,330,.436,2,21,.095,142,309,.460,.439,45,51,.882,37,81,118,58,23,8,57,88,335,0,,mcleoro01
226,Roshown McLeod,25,PHI,SF,1,0,15,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,1,1,2,0,0,0,1,2,2,0,,mcleoro01
227,Brevin Knight,25,2TM,PG,53,43,1457,139,371,.375,1,10,.100,138,361,.382,.376,54,66,.818,23,145,168,311,101,4,91,155,333,0,,knighbr01
227,Brevin Knight,25,CLE,PG,6,0,93,2,15,.133,0,0,,2,15,.133,.133,5,6,.833,1,6,7,25,6,1,7,17,9,0,,knighbr01
227,Brevin Knight,25,ATL,PG,47,43,1364,137,356,.385,1,10,.100,136,346,.393,.386,49,60,.817,22,139,161,286,95,3,84,138,324,0,,knighbr01
228,Rasho Nesterović,24,MIN,C,73,39,1233,147,319,.461,0,1,.000,147,318,.462,.461,34,65,.523,99,187,286,45,25,63,55,189,328,0,,nestera01
229,Samaki Walker,24,SAS,PF,61,1,963,121,252,.480,1,3,.333,120,249,.482,.482,78,124,.629,67,176,243,29,10,41,68,103,321,0,,walkesa01
230,Erick Dampier,25,GSW,C,43,26,1038,126,314,.401,0,2,.000,126,312,.404,.401,67,126,.532,97,153,250,59,17,58,82,123,319,0,,dampier01
231,Hanno Möttölä,24,ATL,SF,73,3,989,123,277,.444,0,3,.000,123,274,.449,.444,73,90,.811,49,125,174,25,11,9,67,163,319,0,,mottoha01
232,Chris Crawford,25,ATL,PF,47,22,901,122,270,.452,6,22,.273,116,248,.468,.463,68,83,.819,28,82,110,37,21,16,62,117,318,0,,crawfch01
233,Jelani McCoy,23,SEA,C,70,44,1143,138,264,.523,0,0,,138,264,.523,.523,41,93,.441,92,159,251,57,18,49,75,141,317,0,,mccoyje01
234,Jon Barry,31,SAC,SG,62,2,1010,103,255,.404,46,132,.348,57,123,.463,.494,64,73,.877,16,78,94,130,28,6,53,66,316,0,,barryjo01
235,Khalid El-Amin,21,CHI,PG,50,14,936,115,311,.370,28,84,.333,87,227,.383,.415,56,72,.778,21,60,81,145,48,2,54,99,314,0,,elamikh01
236,Wesley Person,29,CLE,SG,44,22,958,128,292,.438,34,84,.405,94,208,.452,.497,24,30,.800,11,119,130,64,27,11,40,62,314,0,,persowe01
237,Corie Blount,32,2TM,PF,68,6,1305,130,294,.442,2,8,.250,128,286,.448,.446,51,83,.614,181,219,400,59,42,22,73,165,313,0,,blounco01
237,Corie Blount,32,PHO,PF,30,6,387,23,47,.489,0,0,,23,47,.489,.489,8,15,.533,35,50,85,8,13,5,18,75,54,0,,blounco01
237,Corie Blount,32,GSW,PF,38,0,918,107,247,.433,2,8,.250,105,239,.439,.437,43,68,.632,146,169,315,51,29,17,55,90,259,0,,blounco01
238,Stacey Augmon,32,POR,SG,66,23,1182,127,266,.477,0,4,.000,127,262,.485,.477,57,87,.655,60,99,159,98,48,21,48,105,311,0,,augmost01
239,Avery Johnson,35,SAS,PG,55,20,1290,134,300,.447,1,6,.167,133,294,.452,.448,41,60,.683,21,64,85,237,33,4,60,90,310,0,,johnsav01
240,Corey Benjamin,22,CHI,PG,65,5,857,115,302,.381,21,81,.259,94,221,.425,.416,56,83,.675,38,62,100,69,28,16,63,128,307,0,,benjaco01
241,Ron Harper,37,LAL,PG,47,46,1139,127,271,.469,19,72,.264,108,199,.543,.504,34,48,.708,46,120,166,113,39,25,62,70,307,0,,harpero01
242,Jumaine Jones,21,PHI,SF,65,0,866,122,275,.444,20,60,.333,102,215,.474,.480,40,53,.755,63,126,189,32,30,15,39,68,304,0,,jonesju01
243,Bryce Drew,26,CHI,PG,48,41,1305,124,327,.379,40,105,.381,84,222,.378,.440,14,19,.737,12,57,69,185,32,3,68,99,302,0,,drewbr01
244,Michael Smith,28,WAS,PF,79,29,1610,106,218,.486,0,1,.000,106,217,.488,.486,89,154,.578,172,390,562,101,57,37,62,156,301,0,,smithmi02
245,Mario Elie,37,PHO,SG,68,67,1506,104,246,.423,36,100,.360,68,146,.466,.496,55,69,.797,38,117,155,131,58,12,60,112,299,0,,eliema01
246,Cherokee Parks,28,2TM,C,65,31,1054,134,274,.489,0,6,.000,134,268,.500,.489,31,44,.705,71,158,229,46,25,36,41,122,299,0,,parksch02
246,Cherokee Parks,28,WAS,C,13,0,178,18,38,.474,0,0,,18,38,.474,.474,12,17,.706,13,27,40,7,6,11,10,20,48,0,,parksch02
246,Cherokee Parks,28,LAC,C,52,31,876,116,236,.492,0,6,.000,116,230,.504,.492,19,27,.704,58,131,189,39,19,25,31,102,251,0,,parksch02
247,Calvin Booth,24,2TM,C,55,29,933,120,252,.476,0,0,,120,252,.476,.476,53,78,.679,77,169,246,42,29,111,53,146,293,0,,boothca01
247,Calvin Booth,24,WAS,C,40,22,640,74,168,.440,0,0,,74,168,.440,.440,33,45,.733,53,121,174,23,17,81,36,91,181,0,,boothca01
247,Calvin Booth,24,DAL,C,15,7,293,46,84,.548,0,0,,46,84,.548,.548,20,33,.606,24,48,72,19,12,30,17,55,112,0,,boothca01
248,Lawrence Funderburke,30,SAC,PF,59,2,698,120,242,.496,0,0,,120,242,.496,.496,48,77,.623,74,122,196,17,9,13,32,44,288,0,,fundela01
249,Sam Mitchell,37,MIN,SF,82,4,983,118,289,.408,9,43,.209,109,246,.443,.424,40,55,.727,28,95,123,57,26,10,36,117,285,0,,mitchsa01
250,Kendall Gill,32,NJN,SG,31,26,892,107,323,.331,4,14,.286,103,309,.333,.337,65,90,.722,32,99,131,87,47,7,48,64,283,0,,gillke01
251,Greg Anthony,33,POR,PG,58,0,856,97,253,.383,65,159,.409,32,94,.340,.512,23,35,.657,21,40,61,82,40,3,43,63,282,0,,anthogr01
252,Jamal Crawford,20,CHI,PG,61,8,1050,107,304,.352,41,117,.350,66,187,.353,.419,27,34,.794,9,80,89,141,43,14,85,68,282,0,,crawfja01
253,Zydrunas Ilgauskas,25,CLE,C,24,24,616,114,234,.487,0,2,.000,114,232,.491,.487,53,78,.679,65,95,160,18,15,37,60,78,281,0,,ilgauzy01
254,Derrick Coleman,33,CHH,PF,34,3,683,97,255,.380,20,51,.392,77,204,.377,.420,63,92,.685,46,138,184,39,10,21,42,53,277,0,,colemde01
255,Dan Majerle,35,MIA,SG,53,19,1306,87,259,.336,57,181,.315,30,78,.385,.446,36,44,.818,20,146,166,88,53,15,35,98,267,0,,majerda01
256,Mike Penberthy,26,LAL,PG,53,0,851,92,222,.414,55,139,.396,37,83,.446,.538,28,31,.903,10,53,63,71,22,2,34,57,267,0,,penbemi01
257,Mahmoud Abdul-Rauf,31,VAN,PG,41,0,486,120,246,.488,4,14,.286,116,232,.500,.496,22,29,.759,5,20,25,76,9,1,26,50,266,0,,abdulma02
258,Ervin Johnson,33,MIL,C,82,19,1981,108,198,.545,0,0,,108,198,.545,.545,50,93,.538,205,408,613,40,44,97,47,257,266,0,,johnser02
259,Paul McPherson,22,2TM,PG,55,0,595,109,216,.505,2,12,.167,107,204,.525,.509,42,58,.724,40,39,79,38,25,4,47,80,262,0,,mcphepa01
259,Paul McPherson,22,PHO,PG,33,0,308,47,96,.490,0,6,.000,47,90,.522,.490,18,24,.750,20,28,48,16,12,3,23,48,112,0,,mcphepa01
259,Paul McPherson,22,GSW,PG,22,0,287,62,120,.517,2,6,.333,60,114,.526,.525,24,34,.706,20,11,31,22,13,1,24,32,150,0,,mcphepa01
260,Andrew DeClercq,27,ORL,C,67,51,903,107,193,.554,0,0,,107,193,.554,.554,47,82,.573,91,145,236,32,41,33,51,198,261,0,,declean01
261,Cedric Ceballos,31,2TM,SF,40,0,559,101,229,.441,22,73,.301,79,156,.506,.489,37,43,.860,34,72,106,20,16,7,32,61,261,0,,cebalce01
261,Cedric Ceballos,31,DET,SF,13,0,166,28,71,.394,11,40,.275,17,31,.548,.472,8,10,.800,7,19,26,7,6,3,9,19,75,0,,cebalce01
261,Cedric Ceballos,31,MIA,SF,27,0,393,73,158,.462,11,33,.333,62,125,.496,.497,29,33,.879,27,53,80,13,10,4,23,42,186,0,,cebalce01
262,Tony Battie,24,BOS,C,40,25,845,108,201,.537,0,3,.000,108,198,.545,.537,44,69,.638,73,160,233,16,27,60,37,126,260,0,,battito01
263,Todd MacCulloch,25,PHI,C,63,3,597,109,185,.589,0,0,,109,185,.589,.589,42,66,.636,69,99,168,10,7,19,27,96,260,0,,maccuto01
264,Erick Strickland,27,2TM,PG,50,0,830,81,267,.303,30,95,.316,51,172,.297,.360,68,79,.861,18,110,128,95,44,2,48,88,260,0,,stricer01
264,Erick Strickland,27,NYK,PG,28,0,421,40,131,.305,16,47,.340,24,84,.286,.366,24,28,.857,9,43,52,29,22,1,21,46,120,0,,stricer01
264,Erick Strickland,27,VAN,PG,22,0,409,41,136,.301,14,48,.292,27,88,.307,.353,44,51,.863,9,67,76,66,22,1,27,42,140,0,,stricer01
265,Tracy Murray,29,2TM,SF,51,1,588,94,248,.379,36,103,.350,58,145,.400,.452,33,42,.786,22,59,81,23,12,7,26,53,257,0,,murratr01
265,Tracy Murray,29,DEN,SF,13,0,135,17,55,.309,7,23,.304,10,32,.313,.373,9,10,.900,4,18,22,9,4,1,6,8,50,0,,murratr01
265,Tracy Murray,29,TOR,SF,38,1,453,77,193,.399,29,80,.363,48,113,.425,.474,24,32,.750,18,41,59,14,8,6,20,45,207,0,,murratr01
266,Jake Tsakalidis,21,PHO,C,57,39,947,101,215,.470,0,0,,101,215,.470,.470,54,91,.593,83,159,242,19,10,55,66,137,256,0,,tsakaja01
267,Reggie Slater,30,MIN,PF,55,16,686,90,175,.514,0,0,,90,175,.514,.514,74,110,.673,78,108,186,26,18,9,43,126,254,0,,slatere01
268,Vinny Del Negro,34,2TM,PG,65,1,922,106,234,.453,1,13,.077,105,221,.475,.455,41,44,.932,12,70,82,126,26,3,34,78,254,0,,delnevi01
268,Vinny Del Negro,34,GSW,PG,29,1,396,30,90,.333,1,9,.111,29,81,.358,.339,16,16,1.000,4,27,31,62,6,0,15,36,77,0,,delnevi01
268,Vinny Del Negro,34,PHO,PG,36,0,526,76,144,.528,0,4,.000,76,140,.543,.528,25,28,.893,8,43,51,64,20,3,19,42,177,0,,delnevi01
269,Mark Strickland,30,2TM,SF,55,2,719,103,239,.431,1,2,.500,102,237,.430,.433,45,70,.643,54,107,161,24,16,22,34,72,252,0,,stricma01
269,Mark Strickland,30,DEN,SF,46,2,517,82,185,.443,0,1,.000,82,184,.446,.443,37,59,.627,43,77,120,17,12,19,24,58,201,0,,stricma01
269,Mark Strickland,30,NJN,SF,9,0,202,21,54,.389,1,1,1.000,20,53,.377,.398,8,11,.727,11,30,41,7,4,3,10,14,51,0,,stricma01
270,Evan Eschmeyer,25,NJN,C,74,51,1331,92,200,.460,0,0,,92,200,.460,.460,67,102,.657,135,231,366,40,41,58,53,220,251,0,,eschmev01
271,Eddie House,22,MIA,PG,50,0,550,104,247,.421,19,55,.345,85,192,.443,.460,24,35,.686,5,37,42,52,13,0,35,58,251,0,,houseed01
272,Jeff Foster,24,IND,C,71,9,1152,100,213,.469,2,7,.286,98,206,.476,.474,47,91,.516,144,245,389,33,39,28,52,152,249,0,,fosteje01
273,Mark Blount,25,BOS,C,64,50,1098,101,200,.505,0,0,,101,200,.505,.505,46,66,.697,97,134,231,32,39,76,62,183,248,0,,blounma01
274,Rodney Buford,23,PHI,SF,47,0,573,104,241,.432,16,38,.421,88,203,.433,.465,24,29,.828,16,58,74,17,17,6,29,68,248,0,,buforro01
275,Kenny Anderson,30,BOS,PG,33,28,849,88,227,.388,11,33,.333,77,194,.397,.412,59,71,.831,16,57,73,134,44,2,52,62,246,0,,anderke01
276,Sam Perkins,39,IND,PF,64,41,999,86,226,.381,38,110,.345,48,116,.414,.465,32,38,.842,32,136,168,41,33,18,19,61,242,0,,perkisa01
277,John Wallace,26,DET,SF,40,0,527,100,236,.424,2,15,.133,98,221,.443,.428,35,45,.778,25,58,83,23,13,16,36,72,237,0,,wallajo01
278,Cedric Henderson,25,CLE,SF,55,10,961,102,262,.389,1,8,.125,101,254,.398,.391,30,46,.652,19,71,90,79,29,23,63,101,235,0,,hendece02
279,Tony Massenburg,33,VAN,PF,52,20,823,92,199,.462,0,0,,92,199,.462,.462,49,70,.700,75,135,210,9,10,28,48,122,233,0,,masseto01
280,Bimbo Coles,32,CLE,PG,47,0,804,91,239,.381,2,16,.125,89,223,.399,.385,48,56,.857,9,39,48,138,27,6,59,87,232,0,,colesbi01
281,Greg Buckner,24,DAL,SG,37,9,820,84,192,.438,2,7,.286,82,185,.443,.443,59,81,.728,60,97,157,49,33,9,27,118,229,0,,buckngr01
282,Derek Fisher,26,LAL,PG,20,20,709,77,187,.412,25,63,.397,52,124,.419,.479,50,62,.806,5,54,59,87,39,2,29,50,229,0,,fishede01
283,Isaac Austin,31,VAN,C,52,16,845,96,270,.356,6,24,.250,90,246,.366,.367,28,40,.700,50,172,222,58,20,23,54,94,226,0,,austiis01
284,Randy Brown,32,BOS,PG,54,35,1238,100,237,.422,0,3,.000,100,234,.427,.422,23,40,.575,23,76,99,154,62,10,56,132,223,0,,brownra02
285,Gerard King,28,WAS,SF,45,3,706,90,176,.511,0,0,,90,176,.511,.511,36,45,.800,39,90,129,31,14,11,47,94,216,0,,kingge02
286,Žan Tabak,30,IND,C,55,14,777,98,186,.527,0,0,,98,186,.527,.527,20,47,.426,65,148,213,33,10,30,57,125,216,0,,tabakza01
287,Kevin Ollie,28,2TM,PG,70,4,925,76,192,.396,1,3,.333,75,189,.397,.398,63,89,.708,16,79,95,146,30,1,49,84,216,0,,ollieke01
287,Kevin Ollie,28,NJN,PG,19,0,161,5,27,.185,0,0,,5,27,.185,.185,12,19,.632,3,20,23,25,5,0,9,14,22,0,,ollieke01
287,Kevin Ollie,28,PHI,PG,51,4,764,71,165,.430,1,3,.333,70,162,.432,.433,51,70,.729,13,59,72,121,25,1,40,70,194,0,,ollieke01
288,Matt Geiger,31,PHI,C,35,4,542,88,224,.393,0,2,.000,88,222,.396,.393,37,54,.685,50,89,139,14,12,8,25,73,213,0,,geigema01
289,Don Reid,27,ORL,PF,65,7,764,82,145,.566,0,0,,82,145,.566,.566,46,75,.613,84,158,242,21,23,54,48,190,210,0,,reiddo01
290,Vernon Maxwell,35,2TM,PG,43,6,660,73,223,.327,34,111,.306,39,112,.348,.404,21,32,.656,4,62,66,49,21,3,35,64,201,0,,maxweve01
290,Vernon Maxwell,35,PHI,PG,24,6,375,42,125,.336,21,64,.328,21,61,.344,.420,15,22,.682,3,34,37,29,12,0,18,33,120,0,,maxweve01
290,Vernon Maxwell,35,DAL,PG,19,0,285,31,98,.316,13,47,.277,18,51,.353,.383,6,10,.600,1,28,29,20,9,3,17,31,81,0,,maxweve01
291,Larry Robinson,33,2TM,PG,34,1,632,67,184,.364,44,116,.379,23,68,.338,.484,21,24,.875,23,64,87,36,28,2,25,46,199,0,,robinla01
291,Larry Robinson,33,CLE,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,0,,robinla01
291,Larry Robinson,33,ATL,PG,33,1,631,67,184,.364,44,116,.379,23,68,.338,.484,21,24,.875,23,64,87,36,28,2,24,46,199,0,,robinla01
292,A.J. Guyton,22,CHI,PG,33,8,630,78,192,.406,27,69,.391,51,123,.415,.477,15,18,.833,10,26,36,64,9,5,24,35,198,0,,guytoaj01
293,Billy Owens,31,DET,PF,45,14,793,88,230,.383,3,20,.150,85,210,.405,.389,19,40,.475,84,121,205,55,32,12,39,93,198,0,,owensbi01
294,Jonathan Bender,20,IND,SF,59,7,574,66,186,.355,11,41,.268,55,145,.379,.384,50,68,.735,14,60,74,32,7,28,42,73,193,0,,bendejo01
295,Jud Buechler,32,DET,SF,57,3,737,76,164,.463,32,77,.416,44,87,.506,.561,9,12,.750,20,74,94,39,21,10,25,83,193,0,,buechju01
296,Ryan Bowen,25,DEN,SF,57,0,696,80,144,.556,4,11,.364,76,133,.571,.569,27,44,.614,62,51,113,30,37,12,24,95,191,0,,bowenry01
297,Hersey Hawkins,34,CHH,SG,59,0,681,56,137,.409,17,46,.370,39,91,.429,.471,54,63,.857,17,63,80,72,33,9,19,45,183,0,,hawkihe01
298,Devean George,23,LAL,SF,59,1,593,64,207,.309,15,68,.221,49,139,.353,.345,39,55,.709,35,75,110,19,15,15,34,87,182,0,,georgde01
299,Steve Kerr,35,SAS,PG,55,1,650,67,159,.421,33,77,.429,34,82,.415,.525,14,15,.933,6,29,35,57,16,1,21,30,181,0,,kerrst01
300,Chris Mills,31,GSW,SF,15,8,493,71,191,.372,7,25,.280,64,166,.386,.390,31,36,.861,24,69,93,18,9,5,20,43,180,0,,millsch01
301,Carlos Rogers,29,HOU,C,39,0,544,75,110,.682,0,1,.000,75,109,.688,.682,29,52,.558,48,91,139,9,10,18,17,33,179,0,,rogerca01
302,David Benoit,32,UTA,SF,49,2,446,71,147,.483,5,13,.385,66,134,.493,.500,31,39,.795,20,61,81,22,6,6,28,75,178,0,,benoida01
303,Dean Garrett,34,MIN,C,70,21,831,75,156,.481,0,0,,75,156,.481,.481,27,39,.692,65,152,217,24,26,49,25,93,177,0,,garrede01
304,Alonzo Mourning,30,MIA,C,13,3,306,73,141,.518,0,1,.000,73,140,.521,.518,31,55,.564,35,66,101,12,4,31,28,24,177,0,AS,mournal01
305,Daniel Santiago,24,PHO,C,54,2,581,64,134,.478,0,0,,64,134,.478,.478,42,61,.689,35,67,102,11,17,21,47,101,170,0,,santida01
306,Chris Carr,26,BOS,SG,35,0,309,53,112,.473,17,37,.459,36,75,.480,.549,46,60,.767,11,33,44,11,4,3,19,45,169,0,,carrch01
307,Adam Keefe,30,GSW,PF,67,13,836,64,159,.403,1,3,.333,63,156,.404,.406,39,63,.619,90,119,209,36,28,20,40,102,168,0,,keefead01
308,Loy Vaught,32,2TM,PF,51,1,549,80,169,.473,0,0,,80,169,.473,.473,8,10,.800,51,122,173,23,21,7,26,74,168,0,,vaughlo01
308,Loy Vaught,32,DAL,PF,37,1,392,55,121,.455,0,0,,55,121,.455,.455,4,6,.667,35,88,123,16,15,5,18,61,114,0,,vaughlo01
308,Loy Vaught,32,WAS,PF,14,0,157,25,48,.521,0,0,,25,48,.521,.521,4,4,1.000,16,34,50,7,6,2,8,13,54,0,,vaughlo01
309,Kelvin Cato,26,HOU,C,35,13,624,64,111,.577,0,0,,64,111,.577,.577,37,57,.649,47,94,141,11,13,31,25,89,165,0,,catoke01
310,Lee Nailon,25,CHH,SF,42,0,469,66,136,.485,0,1,.000,66,135,.489,.485,32,43,.744,29,63,92,24,9,5,27,60,164,0,,nailole01
311,Popeye Jones,30,WAS,PF,45,1,638,60,153,.392,1,6,.167,59,147,.401,.395,41,55,.745,83,137,220,31,19,8,21,95,162,0,,jonespo01
312,Kevin Edwards,35,VAN,SG,46,5,634,56,170,.329,5,19,.263,51,151,.338,.344,43,53,.811,23,59,82,52,29,8,37,46,160,0,,edwarke01
313,Brian Skinner,24,LAC,PF,39,23,584,64,161,.398,0,0,,64,161,.398,.398,32,59,.542,55,113,168,18,14,11,32,61,160,0,,skinnbr01
314,William Avery,21,MIN,PG,55,0,463,55,144,.382,16,59,.271,39,85,.459,.438,28,36,.778,5,24,29,75,13,4,45,48,154,0,,averywi01
315,Laron Profit,23,WAS,PG,35,12,605,56,142,.394,7,26,.269,49,116,.422,.419,33,45,.733,18,46,64,89,36,11,46,43,152,0,,profila01
316,Mark Pope,28,MIL,PF,63,45,942,62,142,.437,5,24,.208,57,118,.483,.454,22,35,.629,56,91,147,38,16,26,17,140,151,0,,popema01
317,Elliot Perry,31,2TM,PG,49,6,499,65,140,.464,1,5,.200,64,135,.474,.468,16,22,.727,9,37,46,79,22,1,38,29,147,0,,perryel01
317,Elliot Perry,31,ORL,PG,6,0,39,5,11,.455,0,1,.000,5,10,.500,.455,0,0,,1,3,4,5,3,0,6,1,10,0,,perryel01
317,Elliot Perry,31,PHO,PG,43,6,460,60,129,.465,1,4,.250,59,125,.472,.469,16,22,.727,8,34,42,74,19,1,32,28,137,0,,perryel01
318,Derrick McKey,34,IND,SF,66,20,987,60,136,.441,4,20,.200,56,116,.483,.456,21,27,.778,49,127,176,74,48,13,47,136,145,0,,mckeyde01
319,Cal Bowdler,23,ATL,SF,44,0,375,53,114,.465,1,5,.200,52,109,.477,.469,33,40,.825,30,47,77,4,10,21,11,45,140,0,,bowdlca01
320,Otis Thorpe,38,CHH,PF,49,4,647,59,131,.450,0,0,,59,131,.450,.450,20,24,.833,50,95,145,29,12,7,32,108,138,0,,thorpot01
321,Mark Madsen,25,LAL,PF,70,3,641,55,113,.487,1,1,1.000,54,112,.482,.491,26,37,.703,74,78,152,24,8,8,27,111,137,0,,madsema01
322,Gary Trent,26,DAL,PF,33,4,319,57,130,.438,0,1,.000,57,129,.442,.438,19,36,.528,39,53,92,10,13,8,22,52,133,0,,trentga01
323,Todd Day,31,MIN,SG,31,0,345,44,118,.373,26,69,.377,18,49,.367,.483,18,23,.783,10,27,37,28,10,7,24,52,132,0,,dayto01
324,Walter McCarty,26,BOS,PF,60,3,478,45,126,.357,19,56,.339,26,70,.371,.433,22,28,.786,24,57,81,39,14,7,20,82,131,0,,mccarwa01
325,Eduardo Nájera,24,DAL,PF,40,4,431,58,111,.523,1,3,.333,57,108,.528,.527,14,33,.424,41,54,95,27,13,8,17,48,131,0,,najered01
