Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
12,Mitch Richmond,33,WAS,SG,50,50,1912,331,803,.412,70,221,.317,261,582,.448,.456,251,293,.857,30,142,172,122,64,10,136,121,983,0,,richmmi01
13,Kevin Garnett,22,MIN,PF,47,47,1780,414,900,.460,4,14,.286,410,886,.463,.462,145,206,.704,166,323,489,202,78,83,135,152,977,0,MVP-10DPOY-7NBA3,garneke01
14,Hakeem Olajuwon,36,HOU,C,50,50,1784,373,725,.514,4,13,.308,369,712,.518,.517,195,272,.717,106,372,478,88,82,123,139,160,945,0,MVP-13DPOY-7NBA3,olajuha01
15,Alonzo Mourning,28,MIA,C,46,46,1753,324,634,.511,0,2,.000,324,632,.513,.511,276,423,.652,166,341,507,74,34,180,139,161,924,0,MVP-2DPOY-1NBA1DEF1,mournal01
16,Reggie Miller,33,IND,SG,50,50,1787,294,671,.438,106,275,.385,188,396,.475,.517,226,247,.915,25,110,135,112,37,9,76,101,920,0,,millere01
17,Keith Van Horn,23,NJN,PF,42,42,1576,322,752,.428,16,53,.302,306,699,.438,.439,256,298,.859,114,244,358,65,43,53,133,134,916,0,,vanhoke01
18,Vince Carter,22,TOR,SF,50,49,1760,345,766,.450,19,66,.288,326,700,.466,.463,204,268,.761,94,189,283,149,55,77,110,140,913,0,MVP-16ROY-1,cartevi01
19,Glenn Robinson,26,MIL,SF,47,47,1579,347,756,.459,31,79,.392,316,677,.467,.479,140,161,.870,73,203,276,100,46,41,106,114,865,0,MVP-16,robingl01
20,Shawn Kemp,29,CLE,PF,42,42,1475,277,575,.482,1,2,.500,276,573,.482,.483,307,389,.789,131,257,388,101,48,45,127,159,862,0,MVP-11,kempsh01
21,Ray Allen,23,MIL,SG,50,50,1719,303,673,.450,74,208,.356,229,465,.492,.505,176,195,.903,57,155,212,178,53,7,122,117,856,0,,allenra02
22,Jason Kidd,25,PHO,PG,50,50,2060,310,698,.444,45,123,.366,265,575,.461,.476,181,239,.757,87,252,339,539,114,19,150,108,846,7,MVP-5NBA1DEF1,kiddja01
23,Chris Webber,25,SAC,PF,42,42,1719,378,778,.486,4,34,.118,374,744,.503,.488,79,174,.454,149,396,545,173,60,89,148,145,839,1,MVP-7NBA2,webbech01
24,Tim Hardaway,32,MIA,PG,48,48,1772,301,752,.400,112,311,.360,189,441,.429,.475,121,149,.812,15,137,152,352,57,6,131,102,835,0,NBA2,hardati01
25,Toni Kukoč,30,CHI,SF,44,44,1654,315,750,.420,39,137,.285,276,613,.450,.446,159,215,.740,65,245,310,235,49,11,121,82,828,0,,kukocto01
26,Nick Van Exel,27,DEN,PG,50,50,1802,306,769,.398,72,234,.308,234,535,.437,.445,142,175,.811,14,99,113,368,40,3,121,90,826,0,,vanexni01
27,Clifford Robinson,32,PHO,SF,50,35,1740,299,629,.475,58,139,.417,241,490,.492,.521,163,234,.697,69,158,227,128,75,59,88,153,819,0,DPOY-7,robincl02
28,Allan Houston,27,NYK,SG,50,50,1815,294,703,.418,57,140,.407,237,563,.421,.459,168,195,.862,20,132,152,137,35,9,130,115,813,0,,houstal01
29,Anfernee Hardaway,27,ORL,SG,50,50,1944,301,717,.420,40,140,.286,261,577,.452,.448,149,211,.706,74,210,284,266,111,23,150,111,791,0,MVP-16,hardaan01
30,Paul Pierce,21,BOS,SF,48,47,1632,284,647,.439,84,204,.412,200,443,.451,.504,139,195,.713,117,192,309,115,82,50,113,139,791,0,ROY-3,piercpa01
31,Antoine Walker,22,BOS,PF,42,41,1549,303,735,.412,65,176,.369,238,559,.426,.456,113,202,.559,106,253,359,130,63,28,119,142,784,0,,walkean02
32,Eddie Jones,27,2TM,SF,50,50,1881,260,595,.437,48,142,.338,212,453,.468,.477,212,271,.782,50,144,194,186,125,58,93,128,780,0,DPOY-7DEF2,jonesed02
32,Eddie Jones,27,LAL,SG,20,20,724,96,227,.423,20,64,.313,76,163,.466,.467,59,80,.738,20,56,76,61,35,24,21,42,271,0,,jonesed02
32,Eddie Jones,27,CHH,SF,30,30,1157,164,368,.446,28,78,.359,136,290,.469,.484,153,191,.801,30,88,118,125,90,34,72,86,509,0,,jonesed02
33,David Robinson,33,SAS,C,49,49,1554,268,527,.509,0,1,.000,268,526,.510,.509,239,363,.658,148,344,492,103,69,119,108,143,775,0,MVP-12DPOY-4,robinda01
34,Maurice Taylor,22,LAC,PF,46,45,1505,311,675,.461,1,6,.167,310,669,.463,.461,150,206,.728,100,142,242,67,16,29,120,179,773,0,,tayloma01
35,Doug Christie,28,TOR,SG,50,50,1768,252,650,.388,49,161,.304,203,489,.415,.425,207,246,.841,59,148,207,187,113,26,119,111,760,0,,chrisdo01
36,Detlef Schrempf,36,SEA,SF,50,39,1765,259,549,.472,34,86,.395,225,463,.486,.503,200,243,.823,77,293,370,184,41,26,103,152,752,0,,schrede01
37,Tom Gugliotta,29,PHO,PF,43,43,1563,277,573,.483,2,7,.286,275,566,.486,.485,173,218,.794,131,250,381,121,59,21,88,110,729,0,,guglito01
38,Rik Smits,32,IND,C,49,49,1271,310,633,.490,0,2,.000,310,631,.491,.490,108,132,.818,73,202,275,52,18,52,75,159,728,0,,smitsri01
39,Scottie Pippen,33,HOU,SF,50,50,2011,261,604,.432,72,212,.340,189,392,.482,.492,132,183,.721,63,260,323,293,98,37,159,118,726,2,DPOY-7DEF1,pippesc01
40,Gary Trent,24,DAL,PF,45,23,1362,287,602,.477,0,5,.000,287,597,.481,.477,145,235,.617,127,224,351,77,29,23,66,122,719,0,,trentga01
41,Vlade Divac,30,SAC,C,50,50,1761,262,557,.470,11,43,.256,251,514,.488,.480,179,255,.702,140,361,501,215,44,51,131,166,714,1,,divacvl01
42,David Wesley,28,CHH,PG,50,50,1848,243,545,.446,61,170,.359,182,375,.485,.502,159,191,.832,23,138,161,322,100,10,142,130,706,0,,wesleda01
43,Nick Anderson,31,ORL,SF,47,39,1581,253,640,.395,96,277,.347,157,363,.433,.470,99,162,.611,51,226,277,91,64,15,83,72,701,0,,anderni01
44,Ron Mercer,22,BOS,SG,41,40,1551,305,707,.431,5,30,.167,300,677,.443,.435,83,105,.790,37,118,155,104,67,12,89,81,698,0,,mercero01
45,Darrell Armstrong,30,ORL,PG,50,15,1502,230,522,.441,69,189,.365,161,333,.483,.507,161,178,.904,53,127,180,335,108,4,158,90,690,0,MVP-15MIP-16MOY-1,armstda01
46,John Starks,33,GSW,SG,50,50,1686,269,728,.370,78,269,.290,191,459,.416,.423,74,100,.740,33,130,163,235,69,5,83,135,690,0,,starkjo01
47,Rod Strickland,32,WAS,PG,44,43,1632,251,603,.416,12,42,.286,239,561,.426,.426,176,236,.746,56,156,212,434,76,5,142,91,690,1,,stricro02
48,Juwan Howard,25,WAS,SF,36,36,1430,286,604,.474,0,3,.000,286,601,.476,.474,110,146,.753,90,203,293,107,42,14,95,130,682,0,,howarju01
49,Charles Barkley,35,HOU,PF,42,40,1526,240,502,.478,4,25,.160,236,477,.495,.482,192,267,.719,167,349,516,192,43,13,100,89,676,0,,barklch01
50,Matt Geiger,29,PHI,C,50,40,1540,266,555,.479,1,5,.200,265,550,.482,.480,141,177,.797,137,225,362,58,39,40,101,157,674,0,,geigema01
51,Steve Smith,29,ATL,SG,36,36,1314,217,540,.402,47,139,.338,170,401,.424,.445,191,225,.849,50,101,151,118,36,11,99,100,672,0,MVP-16,smithst01
52,Mike Bibby,20,VAN,PG,50,50,1758,260,605,.430,15,74,.203,245,531,.461,.442,127,169,.751,30,106,136,325,78,5,146,122,662,0,,bibbymi01
53,Corliss Williamson,25,SAC,SF,50,50,1374,269,555,.485,1,5,.200,268,550,.487,.486,120,188,.638,85,121,206,66,30,8,75,118,659,0,,willico02
54,Patrick Ewing,36,NYK,C,38,38,1300,247,568,.435,0,2,.000,247,566,.436,.435,163,231,.706,74,303,377,43,30,100,99,105,657,0,,ewingpa01
55,Isaiah Rider,27,POR,SG,47,41,1385,249,605,.412,42,111,.378,207,494,.419,.446,111,147,.755,59,137,196,104,25,9,95,100,651,0,,rideris01
56,Jason Williams,23,SAC,PG,50,50,1805,231,617,.374,100,323,.310,131,294,.446,.455,79,105,.752,14,139,153,299,95,1,143,91,641,0,ROY-2,willija02
57,Mookie Blaylock,31,ATL,PG,48,48,1763,247,651,.379,77,251,.307,170,400,.425,.439,69,91,.758,45,179,224,278,99,9,115,61,640,1,DEF2,blaylmo01
58,Damon Stoudamire,25,POR,PG,50,50,1673,249,629,.396,44,142,.310,205,487,.421,.431,89,122,.730,41,126,167,312,49,4,110,81,631,0,,stoudda01
59,Rasheed Wallace,24,POR,PF,49,18,1414,242,476,.508,13,31,.419,229,445,.515,.522,131,179,.732,57,184,241,60,48,54,80,175,628,0,MVP-166MOY-2,wallara01
60,Chauncey Billups,22,DEN,SG,45,41,1488,191,495,.386,85,235,.362,106,260,.408,.472,157,172,.913,24,72,96,173,58,14,98,115,624,0,,billuch01
61,Bryon Russell,28,UTA,SF,50,50,1770,217,468,.464,52,147,.354,165,321,.514,.519,136,171,.795,65,201,266,74,76,15,76,154,622,0,,russebr01
62,Elden Campbell,30,2TM,C,49,33,1459,222,465,.477,0,1,.000,222,464,.478,.477,172,269,.639,126,271,397,69,39,73,80,159,616,0,,campbel01
62,Elden Campbell,30,LAL,C,17,1,325,44,101,.436,0,0,,44,101,.436,.436,38,62,.613,38,58,96,8,1,16,22,51,126,0,,campbel01
62,Elden Campbell,30,CHH,C,32,32,1134,178,364,.489,0,1,.000,178,363,.490,.489,134,207,.647,88,213,301,61,38,57,58,108,490,0,,campbel01
63,Bobby Phills,29,CHH,SG,43,43,1574,215,497,.433,68,172,.395,147,325,.452,.501,115,168,.685,39,135,174,149,60,25,92,124,613,0,,phillbo01
64,Lamond Murray,25,LAC,SF,50,13,1317,226,578,.391,34,103,.330,192,475,.404,.420,126,157,.803,59,136,195,61,58,20,99,107,612,0,,murrala01
65,Jerry Stackhouse,24,DET,SG,42,9,1188,181,488,.371,35,126,.278,146,362,.403,.407,210,247,.850,26,81,107,118,34,19,121,79,607,0,,stackje01
66,Arvydas Sabonis,34,POR,C,50,48,1349,232,478,.485,7,24,.292,225,454,.496,.493,135,175,.771,88,305,393,119,34,63,85,147,606,0,MVP-13,sabonar01
67,Latrell Sprewell,28,NYK,SF,37,4,1233,215,518,.415,21,77,.273,194,441,.440,.435,155,191,.812,41,115,156,91,46,2,79,65,606,0,,sprewla01
68,Kerry Kittles,24,NJN,SG,46,40,1570,227,613,.370,50,158,.316,177,455,.389,.411,88,114,.772,52,139,191,116,79,26,66,82,592,0,,kittlke01
69,Kendall Gill,30,NJN,SF,50,47,1606,236,593,.398,2,17,.118,234,576,.406,.400,114,167,.683,61,183,244,123,134,26,71,162,588,1,,gillke01
70,Joe Smith,23,MIN,C,43,42,1418,223,522,.427,0,3,.000,223,519,.430,.427,142,188,.755,154,200,354,68,32,66,66,147,588,0,,smithjo02
71,Jeff Hornacek,35,UTA,SG,48,48,1435,214,449,.477,34,81,.420,180,368,.489,.514,125,140,.893,33,127,160,192,52,14,82,95,587,0,,hornaje01
72,Larry Johnson,29,NYK,PF,49,48,1639,210,458,.459,33,92,.359,177,366,.484,.495,134,164,.817,91,193,284,119,34,10,89,147,587,0,,johnsla02
73,Lindsey Hunter,28,DET,PG,49,49,1755,228,524,.435,59,153,.386,169,371,.456,.491,67,89,.753,26,142,168,193,86,8,92,126,582,0,,hunteli01
74,P.J. Brown,29,MIA,PF,50,50,1611,229,477,.480,0,0,,229,477,.480,.480,113,146,.774,115,231,346,66,46,48,69,166,571,0,DEF2,brownpj01
75,Sean Elliott,30,SAS,SF,50,50,1509,208,507,.410,39,119,.328,169,388,.436,.449,106,140,.757,35,178,213,117,26,17,71,104,561,0,,elliose01
76,Sam Mitchell,35,MIN,SF,50,20,1344,213,522,.408,9,38,.237,204,484,.421,.417,126,165,.764,55,127,182,98,35,16,34,111,561,0,,mitchsa01
77,Theo Ratliff,25,PHI,PF,50,50,1627,197,419,.470,0,0,,197,419,.470,.470,166,229,.725,139,268,407,30,45,149,92,180,560,0,DPOY-5DEF2,ratlith01
78,Otis Thorpe,36,WAS,PF,49,38,1539,240,440,.545,0,2,.000,240,438,.548,.545,74,106,.698,96,238,334,101,42,19,88,196,554,0,,thorpot01
79,John Stockton,36,UTA,PG,50,50,1410,200,410,.488,16,50,.320,184,360,.511,.507,137,169,.811,31,115,146,374,81,13,110,107,553,0,NBA3,stockjo01
80,Danny Fortson,22,DEN,PF,50,38,1417,191,386,.495,0,3,.000,191,383,.499,.495,168,231,.727,210,371,581,32,31,22,77,212,550,0,,fortsda01
81,Brian Grant,26,POR,PF,48,46,1525,183,382,.479,0,0,,183,382,.479,.479,184,226,.814,173,297,470,67,21,34,96,136,550,0,,grantbr01
82,Dee Brown,30,TOR,PG,49,0,1377,187,495,.378,135,349,.387,52,146,.356,.514,40,55,.727,15,88,103,143,56,8,80,75,549,0,6MOY-5,brownde01
83,Michael Dickerson,23,HOU,SG,50,50,1558,215,462,.465,71,164,.433,144,298,.483,.542,46,72,.639,26,57,83,95,27,11,66,90,547,0,,dickemi01
84,Jalen Rose,26,IND,SF,49,1,1238,200,496,.403,17,65,.262,183,431,.425,.420,125,158,.791,34,120,154,93,50,15,72,128,542,0,6MOY-3,roseja01
85,Dikembe Mutombo,32,ATL,C,50,50,1829,173,338,.512,0,0,,173,338,.512,.512,195,285,.684,192,418,610,57,16,147,94,145,541,0,DPOY-2DEF2,mutomdi01
86,Donyell Marshall,25,GSW,SF,48,20,1250,208,494,.421,26,72,.361,182,422,.431,.447,88,121,.727,115,227,342,66,47,37,80,123,530,0,,marshdo01
87,Terry Porter,35,MIA,PG,50,1,1365,172,370,.465,58,141,.411,114,229,.498,.543,123,148,.831,13,127,140,146,48,11,74,97,525,0,6MOY-5,portete01
88,Hersey Hawkins,32,SEA,SG,50,34,1644,171,408,.419,55,180,.306,116,228,.509,.487,119,132,.902,51,150,201,123,80,18,80,90,516,0,,hawkihe01
89,Bison Dele,29,DET,C,49,48,1177,216,431,.501,0,1,.000,216,430,.502,.501,81,118,.686,92,180,272,71,38,40,111,181,513,0,,delebi01
90,Eric Piatkowski,28,LAC,SG,49,38,1242,180,417,.432,65,165,.394,115,252,.456,.510,88,102,.863,39,101,140,53,44,6,53,86,513,0,,piatker01
91,Chris Mullin,35,IND,SF,50,50,1179,177,371,.477,73,157,.465,104,214,.486,.575,80,92,.870,25,135,160,81,47,13,60,101,507,0,,mullich01
92,Kevin Willis,36,TOR,C,42,38,1216,187,447,.418,0,2,.000,187,445,.420,.418,130,155,.839,109,241,350,67,28,28,86,134,504,0,,willike02
93,Tyrone Nesby,23,LAC,SF,50,36,1288,182,405,.449,35,96,.365,147,309,.476,.493,104,133,.782,57,118,175,82,77,20,53,143,503,0,,nesbyty01
94,Wesley Person,27,CLE,SG,45,42,1342,198,437,.453,75,200,.375,123,237,.519,.539,32,53,.604,19,123,142,80,37,16,41,52,503,0,,persowe01
95,Terrell Brandon,28,2TM,PG,36,34,1217,212,507,.418,12,47,.255,200,460,.435,.430,65,78,.833,27,107,134,309,63,10,74,82,501,0,,brandte01
95,Terrell Brandon,28,MIL,PG,15,14,505,85,208,.409,7,28,.250,78,180,.433,.425,26,31,.839,11,42,53,104,24,3,36,25,203,0,,brandte01
95,Terrell Brandon,28,MIN,PG,21,20,712,127,299,.425,5,19,.263,122,280,.436,.433,39,47,.830,16,65,81,205,39,7,38,57,298,0,,brandte01
96,Vitaly Potapenko,23,2TM,C,50,44,1394,204,412,.495,0,1,.000,204,411,.496,.495,91,155,.587,114,218,332,75,35,36,100,169,499,0,,potapvi01
96,Vitaly Potapenko,23,CLE,C,17,12,467,55,126,.437,0,1,.000,55,125,.440,.437,33,49,.673,23,71,94,16,11,16,28,53,143,0,,potapvi01
96,Vitaly Potapenko,23,BOS,C,33,32,927,149,286,.521,0,0,,149,286,.521,.521,58,106,.547,91,147,238,59,24,20,72,116,356,0,,potapvi01
97,Dale Ellis,38,SEA,SF,48,5,1232,174,395,.441,94,217,.433,80,178,.449,.559,53,70,.757,25,90,115,38,25,3,45,77,495,0,,ellisda01
98,Vernon Maxwell,33,SAC,SG,46,1,1007,164,421,.390,80,231,.346,84,190,.442,.485,84,114,.737,13,72,85,76,30,3,67,111,492,0,,maxweve01
99,Grant Long,32,ATL,PF,50,13,1380,151,359,.421,3,18,.167,148,341,.434,.425,184,235,.783,100,196,296,53,57,16,74,143,489,0,,longgr01
100,Avery Johnson,33,SAS,PG,50,50,1672,218,461,.473,1,12,.083,217,449,.483,.474,50,88,.568,22,96,118,369,51,11,112,101,487,0,,johnsav01
101,Cuttino Mobley,23,HOU,PG,49,37,1456,172,405,.425,53,148,.358,119,257,.463,.490,90,110,.818,22,89,111,121,44,23,79,98,487,0,,moblecu01
102,Derrick Coleman,31,CHH,PF,37,29,1178,168,406,.414,7,33,.212,161,373,.432,.422,143,190,.753,76,252,328,78,24,42,90,96,486,0,,colemde01
103,Chris Mills,29,GSW,SF,47,24,1395,186,453,.411,32,115,.278,154,338,.456,.446,79,96,.823,49,188,237,103,39,14,58,125,483,0,,millsch01
104,Tony Massenburg,31,VAN,PF,43,35,1143,189,388,.487,0,2,.000,189,386,.490,.487,103,155,.665,83,174,257,23,26,39,64,108,481,0,,masseto01
105,Isaac Austin,29,ORL,C,49,49,1259,185,453,.408,2,7,.286,183,446,.410,.411,105,157,.669,83,154,237,89,47,35,114,125,477,0,,austiis01
106,Alan Henderson,26,ATL,SF,38,37,1142,187,423,.442,0,1,.000,187,422,.443,.442,100,149,.671,100,150,250,28,33,19,58,96,474,0,,hendeal01
107,Glen Rice,31,LAL,SF,27,25,985,171,396,.432,53,135,.393,118,261,.452,.499,77,90,.856,9,90,99,71,17,6,45,67,472,0,,ricegl01
108,Sam Mack,28,2TM,SF,44,15,1083,167,384,.435,87,219,.397,80,165,.485,.548,51,58,.879,14,81,95,55,35,4,33,94,472,0,,macksa01
108,Sam Mack,28,VAN,SF,19,15,577,86,212,.406,42,108,.389,44,104,.423,.505,28,30,.933,7,46,53,23,20,1,20,53,242,0,,macksa01
108,Sam Mack,28,HOU,SF,25,0,506,81,172,.471,45,111,.405,36,61,.590,.602,23,28,.821,7,35,42,32,15,3,13,41,230,0,,macksa01
109,Vin Baker,27,SEA,PF,34,31,1162,198,437,.453,0,3,.000,198,434,.456,.453,72,160,.450,86,125,211,56,32,34,76,121,468,0,,bakervi01
110,Dana Barros,31,BOS,PG,50,16,1156,168,371,.453,64,160,.400,104,211,.493,.539,64,73,.877,16,89,105,208,52,5,88,64,464,0,,barroda01
111,Antonio Davis,30,IND,PF,49,1,1271,164,348,.471,0,0,,164,348,.471,.471,135,192,.703,116,228,344,33,22,42,50,136,463,0,6MOY-3,davisan01
112,Rex Chapman,31,PHO,SG,38,35,1183,165,459,.359,53,151,.351,112,308,.364,.417,76,91,.835,12,92,104,109,34,9,54,46,459,0,,chapmre01
113,Tracy McGrady,19,TOR,SF,49,2,1106,168,385,.436,8,35,.229,160,350,.457,.447,114,157,.726,120,158,278,113,52,66,80,94,458,0,,mcgratr01
114,Hubert Davis,28,DAL,SG,50,21,1378,174,397,.438,65,144,.451,109,253,.431,.520,44,50,.880,3,83,86,89,21,3,57,76,457,0,,davishu01
115,Dickey Simpkins,26,CHI,C,50,35,1448,150,324,.463,0,1,.000,150,323,.464,.463,156,242,.645,110,229,339,65,36,13,72,128,456,0,,simpkdi01
116,Bimbo Coles,30,GSW,PG,48,32,1272,183,414,.442,6,25,.240,177,389,.455,.449,83,101,.822,21,96,117,222,45,11,82,113,455,0,,colesbi01
117,Mario Elie,35,SAS,SG,47,37,1291,156,331,.471,40,107,.374,116,224,.518,.532,103,119,.866,36,101,137,89,46,12,61,91,455,0,,eliema01
118,Larry Hughes,20,PHI,SG,50,1,988,170,414,.411,8,52,.154,162,362,.448,.420,107,151,.709,83,106,189,77,44,14,68,97,455,0,,hughela01
119,Tariq Abdul-Wahad,24,SAC,SG,49,49,1205,177,407,.435,6,21,.286,171,386,.443,.442,94,136,.691,72,114,186,50,50,16,70,121,454,0,,abdulta01
120,Terry Cummings,37,GSW,PF,50,0,1011,186,424,.439,1,1,1.000,185,423,.437,.440,81,114,.711,95,160,255,58,46,10,58,168,454,0,,cummite01
121,Cedric Henderson,23,CLE,SF,50,48,1517,189,453,.417,2,12,.167,187,441,.424,.419,74,91,.813,45,152,197,113,58,24,97,136,454,0,,hendece02
122,Danny Manning,32,PHO,PF,50,5,1184,187,386,.484,1,9,.111,186,377,.493,.486,78,112,.696,62,157,219,113,36,38,69,129,453,0,,mannida01
123,Antawn Jamison,22,GSW,SF,47,24,1058,178,394,.452,3,10,.300,175,384,.456,.456,90,153,.588,131,170,301,34,38,16,68,102,449,0,,jamisan01
124,Walt Williams,28,POR,SF,48,16,1044,147,347,.424,63,144,.438,84,203,.414,.514,89,107,.832,36,107,143,80,37,28,63,101,446,0,,williwa02
125,Horace Grant,33,ORL,PF,50,50,1660,198,456,.434,0,2,.000,198,454,.436,.434,47,70,.671,117,234,351,90,46,60,44,99,443,0,,grantho01
126,Erick Dampier,23,GSW,C,50,50,1414,161,414,.389,0,0,,161,414,.389,.389,120,204,.588,164,218,382,54,26,58,92,165,442,0,,dampier01
127,Felipe López,24,VAN,SG,47,32,1218,169,379,.446,12,44,.273,157,335,.469,.462,87,135,.644,69,97,166,62,49,14,82,128,437,0,,lopezfe01
128,Joe Dumars,35,DET,SG,38,38,1116,144,350,.411,89,221,.403,55,129,.426,.539,51,61,.836,12,56,68,134,23,2,53,51,428,0,,dumarjo01
129,George McCloud,31,PHO,SF,48,16,1245,142,324,.438,69,166,.416,73,158,.462,.545,75,87,.862,34,128,162,79,45,14,49,128,428,0,,mccloge01
130,Shandon Anderson,25,UTA,SG,50,2,1072,162,363,.446,14,41,.341,148,322,.460,.466,89,125,.712,49,83,132,56,39,10,66,89,427,0,,andersh01
131,Dell Curry,34,MIL,SG,42,0,864,163,336,.485,69,145,.476,94,191,.492,.588,28,34,.824,18,67,85,48,36,3,45,42,423,0,6MOY-5,curryde01
132,Shawn Bradley,26,DAL,C,49,33,1294,167,348,.480,0,4,.000,167,344,.485,.480,86,115,.748,130,262,392,40,35,159,56,153,420,0,,bradlsh01
133,Lawrence Funderburke,28,SAC,PF,47,2,936,167,299,.559,1,5,.200,166,294,.565,.560,85,120,.708,101,121,222,30,22,23,52,77,420,0,,fundela01
134,Jim Jackson,28,POR,SG,49,9,1175,152,370,.411,25,90,.278,127,280,.454,.445,85,101,.842,36,123,159,128,43,6,82,80,414,0,,jacksji01
135,Eric Snow,25,PHI,PG,48,48,1716,149,348,.428,5,21,.238,144,327,.440,.435,110,150,.733,25,137,162,301,100,1,111,149,413,0,,snower01
136,Kenny Anderson,28,BOS,PG,34,33,1010,161,357,.451,6,24,.250,155,333,.465,.459,84,101,.832,24,79,103,193,33,2,71,78,412,0,,anderke01
137,Brent Barry,27,CHI,SG,37,30,1181,141,356,.396,52,172,.302,89,184,.484,.469,78,101,.772,39,105,144,116,42,11,72,98,412,0,,barrybr01
138,John Wallace,24,TOR,SF,48,3,812,153,354,.432,0,0,,153,354,.432,.432,105,150,.700,54,117,171,46,12,43,70,92,411,0,,wallajo01
139,Derek Anderson,24,CLE,SG,38,13,978,125,314,.398,21,69,.304,104,245,.424,.432,138,165,.836,20,89,109,145,48,4,82,73,409,0,,anderde01
140,Matt Harpring,22,ORL,SF,50,22,1114,148,320,.463,10,25,.400,138,295,.468,.478,102,143,.713,88,126,214,45,30,6,73,112,408,0,,harprma01
141,Chucky Brown,30,CHH,PF,48,21,1192,176,373,.472,15,40,.375,161,333,.483,.492,40,59,.678,36,138,174,57,16,19,38,106,407,0,,brownch01
142,Mark Bryant,33,CHI,PF,45,29,1204,168,348,.483,0,1,.000,168,347,.484,.483,71,110,.645,92,140,232,48,34,16,68,149,407,0,,bryanma01
143,Kurt Thomas,26,NYK,PF,50,44,1182,170,368,.462,0,1,.000,170,367,.463,.462,66,108,.611,82,204,286,55,45,17,73,159,406,0,,thomaku01
144,Peja Stojaković,21,SAC,SF,48,1,1025,141,373,.378,57,178,.320,84,195,.431,.454,63,74,.851,43,100,143,72,41,7,53,43,402,0,,stojape01
145,Michael Olowokandi,23,LAC,C,45,36,1279,172,399,.431,0,0,,172,399,.431,.431,57,118,.483,120,237,357,25,27,55,85,137,401,0,,olowomi01
146,Othella Harrington,25,HOU,PF,41,10,903,156,304,.513,0,0,,156,304,.513,.513,88,122,.721,72,174,246,15,6,25,61,103,400,0,,harriot01
147,Dale Davis,29,IND,PF,50,50,1374,161,302,.533,0,0,,161,302,.533,.533,76,123,.618,155,261,416,22,20,57,43,115,398,0,,davisda01
148,Clarence Weatherspoon,28,MIA,SF,49,3,1040,141,264,.534,0,0,,141,264,.534,.534,115,143,.804,72,171,243,34,28,17,61,107,397,0,,weathcl01
