Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
149,Rick Fox,29,LAL,SF,44,1,944,148,330,.448,32,95,.337,116,235,.494,.497,66,89,.742,26,63,89,89,28,10,56,114,394,0,,foxri01
150,Ron Harper,35,CHI,SG,35,35,1107,147,390,.377,27,85,.318,120,305,.393,.412,71,101,.703,49,131,180,115,60,35,65,80,392,0,,harpero01
151,Calbert Cheaney,27,WAS,SG,50,18,1266,172,415,.414,8,37,.216,164,378,.434,.424,33,67,.493,33,108,141,73,39,16,42,146,385,0,,cheanca01
152,Dirk Nowitzki,20,DAL,PF,47,24,958,136,336,.405,14,68,.206,122,268,.455,.426,99,128,.773,41,121,162,47,29,27,73,105,385,0,,nowitdi01
153,Charlie Ward,28,NYK,PG,50,50,1556,135,334,.404,53,149,.356,82,185,.443,.484,55,78,.705,23,149,172,271,103,8,131,105,378,0,,wardch01
154,Mark Jackson,33,IND,PG,49,49,1382,138,329,.419,32,103,.311,106,226,.469,.468,65,79,.823,33,151,184,386,42,3,99,58,373,1,MVP-16,jacksma01
155,Brevin Knight,23,CLE,PG,39,38,1186,134,315,.425,0,5,.000,134,310,.432,.425,105,141,.745,16,115,131,302,70,7,105,115,373,0,,knighbr01
156,Andrew DeClercq,25,2TM,C,47,32,1102,138,276,.500,0,0,,138,276,.500,.500,95,141,.674,104,151,255,31,50,29,54,161,371,0,,declean01
156,Andrew DeClercq,25,BOS,C,14,1,258,28,57,.491,0,0,,28,57,.491,.491,19,29,.655,33,30,63,10,13,9,22,51,75,0,,declean01
156,Andrew DeClercq,25,CLE,C,33,31,844,110,219,.502,0,0,,110,219,.502,.502,76,112,.679,71,121,192,21,37,20,32,110,296,0,,declean01
157,J.R. Reid,30,2TM,PF,41,26,1029,132,277,.477,0,1,.000,132,276,.478,.477,105,137,.766,45,167,212,48,37,10,51,135,369,0,,reidjr01
157,J.R. Reid,30,CHH,PF,16,16,556,88,169,.521,0,0,,88,169,.521,.521,67,84,.798,21,92,113,25,22,10,28,63,243,0,,reidjr01
157,J.R. Reid,30,LAL,PF,25,10,473,44,108,.407,0,1,.000,44,107,.411,.407,38,53,.717,24,75,99,23,15,0,23,72,126,0,,reidjr01
158,Howard Eisley,26,UTA,PG,50,0,1038,140,314,.446,21,50,.420,119,264,.451,.479,67,80,.838,12,82,94,185,30,2,109,122,368,0,6MOY-8,eisleho01
159,Olden Polynice,34,SEA,C,48,47,1481,169,358,.472,1,1,1.000,168,357,.471,.473,29,94,.309,184,241,425,43,20,30,49,150,368,0,,polynol01
160,Tim Thomas,21,2TM,SF,50,26,812,132,279,.473,21,68,.309,111,211,.526,.511,73,112,.652,49,77,126,46,26,12,46,107,358,0,,thomati01
160,Tim Thomas,21,PHI,SF,17,0,188,27,67,.403,5,19,.263,22,48,.458,.440,19,24,.792,7,26,33,15,3,3,15,21,78,0,,thomati01
160,Tim Thomas,21,MIL,SF,33,26,624,105,212,.495,16,49,.327,89,163,.546,.533,54,88,.614,42,51,93,31,23,9,31,86,280,0,,thomati01
161,George Lynch,28,PHI,SF,43,43,1315,147,349,.421,9,23,.391,138,326,.423,.434,53,84,.631,110,169,279,76,85,22,79,142,356,0,,lynchge01
162,Jamal Mashburn,26,MIA,SF,24,23,855,134,297,.451,13,30,.433,121,267,.453,.473,75,104,.721,24,122,146,75,20,3,60,58,356,0,,mashbja01
163,Jerome Williams,25,DET,PF,50,10,1154,124,248,.500,0,0,,124,248,.500,.500,107,159,.673,158,191,349,23,63,7,41,108,355,0,,willije01
164,Bobby Jackson,25,MIN,PG,50,12,941,141,348,.405,10,27,.370,131,321,.408,.420,61,79,.772,43,92,135,167,39,3,75,75,353,0,,jacksbo01
165,Tyrone Corbin,36,ATL,SF,47,6,1066,131,335,.391,38,119,.319,93,216,.431,.448,52,80,.650,37,108,145,43,31,7,43,74,352,0,,corbity01
166,Danny Ferry,32,CLE,PF,50,10,1058,141,296,.476,38,97,.392,103,199,.518,.541,29,33,.879,16,86,102,53,23,10,39,113,349,0,,ferryda01
167,Charles Oakley,35,TOR,PF,50,50,1633,140,327,.428,1,5,.200,139,322,.432,.430,67,83,.807,96,278,374,168,46,21,96,182,348,0,,oaklech01
168,Rodney Rogers,27,LAC,SF,47,7,968,131,297,.441,18,63,.286,113,234,.483,.471,68,101,.673,65,114,179,77,47,22,66,140,348,0,,rogerro01
169,Travis Best,26,IND,PG,49,0,1043,127,305,.416,22,59,.373,105,246,.427,.452,70,83,.843,19,61,80,169,42,4,62,111,346,0,,besttr01
170,Randy Brown,30,CHI,PG,39,32,1139,132,319,.414,0,10,.000,132,309,.427,.414,78,103,.757,27,105,132,149,68,8,80,93,342,0,,brownra02
171,Luc Longley,30,PHO,C,39,39,933,140,290,.483,0,0,,140,290,.483,.483,59,76,.776,59,162,221,45,23,21,53,119,339,0,,longllu01
172,Dan Majerle,33,MIA,SG,48,48,1624,118,298,.396,68,203,.335,50,95,.526,.510,33,46,.717,21,187,208,150,38,7,55,100,337,0,,majerda01
173,Tony Battie,22,BOS,C,50,15,1121,147,283,.519,0,3,.000,147,280,.525,.519,41,61,.672,96,204,300,53,29,71,45,159,335,0,,battito01
174,Marcus Camby,24,NYK,C,46,0,945,136,261,.521,0,0,,136,261,.521,.521,57,103,.553,102,151,253,12,29,74,39,131,329,0,,cambyma01
175,Chris Childs,31,NYK,PG,48,0,1297,114,267,.427,36,94,.383,78,173,.451,.494,64,78,.821,18,115,133,193,44,1,85,156,328,0,,childch01
176,Tyrone Hill,30,2TM,PF,38,23,1104,122,268,.455,0,0,,122,268,.455,.455,81,150,.540,115,172,287,35,34,16,59,145,325,0,,hillty01
176,Tyrone Hill,30,MIL,PF,17,17,517,50,118,.424,0,0,,50,118,.424,.424,46,81,.568,51,83,134,17,18,8,24,68,146,0,,hillty01
176,Tyrone Hill,30,PHI,PF,21,6,587,72,150,.480,0,0,,72,150,.480,.480,35,69,.507,64,89,153,18,16,8,35,77,179,0,,hillty01
177,Bryant Stith,28,DEN,SG,46,32,1194,114,290,.393,31,106,.292,83,184,.451,.447,61,71,.859,30,77,107,82,28,15,45,65,320,0,,stithbr01
178,Greg Anthony,31,POR,PG,50,0,806,104,251,.414,49,125,.392,55,126,.437,.512,62,89,.697,14,49,63,100,66,3,55,75,319,0,,anthogr01
179,Lorenzen Wright,23,LAC,C,48,15,1135,119,260,.458,0,1,.000,119,259,.459,.458,81,117,.692,142,219,361,33,26,36,48,162,319,0,,wrighlo02
180,Steve Nash,24,DAL,PG,40,40,1269,114,314,.363,49,131,.374,65,183,.355,.441,38,46,.826,32,82,114,219,37,2,83,98,315,0,,nashst01
181,Derek Harper,37,LAL,PG,45,29,1120,120,291,.412,43,117,.368,77,174,.443,.486,26,32,.813,13,54,67,187,44,4,52,66,309,0,,harpede01
182,Jason Caffey,25,GSW,PF,35,32,876,123,277,.444,0,1,.000,123,276,.446,.444,62,98,.633,79,126,205,18,24,9,75,113,308,0,,caffeja01
183,Kornél Dávid,27,CHI,SF,50,6,902,109,243,.449,0,1,.000,109,242,.450,.449,90,111,.811,70,103,173,40,23,17,48,88,308,0,,davidko01
184,Michael Doleac,21,ORL,C,49,0,780,125,267,.468,0,0,,125,267,.468,.468,54,80,.675,66,82,148,20,19,17,26,117,304,0,,doleami01
185,Johnny Newman,35,CLE,SF,50,2,949,106,251,.422,23,61,.377,83,190,.437,.468,68,84,.810,15,60,75,41,28,12,41,126,303,0,,newmajo01
186,Chuck Person,34,CHH,SF,50,21,990,112,289,.388,55,157,.350,57,132,.432,.483,24,32,.750,17,115,132,60,20,8,41,90,303,0,,persoch01
187,Jaren Jackson,31,SAS,SG,47,13,861,108,284,.380,53,147,.361,55,137,.401,.474,32,39,.821,21,78,99,49,41,9,37,63,301,0,,jacksja01
188,Derek Fisher,24,LAL,PG,50,21,1131,99,263,.376,38,97,.392,61,166,.367,.449,60,79,.759,21,70,91,197,61,1,77,95,296,0,,fishede01
189,Darrick Martin,27,LAC,PG,37,25,941,102,278,.367,31,106,.292,71,172,.413,.423,61,76,.803,5,43,48,144,43,4,67,82,296,0,,martida01
190,Brent Price,30,HOU,PG,40,6,806,100,207,.483,46,112,.411,54,95,.568,.594,46,61,.754,18,60,78,113,33,1,65,90,292,0,,pricebr01
191,Chris Crawford,23,ATL,PF,42,30,784,110,255,.431,11,33,.333,99,222,.446,.453,57,70,.814,37,53,90,24,10,13,48,106,288,0,,crawfch01
192,Malik Rose,24,SAS,PF,47,0,608,93,201,.463,0,1,.000,93,200,.465,.463,98,146,.671,90,92,182,29,40,22,56,120,284,0,,rosema01
193,Vinny Del Negro,32,MIL,PG,48,7,1093,114,270,.422,13,30,.433,101,240,.421,.446,40,50,.800,14,88,102,174,33,3,55,62,281,0,,delnevi01
194,Armen Gilliam,34,MIL,PF,34,5,668,101,223,.453,0,1,.000,101,222,.455,.453,79,101,.782,33,93,126,19,22,12,36,48,281,0,,gilliar01
195,Ben Wallace,24,WAS,C,46,16,1231,115,199,.578,0,0,,115,199,.578,.578,47,132,.356,137,247,384,18,50,90,36,111,277,0,,wallabe01
196,Eric Williams,26,DEN,SF,38,8,780,80,219,.365,6,26,.231,74,193,.383,.379,111,139,.799,34,47,81,37,27,8,49,76,277,0,,willier01
197,Jud Buechler,30,DET,SF,50,0,1056,100,240,.417,61,148,.412,39,92,.424,.544,13,18,.722,29,104,133,57,37,13,21,83,274,0,,buechju01
198,Greg Ostertag,25,UTA,C,48,48,1340,99,208,.476,0,0,,99,208,.476,.476,75,121,.620,105,243,348,23,12,131,45,140,273,0,,ostergr01
199,Chris Gatling,31,2TM,C,48,3,775,117,265,.442,1,8,.125,116,257,.451,.443,37,93,.398,52,127,179,32,32,10,62,118,272,0,,gatlich01
199,Chris Gatling,31,NJN,C,18,2,281,36,97,.371,0,1,.000,36,96,.375,.371,12,24,.500,21,44,65,12,8,4,29,40,84,0,,gatlich01
199,Chris Gatling,31,MIL,C,30,1,494,81,168,.482,1,7,.143,80,161,.497,.485,25,69,.362,31,83,114,20,24,6,33,78,188,0,,gatlich01
200,Bryant Reeves,25,VAN,C,25,14,702,102,251,.406,0,1,.000,102,250,.408,.406,67,116,.578,50,88,138,37,13,8,47,103,271,0,,reevebr01
201,Dean Garrett,32,MIN,C,49,37,1054,116,231,.502,0,0,,116,231,.502,.502,38,51,.745,99,158,257,28,30,45,29,113,270,0,,garrede01
202,Anthony Peeler,29,MIN,SG,28,28,810,103,272,.379,34,114,.298,69,158,.437,.441,30,41,.732,30,54,84,78,35,6,38,60,270,0,,peelean01
203,Cherokee Parks,26,VAN,C,48,41,1118,118,275,.429,0,1,.000,118,274,.431,.429,30,55,.545,75,168,243,36,28,28,49,114,266,0,,parksch02
204,Cory Alexander,25,DEN,PG,36,4,778,97,260,.373,30,105,.286,67,155,.432,.431,37,44,.841,7,67,74,119,35,5,69,77,261,0,,alexaco01
205,Robert Traylor,21,MIL,C,49,43,786,108,201,.537,0,1,.000,108,200,.540,.537,43,80,.538,80,102,182,38,44,44,42,140,259,0,,traylro01
206,Ervin Johnson,31,MIL,C,50,7,1027,96,189,.508,0,0,,96,189,.508,.508,64,105,.610,120,200,320,19,29,57,47,151,256,0,,johnser02
207,Malik Sealy,28,MIN,SF,31,7,731,95,231,.411,6,23,.261,89,208,.428,.424,55,61,.902,23,69,92,36,30,5,33,68,251,0,,sealyma01
208,Erick Strickland,25,DAL,SG,33,2,567,89,221,.403,18,59,.305,71,162,.438,.443,53,65,.815,12,71,83,64,40,2,36,44,249,0,,stricer01
209,Alvin Williams,24,TOR,PG,50,45,1051,95,237,.401,14,42,.333,81,195,.415,.430,44,52,.846,19,63,82,130,51,12,56,94,248,0,,willial02
210,Sherman Douglas,32,LAC,PG,30,19,842,96,219,.438,0,11,.000,96,208,.462,.438,55,87,.632,16,42,58,124,27,3,61,54,247,0,,douglsh01
211,Tony Delk,25,GSW,PG,36,13,630,92,253,.364,16,66,.242,76,187,.406,.395,46,71,.648,11,43,54,95,16,6,45,47,246,0,,delkto01
212,A.C. Green,35,DAL,PF,50,35,924,108,256,.422,0,8,.000,108,248,.435,.422,30,52,.577,82,146,228,25,28,8,19,69,246,0,,greenac01
213,Michael Curry,30,MIL,SF,50,4,1146,90,206,.437,1,15,.067,89,191,.466,.439,63,79,.797,19,89,108,78,42,7,37,135,244,0,DPOY-7,currymi01
214,Anthony Johnson,24,ATL,PG,49,2,885,91,225,.404,5,19,.263,86,206,.417,.416,57,82,.695,16,59,75,107,35,7,65,67,244,0,,johnsan02
215,Don Reid,25,DET,PF,47,30,935,97,174,.557,0,0,,97,174,.557,.557,48,79,.608,66,104,170,33,27,43,36,156,242,0,,reiddo01
216,Jayson Williams,30,NJN,C,30,30,1020,97,218,.445,0,2,.000,97,216,.449,.445,48,85,.565,147,213,360,33,24,60,46,126,242,0,,willija01
217,Aaron McKie,26,PHI,SG,50,4,959,95,237,.401,6,31,.194,89,206,.432,.414,44,62,.710,27,113,140,100,63,3,57,90,240,0,,mckieaa01
218,Brad Miller,22,CHH,C,38,0,469,78,138,.565,1,2,.500,77,136,.566,.569,81,102,.794,35,82,117,22,9,18,32,65,238,0,,millebr01
219,Sam Perkins,37,IND,PF,48,0,789,80,200,.400,35,90,.389,45,110,.409,.488,43,60,.717,36,102,138,25,15,14,22,74,238,0,,perkisa01
220,Dennis Scott,30,2TM,SF,36,9,738,87,213,.408,37,97,.381,50,116,.431,.495,23,31,.742,8,50,58,40,15,3,19,49,234,0,,scottde01
220,Dennis Scott,30,NYK,SF,15,0,206,17,56,.304,8,29,.276,9,27,.333,.375,1,4,.250,3,17,20,8,3,1,5,17,43,0,,scottde01
220,Dennis Scott,30,MIN,SF,21,9,532,70,157,.446,29,68,.426,41,89,.461,.538,22,27,.815,5,33,38,32,12,2,14,32,191,0,,scottde01
221,Tracy Murray,27,WAS,SF,36,0,653,83,237,.350,33,103,.320,50,134,.373,.420,34,42,.810,18,63,81,27,21,6,29,65,233,0,,murratr01
222,Michael Smith,26,VAN,PF,48,10,1098,77,144,.535,0,1,.000,77,143,.538,.535,76,128,.594,135,215,350,48,46,18,60,107,230,0,,smithmi02
223,Samaki Walker,22,DAL,PF,39,2,568,88,190,.463,0,1,.000,88,189,.466,.463,53,98,.541,46,97,143,6,9,16,37,87,229,0,,walkesa01
224,Derek Strong,30,ORL,PF,44,0,695,76,180,.422,0,2,.000,76,178,.427,.422,71,99,.717,66,95,161,17,15,7,37,64,223,0,,stronde01
225,Robert Pack,29,DAL,PG,25,0,468,75,174,.431,0,4,.000,75,170,.441,.431,72,88,.818,9,27,36,81,20,1,49,41,222,0,,packro01
226,Eldridge Recasner,31,CHH,PG,44,2,708,82,184,.446,24,60,.400,58,124,.468,.511,34,39,.872,20,57,77,91,17,1,58,66,222,0,,recasel01
227,Antonio Daniels,23,SAS,PG,47,0,614,83,183,.454,5,17,.294,78,166,.470,.467,49,65,.754,13,41,54,106,30,6,44,39,220,0,,daniean01
228,Pat Garrity,22,PHO,PF,39,9,538,85,170,.500,7,18,.389,78,152,.513,.521,40,56,.714,26,49,75,18,8,3,20,62,217,0,,garripa01
229,Greg Minor,27,BOS,SG,44,7,765,85,204,.417,8,28,.286,77,176,.438,.436,36,48,.750,31,86,117,50,20,6,38,69,214,0,,minorgr01
230,Bob Sura,25,CLE,PG,50,6,841,70,210,.333,9,45,.200,61,165,.370,.355,65,103,.631,21,81,102,152,46,14,67,98,214,0,,surabo01
231,Jon Barry,29,SAC,SG,43,0,736,59,138,.428,24,79,.304,35,59,.593,.514,71,84,.845,25,71,96,112,53,5,47,61,213,0,,barryjo01
232,Scott Burrell,28,NJN,SF,32,10,706,75,208,.361,28,72,.389,47,136,.346,.428,34,42,.810,32,87,119,45,40,11,23,82,212,0,,burresc01
233,Tom Hammonds,31,MIN,PF,49,0,716,82,179,.458,0,0,,82,179,.458,.458,48,75,.640,54,82,136,20,8,7,32,88,212,0,,hammoto01
234,Ricky Davis,19,CHH,SG,46,1,557,81,200,.405,2,12,.167,79,188,.420,.410,45,59,.763,40,44,84,58,30,7,54,46,209,0,,davisri01
235,Stacey Augmon,30,POR,SF,48,21,874,78,174,.448,0,2,.000,78,172,.453,.448,52,76,.684,47,78,125,58,57,18,30,81,208,0,,augmost01
236,DeJuan Wheat,25,VAN,PG,46,0,590,73,193,.378,22,60,.367,51,133,.383,.435,40,55,.727,11,34,45,102,26,2,48,59,208,0,,wheatde01
237,Johnny Taylor,24,DEN,SF,36,9,724,82,198,.414,26,68,.382,56,130,.431,.480,17,23,.739,30,71,101,24,28,17,34,97,207,0,,taylojo01
238,Chris Carr,24,2TM,SG,39,4,445,76,205,.371,28,75,.373,48,130,.369,.439,27,40,.675,23,48,71,23,8,2,28,45,207,0,,carrch01
238,Chris Carr,24,MIN,SG,11,2,81,9,26,.346,3,9,.333,6,17,.353,.404,2,4,.500,0,12,12,7,1,1,4,9,23,0,,carrch01
238,Chris Carr,24,NJN,SG,28,2,364,67,179,.374,25,66,.379,42,113,.372,.444,25,36,.694,23,36,59,16,7,1,24,36,184,0,,carrch01
239,Eric Washington,24,DEN,SG,38,6,761,73,184,.397,37,97,.381,36,87,.414,.497,22,32,.688,35,54,89,30,25,18,34,87,205,0,,washier01
240,LaPhonso Ellis,28,ATL,PF,20,20,539,80,190,.421,1,5,.200,79,185,.427,.424,43,61,.705,25,84,109,18,8,7,34,48,204,0,,ellisla01
241,Rusty LaRue,25,CHI,PG,43,6,732,78,217,.359,30,89,.337,48,128,.375,.429,17,17,1.000,9,47,56,63,33,3,34,66,203,0,,larueru01
242,Bo Outlaw,27,ORL,PF,31,22,851,84,154,.545,0,3,.000,84,151,.556,.545,35,81,.432,54,113,167,56,40,43,58,79,203,0,,outlabo01
243,Haywoode Workman,33,MIL,PG,29,29,815,73,170,.429,17,47,.362,56,123,.455,.479,37,47,.787,14,88,102,172,32,1,63,53,200,0,,workmha01
244,Lucious Harris,28,NJN,SG,36,5,602,73,181,.403,11,50,.220,62,131,.473,.434,36,48,.750,21,46,67,31,18,7,18,52,193,0,,harrilu01
245,Steve Kerr,33,SAS,PG,44,0,734,68,174,.391,25,80,.313,43,94,.457,.463,31,35,.886,6,38,44,49,23,3,22,28,192,0,,kerrst01
246,Robert Horry,28,LAL,PF,38,5,744,67,146,.459,20,45,.444,47,101,.465,.527,34,46,.739,56,96,152,56,36,39,49,103,188,0,,horryro01
247,Chris Whitney,27,WAS,PG,39,1,441,64,156,.410,32,95,.337,32,61,.525,.513,27,31,.871,8,39,47,69,18,2,36,49,187,0,,whitnch01
248,Don MacLean,29,SEA,PF,17,10,365,63,159,.396,9,33,.273,54,126,.429,.425,50,80,.625,18,47,65,16,5,5,25,34,185,0,,macledo01
249,Chris Morris,33,PHO,SF,44,2,535,64,149,.430,16,56,.286,48,93,.516,.483,40,46,.870,54,67,121,23,16,11,21,54,184,0,,morrich01
250,Muggsy Bogues,34,GSW,PG,36,5,714,76,154,.494,0,6,.000,76,148,.514,.494,31,36,.861,16,57,73,134,43,1,47,44,183,0,,boguemu01
251,James Robinson,28,2TM,PG,31,0,506,67,185,.362,21,74,.284,46,111,.414,.419,28,41,.683,18,44,62,56,22,8,44,60,183,0,,robinja02
251,James Robinson,28,LAC,PG,14,0,280,39,98,.398,8,30,.267,31,68,.456,.439,20,27,.741,10,17,27,18,14,3,16,29,106,0,,robinja02
251,James Robinson,28,MIN,PG,17,0,226,28,87,.322,13,44,.295,15,43,.349,.397,8,14,.571,8,27,35,38,8,5,28,31,77,0,,robinja02
252,Thurl Bailey,37,UTA,PF,43,0,543,78,175,.446,0,2,.000,78,173,.451,.446,25,34,.735,36,58,94,26,9,28,27,78,181,0,,baileth01
253,Walter McCarty,24,BOS,PF,32,4,659,64,177,.362,13,50,.260,51,127,.402,.398,40,57,.702,36,79,115,40,24,13,40,88,181,0,,mccarwa01
254,Jamie Feick,24,2TM,C,28,16,852,67,134,.500,0,0,,67,134,.500,.500,43,60,.717,112,176,288,24,25,18,34,73,177,0,,feickja01
254,Jamie Feick,24,MIL,C,2,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,2,2,0,0,0,0,0,0,0,,feickja01
254,Jamie Feick,24,NJN,PF,26,16,849,67,133,.504,0,0,,67,133,.504,.504,43,60,.717,112,174,286,24,25,18,34,73,177,0,,feickja01
255,Adam Keefe,28,UTA,PF,44,0,642,56,124,.452,0,4,.000,56,120,.467,.452,62,89,.697,51,91,142,28,16,12,33,63,174,0,,keefead01
256,Cory Carr,23,CHI,SG,42,7,624,71,216,.329,5,30,.167,66,186,.355,.340,24,32,.750,8,41,49,66,21,7,46,66,171,0,,carrco01
257,Troy Hudson,22,LAC,PG,25,6,524,60,150,.400,15,47,.319,45,103,.437,.450,34,38,.895,15,40,55,92,11,2,38,28,169,0,,hudsotr01
258,John Thomas,23,TOR,C,39,11,593,71,123,.577,0,1,.000,71,122,.582,.577,27,48,.563,65,69,134,15,17,9,21,82,169,0,,thomajo02
259,Mitchell Butler,28,CLE,SG,31,1,418,67,139,.482,11,29,.379,56,110,.509,.522,23,32,.719,13,31,44,22,15,4,29,41,168,0,,butlemi02
260,Pete Chilcutt,30,VAN,PF,46,0,697,63,172,.366,26,68,.382,37,104,.356,.442,14,17,.824,29,88,117,30,22,12,28,52,166,0,,chilcpe01
261,Raef LaFrentz,22,DEN,C,12,12,387,59,129,.457,12,31,.387,47,98,.480,.504,36,48,.750,33,58,91,8,9,17,9,38,166,0,,lafrera01
262,Cedric Ceballos,29,DAL,SF,13,5,352,59,140,.421,11,28,.393,48,112,.429,.461,34,49,.694,23,62,85,12,7,5,28,23,163,0,,cebalce01
263,Billy Owens,29,SEA,SF,21,19,451,65,165,.394,5,11,.455,60,154,.390,.409,28,35,.800,35,45,80,38,12,4,33,37,163,0,,owensbi01
264,Roshown McLeod,23,ATL,SF,34,0,348,62,163,.380,1,10,.100,61,153,.399,.383,37,45,.822,12,38,50,14,2,1,23,24,162,0,,mcleoro01
265,John Crotty,29,2TM,PG,27,0,382,51,124,.411,14,36,.389,37,88,.420,.468,43,50,.860,8,23,31,63,11,0,33,31,159,0,,crottjo01
265,John Crotty,29,POR,PG,3,0,19,4,8,.500,1,1,1.000,3,7,.429,.563,3,3,1.000,0,1,1,5,2,0,0,1,12,0,,crottjo01
265,John Crotty,29,SEA,PG,24,0,363,47,116,.405,13,35,.371,34,81,.420,.461,40,47,.851,8,22,30,58,9,0,33,30,147,0,,crottjo01
266,Aaron Williams,27,SEA,PF,40,2,458,52,123,.423,0,1,.000,52,122,.426,.423,54,74,.730,54,74,128,22,14,24,30,75,158,0,,williaa01
267,Travis Knight,24,LAL,C,37,23,525,67,130,.515,0,1,.000,67,129,.519,.515,22,29,.759,34,94,128,31,21,27,35,108,156,0,,knightr01
268,Kelvin Cato,24,POR,C,43,0,545,58,129,.450,1,1,1.000,57,128,.445,.453,34,67,.507,49,101,150,19,23,56,27,100,151,0,,catoke01
269,Harvey Grant,33,PHI,PF,47,10,798,62,168,.369,1,6,.167,61,162,.377,.372,21,29,.724,36,74,110,23,20,16,21,73,146,0,,grantha01
270,Ed Gray,23,ATL,SG,30,3,337,53,182,.291,12,42,.286,41,140,.293,.324,28,37,.757,7,21,28,12,12,1,29,30,146,0,,grayed01
271,Jerome Kersey,36,SAS,SF,45,0,699,68,200,.340,3,14,.214,65,186,.349,.348,6,14,.429,42,88,130,41,37,14,30,92,145,0,,kerseje01
272,Bill Wennington,35,CHI,C,38,3,451,62,178,.348,1,1,1.000,61,177,.345,.351,18,22,.818,20,59,79,18,13,12,17,79,143,0,,wennibi01
273,Todd Fuller,24,UTA,C,42,2,462,56,124,.452,0,0,,56,124,.452,.452,30,50,.600,28,73,101,6,6,14,27,60,142,0,,fulleto02
274,Chris Anstey,24,DAL,C,41,4,470,50,139,.360,0,7,.000,50,132,.379,.360,34,48,.708,35,62,97,27,18,13,26,98,134,0,,anstech01
275,Dominique Wilkins,39,ORL,SF,27,2,252,50,132,.379,5,19,.263,45,113,.398,.398,29,42,.690,30,41,71,16,4,1,23,19,134,0,,wilkido01
276,Jelani McCoy,21,SEA,C,26,0,331,56,76,.737,0,0,,56,76,.737,.737,21,42,.500,27,52,79,4,11,20,10,42,133,0,,mccoyje01
277,Jeff McInnis,24,WAS,PG,35,6,427,50,134,.373,9,35,.257,41,99,.414,.407,21,28,.750,9,12,21,73,19,1,30,36,130,0,,mcinnje01
278,Adonal Foyle,23,GSW,C,44,0,614,52,121,.430,0,0,,52,121,.430,.430,25,51,.490,79,115,194,18,15,43,31,90,129,0,,foylead01
279,Vladimir Stepania,22,SEA,C,23,6,313,53,125,.424,0,3,.000,53,122,.434,.424,21,40,.525,27,48,75,12,10,23,32,58,127,0,,stepavl01
280,Loy Vaught,30,DET,PF,37,10,481,59,155,.381,0,1,.000,59,154,.383,.381,9,14,.643,36,110,146,11,15,6,17,54,127,0,,vaughlo01
281,Sam Cassell,29,2TM,PG,8,3,199,39,93,.419,2,10,.200,37,83,.446,.430,47,50,.940,5,10,15,36,9,0,20,22,127,0,,cassesa01
281,Sam Cassell,29,NJN,PG,4,3,100,21,49,.429,1,7,.143,20,42,.476,.439,29,31,.935,1,5,6,19,3,0,12,13,72,0,,cassesa01
281,Sam Cassell,29,MIL,PG,4,0,99,18,44,.409,1,3,.333,17,41,.415,.420,18,19,.947,4,5,9,17,6,0,8,9,55,0,,cassesa01
282,Terry Davis,31,WAS,C,37,34,578,49,92,.533,0,0,,49,92,.533,.533,28,38,.737,50,89,139,10,11,3,16,79,126,0,,daviste01
283,Damon Jones,22,2TM,PG,24,0,344,43,119,.361,25,62,.403,18,57,.316,.466,14,17,.824,6,38,44,42,13,0,17,23,125,0,,jonesda01
283,Damon Jones,22,NJN,PG,11,0,131,14,44,.318,10,29,.345,4,15,.267,.432,11,13,.846,2,11,13,13,7,0,5,7,49,0,,jonesda01
283,Damon Jones,22,BOS,PG,13,0,213,29,75,.387,15,33,.455,14,42,.333,.487,3,4,.750,4,27,31,29,6,0,12,16,76,0,,jonesda01
284,Christian Laettner,29,DET,PF,16,0,337,38,106,.358,1,3,.333,37,103,.359,.363,44,57,.772,21,33,54,24,15,12,19,30,121,0,,laettch01
285,Keith Booth,24,CHI,SF,39,4,432,49,151,.325,1,10,.100,48,141,.340,.328,21,42,.500,25,68,93,38,22,11,39,60,120,0,,boothke01
286,Mark Hendrickson,24,NJN,PF,22,6,399,39,88,.443,0,1,.000,39,87,.448,.443,42,50,.840,27,41,68,13,12,1,15,39,120,0,,hendrma01
287,Tim Legler,32,WAS,SG,30,0,377,51,115,.443,14,35,.400,37,80,.463,.504,3,6,.500,8,32,40,21,4,3,14,42,119,0,,legleti01
288,Eric Murdock,30,NJN,PG,15,8,401,45,114,.395,8,22,.364,37,92,.402,.430,21,26,.808,3,32,35,66,22,2,29,35,119,0,,murdoer01
289,Mark Strickland,28,MIA,PF,32,1,357,50,101,.495,0,1,.000,50,100,.500,.495,19,26,.731,26,52,78,9,7,8,13,28,119,0,,stricma01
290,Corey Benjamin,20,CHI,PG,31,1,320,44,117,.376,3,14,.214,41,103,.398,.389,27,40,.675,15,25,40,10,11,8,21,46,118,0,,benjaco01
291,Bryce Drew,24,HOU,PG,34,0,441,47,129,.364,16,49,.327,31,80,.388,.426,8,8,1.000,3,29,32,52,12,4,31,61,118,0,,drewbr01
292,Greg Foster,30,UTA,PF,42,1,458,52,138,.377,1,4,.250,51,134,.381,.380,13,21,.619,28,55,83,25,6,8,24,63,118,0,,fostegr01
