Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Antawn Jamison,34,CLE,PF,91,263,.346,283,613,.462,,,,
Jeff Green,24,OKC,PF,56,184,.304,214,434,.493,,,,
Channing Frye,27,PHX,PF,171,439,.390,187,390,.479,,,,
Danilo Gallinari,22,NYK,PF,83,239,.347,128,270,.474,,,,
Marc Gasol,26,MEM,C,3,7,.429,361,684,.528,,,,
Boris Diaw,28,CHA,PF,78,226,.345,303,548,.553,,,,
Glen Davis,25,BOS,C,2,15,.133,357,786,.454,,,,
Carl Landry,27,2TM,PF,0,4,.000,345,683,.505,,,,
Hedo Türkoğlu,31,PHX,PF,41,97,.423,44,96,.458,,,,
Brandon Bass,25,ORL,PF,0,2,.000,332,643,.516,,,,
Charlie Villanueva,26,DET,PF,125,323,.387,188,385,.488,,,,
Andrew Bogut,26,MIL,C,0,4,.000,367,738,.497,,,,
Marcin Gortat,26,2TM,C,1,4,.250,337,599,.563,,,,
Serge Ibaka,21,OKC,PF,0,1,.000,335,616,.544,,,,
JaVale McGee,23,WAS,C,0,3,.000,332,601,.552,,,,
Tyler Hansbrough,25,IND,PF,0,2,.000,285,611,.466,,,,
Al Harrington,30,DEN,PF,117,328,.357,164,347,.473,,,,
Greg Monroe,20,DET,C,0,1,.000,303,549,.552,,,,
Tyson Chandler,28,DAL,C,0,0,,266,407,.654,,,,
Emeka Okafor,28,NOP,C,0,1,.000,300,523,.574,,,,
Kris Humphries,25,BKN,PF,0,1,.000,307,582,.527,,,,
Darrell Arthur,22,MEM,PF,0,6,.000,310,618,.502,,,,
Amir Johnson,23,TOR,PF,0,1,.000,281,494,.569,,,,
Ryan Anderson,22,ORL,PF,134,341,.393,92,184,.500,,,,
DeJuan Blair,21,SAS,PF,0,2,.000,292,581,.503,,,,
Hakim Warrick,28,PHX,PF,1,11,.091,227,435,.522,,,,
Rashard Lewis,31,2TM,PF,87,244,.357,165,338,.488,,,,
Jason Thompson,24,SAC,PF,0,3,.000,271,531,.510,,,,
Samuel Dalembert,29,SAC,C,0,2,.000,268,565,.474,,,,
Andrew Bynum,23,LAL,C,0,0,,237,413,.574,,,,
Darko Miličić,25,MIN,C,0,0,,271,578,.469,,,,
Spencer Hawes,22,PHI,C,9,37,.243,255,531,.480,,,,
Chuck Hayes,27,HOU,C,0,2,.000,244,461,.529,,,,
Nenad Krstić,27,2TM,C,0,0,,231,452,.511,,,,
Ersan İlyasova,23,MIL,PF,36,121,.298,185,386,.479,,,,
Taj Gibson,25,CHI,PF,1,8,.125,233,494,.472,,,,
DeAndre Jordan,22,LAC,C,0,1,.000,234,340,.688,,,,
Joakim Noah,25,CHI,C,0,1,.000,211,401,.526,,,,
Nazr Mohammed,33,2TM,C,0,1,.000,234,447,.523,,,,
Josh McRoberts,23,IND,PF,23,60,.383,188,326,.577,,,,
Derrick Favors,19,2TM,PF,0,0,,215,416,.517,,,,
Luc Mbah a Moute,24,MIL,PF,0,7,.000,198,421,.470,,,,
Kwame Brown,28,CHA,C,0,0,,194,375,.517,,,,
Al Thornton,27,2TM,PF,4,26,.154,201,405,.496,,,,
Ed Davis,21,TOR,PF,0,0,,215,373,.576,,,,
Dante Cunningham,23,2TM,PF,1,13,.077,217,459,.473,,,,
Matt Bonner,30,SAS,PF,105,230,.457,67,141,.475,,,,
Shawne Williams,24,NYK,PF,85,212,.401,79,173,.457,,,,
Robin Lopez,22,PHX,C,0,0,,179,357,.501,,,,
Chris Wilcox,28,DET,PF,0,1,.000,187,321,.583,,,,
Tyrus Thomas,24,CHA,C,0,3,.000,156,328,.476,,,,
Kenyon Martin,33,DEN,PF,2,9,.222,183,353,.518,,,,
Jordan Hill,23,HOU,C,0,2,.000,173,350,.494,,,,
Chris Kaman,28,LAC,C,0,0,,177,376,.471,,,,
Drew Gooden,29,MIL,PF,3,20,.150,153,342,.447,,,,
Antonio McDyess,36,SAS,PF,0,1,.000,169,343,.493,,,,
Brad Miller,34,HOU,C,40,107,.374,92,189,.487,,,,
Vladimir Radmanović,30,GSW,PF,70,173,.405,67,145,.462,,,,
Ryan Hollins,26,CLE,C,0,0,,131,219,.598,,,,
Zydrunas Ilgauskas,35,MIA,C,0,1,.000,162,318,.509,,,,
Nikola Peković,25,MIN,C,0,0,,136,263,.517,,,,
Yi Jianlian,23,WAS,PF,3,13,.231,142,334,.425,,,,
Zaza Pachulia,26,ATL,C,0,0,,107,232,.461,,,,
Trevor Booker,23,WAS,PF,0,1,.000,139,252,.552,,,,
Marreese Speights,23,PHI,C,1,4,.250,143,287,.498,,,,
Shaquille O'Neal,38,BOS,C,0,0,,134,201,.667,,,,
Jason Smith,24,NOP,C,0,2,.000,136,305,.446,,,,
Nick Collison,30,OKC,C,0,0,,137,242,.566,,,,
Patrick Patterson,21,HOU,PF,0,2,.000,149,265,.562,,,,
Brendan Haywood,31,DAL,C,0,1,.000,128,222,.577,,,,
Anthony Randolph,21,2TM,PF,1,4,.250,122,260,.469,,,,
Andris Biedriņš,24,GSW,C,0,0,,142,266,.534,,,,
Samardo Samuels,22,CLE,PF,0,3,.000,110,238,.462,,,,
Anderson Varejão,28,CLE,C,0,2,.000,114,214,.533,,,,
Tiago Splitter,26,SAS,C,0,1,.000,101,190,.532,,,,
Marcus Camby,36,POR,C,0,1,.000,117,293,.399,,,,
Johan Petro,25,BKN,C,0,4,.000,129,286,.451,,,,
D.J. White,24,2TM,C,0,2,.000,111,217,.512,,,,
Ronny Turiaf,28,NYK,C,0,0,,103,163,.632,,,,
Shelden Williams,27,2TM,PF,0,0,,103,220,.468,,,,
Larry Sanders,22,MIL,C,0,0,,116,268,.433,,,,
Craig Smith,27,LAC,PF,0,5,.000,104,183,.568,,,,
Chris Andersen,32,DEN,C,0,1,.000,82,136,.603,,,,
Jason Maxiell,27,DET,PF,0,0,,93,189,.492,,,,
Ekpe Udoh,23,GSW,C,0,0,,97,222,.437,,,,
Ömer Aşık,24,CHI,C,0,0,,78,141,.553,,,,
Josh Powell,28,ATL,PF,0,1,.000,94,207,.454,,,,
Kurt Thomas,38,CHI,PF,1,1,1.000,94,185,.508,,,,
Ike Diogu,27,LAC,PF,0,0,,83,148,.561,,,,
Lou Amundson,28,GSW,PF,0,0,,83,183,.454,,,,
Brian Cook,30,LAC,PF,34,79,.430,38,91,.418,,,,
Luke Harangody,23,2TM,PF,16,66,.242,63,140,.450,,,,
Jeff Foster,34,IND,C,0,3,.000,80,164,.488,,,,
Darnell Jackson,25,SAC,PF,3,11,.273,74,147,.503,,,,
Kendrick Perkins,26,2TM,C,0,0,,67,130,.515,,,,
Ian Mahinmi,24,DAL,C,0,2,.000,55,96,.573,,,,
Semih Erden,24,2TM,C,0,0,,62,111,.559,,,,
Timofey Mozgov,24,2TM,C,0,0,,63,133,.474,,,,
Kosta Koufos,21,2TM,C,0,2,.000,68,148,.459,,,,
Leon Powe,27,2TM,PF,0,2,.000,59,117,.504,,,,
Kevin Séraphin,21,WAS,PF,0,0,,66,147,.449,,,,
Ben Wallace,36,DET,C,1,2,.500,66,147,.449,,,,
Joel Anthony,28,MIA,C,0,0,,53,99,.535,,,,
Alexis Ajinça,22,2TM,C,12,34,.353,47,99,.475,,,,
Brandan Wright,23,2TM,PF,0,0,,60,117,.513,,,,
Juwan Howard,37,MIA,PF,0,0,,55,125,.440,,,,
Solomon Jones,26,IND,C,0,1,.000,49,120,.408,,,,
Jon Brockman,23,MIL,C,0,0,,48,94,.511,,,,
Joey Dorsey,27,TOR,C,0,0,,52,99,.525,,,,
Francisco Elson,34,UTA,C,0,0,,54,113,.478,,,,
David Andersen,30,2TM,PF,8,23,.348,48,98,.490,,,,
Reggie Evans,30,TOR,PF,0,1,.000,42,102,.412,,,,
Aaron Gray,26,NOP,C,0,0,,56,99,.566,,,,
Jermaine O'Neal,32,BOS,C,0,1,.000,50,108,.463,,,,
Erick Dampier,35,MIA,C,0,1,.000,52,88,.591,,,,
Dan Gadzuric,32,2TM,C,0,1,.000,54,128,.422,,,,
Troy Murphy,30,2TM,PF,5,33,.152,37,81,.457,,,,
Kyrylo Fesenko,24,UTA,C,0,1,.000,44,99,.444,,,,
Udonis Haslem,30,MIA,PF,0,0,,44,86,.512,,,,
Tony Battie,34,PHI,C,2,3,.667,43,93,.462,,,,
Jason Collins,32,ATL,C,1,1,1.000,33,70,.471,,,,
Hilton Armstrong,26,2TM,C,2,4,.500,35,72,.486,,,,
Derrick Caracter,22,LAL,C,0,0,,32,66,.485,,,,
Earl Barron,29,3TM,C,0,0,,32,99,.323,,,,
Hamed Haddadi,25,MEM,C,0,1,.000,30,57,.526,,,,
Jared Jeffries,29,2TM,PF,2,9,.222,28,77,.364,,,,
Melvin Ely,32,DEN,C,0,0,,28,51,.549,,,,
Eduardo Nájera,34,CHA,PF,11,34,.324,15,38,.395,,,,
Mehmet Okur,31,UTA,C,5,16,.313,17,46,.370,,,,
Joel Przybilla,31,2TM,C,0,0,,25,44,.568,,,,
D.J. Mbenga,30,NOP,C,0,0,,23,49,.469,,,,
Jeff Adrien,24,GSW,PF,0,0,,23,54,.426,,,,
Hasheem Thabeet,23,2TM,C,0,0,,17,40,.425,,,,
Yao Ming,30,HOU,C,0,0,,18,37,.486,,,,
Sean Marks,35,POR,C,2,2,1.000,17,42,.405,,,,
Garret Siler,24,PHX,C,0,0,,17,31,.548,,,,
Jamaal Magloire,32,MIA,C,0,0,,13,22,.591,,,,
Chris Johnson,25,2TM,C,0,0,,9,21,.429,,,,
Etan Thomas,32,ATL,C,0,0,,10,21,.476,,,,
Byron Mullens,21,OKC,PF,0,0,,9,28,.321,,,,
Malik Allen,32,ORL,PF,0,0,,11,31,.355,,,,
DeSagana Diop,29,CHA,C,0,0,,8,24,.333,,,,
Brian Scalabrine,32,CHI,PF,0,5,.000,10,14,.714,,,,
Jarron Collins,32,2TM,C,0,0,,6,21,.286,,,,
Cole Aldrich,22,OKC,C,0,0,,8,15,.533,,,,
Darius Songaila,32,PHI,C,0,0,,7,15,.467,,,,
Hamady N'Diaye,24,WAS,C,0,0,,4,5,.800,,,,
DeMarre Carroll,24,2TM,PF,0,0,,4,12,.333,,,,
Craig Brackins,23,PHI,PF,0,5,.000,4,11,.364,,,,
Mike Harris,27,HOU,PF,0,0,,3,6,.500,,,,
Joe Smith,35,2TM,PF,0,0,,3,16,.188,,,,
Fabricio Oberto,35,POR,C,0,0,,3,5,.600,,,,
Solomon Alabi,22,TOR,C,0,0,,3,15,.200,,,,
Marcus Cousin,24,UTA,C,0,0,,2,3,.667,,,,
Pops Mensah-Bonsu,27,NOP,PF,0,0,,1,3,.333,,,,
Dexter Pittman,22,MIA,C,0,0,,1,3,.333,,,,
Theo Ratliff,37,LAL,C,0,0,,1,6,.167,,,,
Gani Lawal,22,PHX,PF,0,0,,0,0,,,,,
Brian Skinner,34,MIL,C,0,0,,0,0,,,,,
Hassan Whiteside,21,SAC,C,0,0,,0,0,,,,,
