Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Luke Babbitt,23,POR,PF,62,178,.348,24,56,.429,,,,
Kyle O'Quinn,22,ORL,C,0,1,.000,101,196,.515,,,,
Chris Singleton,23,WAS,PF,7,36,.194,85,205,.415,,,,
Brendan Haywood,33,CHA,C,0,1,.000,93,215,.433,,,,
Jeff Adrien,26,CHA,PF,0,2,.000,72,166,.434,,,,
Chris Andersen,34,MIA,C,2,3,.667,69,120,.575,,,,
Ryan Hollins,28,LAC,C,0,0,,70,114,.614,,,,
Gustavo Ayón,27,2TM,C,0,0,,92,167,.551,,,,
Chuck Hayes,29,SAC,C,0,1,.000,84,189,.444,,,,
Jordan Hill,25,LAL,PF,0,2,.000,77,153,.503,,,,
Hakim Warrick,30,2TM,PF,0,3,.000,67,162,.414,,,,
Festus Ezeli,23,GSW,C,0,0,,74,169,.438,,,,
Mirza Teletović,27,BKN,PF,37,108,.343,34,77,.442,,,,
Andrew Bogut,28,GSW,C,1,1,1.000,82,183,.448,,,,
Mike Scott,24,ATL,PF,0,1,.000,70,146,.479,,,,
Arnett Moultrie,22,PHI,PF,0,0,,78,134,.582,,,,
Luke Walton,32,CLE,PF,20,67,.299,51,114,.447,,,,
Nazr Mohammed,35,CHI,C,0,2,.000,66,178,.371,,,,
Hasheem Thabeet,25,OKC,C,0,0,,64,106,.604,,,,
Rasheed Wallace,38,NYK,C,22,69,.319,33,73,.452,,,,
Jeff Ayres,25,IND,PF,2,4,.500,59,122,.484,,,,
Anthony Randolph,23,DEN,PF,0,8,.000,56,106,.528,,,,
Joel Freeland,25,POR,PF,0,0,,58,142,.408,,,,
Bernard James,27,DAL,C,0,2,.000,53,101,.525,,,,
Kenyon Martin,35,NYK,C,0,0,,56,93,.602,,,,
Jan Veselý,22,WAS,PF,0,1,.000,57,113,.504,,,,
Tyrus Thomas,26,CHA,PF,3,8,.375,45,128,.352,,,,
Ronny Turiaf,30,LAC,C,0,0,,49,97,.505,,,,
Aaron Gray,28,TOR,C,0,0,,48,90,.533,,,,
Chris Johnson,27,MIN,C,0,0,,48,75,.640,,,,
Quincy Acy,22,TOR,PF,1,2,.500,41,73,.562,,,,
Timofey Mozgov,26,DEN,C,0,2,.000,44,85,.518,,,,
Johan Petro,27,ATL,C,1,4,.250,47,106,.443,,,,
Terrence Jones,21,HOU,PF,5,19,.263,38,75,.507,,,,
Cole Aldrich,24,2TM,C,0,0,,44,80,.550,,,,
Kurt Thomas,40,NYK,PF,1,1,1.000,44,82,.537,,,,
Kevin Jones,23,CLE,PF,0,0,,43,107,.402,,,,
Joel Anthony,30,MIA,C,0,0,,35,68,.515,,,,
Hamed Haddadi,27,2TM,C,0,0,,35,82,.427,,,,
Viacheslav Kravtsov,25,DET,C,0,0,,33,46,.717,,,,
Lou Amundson,30,3TM,PF,0,0,,32,81,.395,,,,
Jeremy Evans,25,UTA,PF,0,1,.000,27,43,.628,,,,
Shavlik Randolph,29,BOS,PF,0,0,,28,48,.583,,,,
Troy Murphy,32,DAL,PF,11,35,.314,11,26,.423,,,,
Samardo Samuels,24,CLE,C,0,1,.000,22,59,.373,,,,
Jon Leuer,23,2TM,C,0,3,.000,25,49,.510,,,,
Drew Gooden,31,MIL,C,1,5,.200,19,56,.339,,,,
Al Harrington,32,ORL,C,8,30,.267,12,27,.444,,,,
Jared Jeffries,31,POR,PF,0,2,.000,16,52,.308,,,,
Aron Baynes,26,SAS,C,0,1,.000,18,35,.514,,,,
Robert Sacre,23,LAL,C,0,0,,18,48,.375,,,,
Marcus Camby,38,NYK,PF,0,0,,17,53,.321,,,,
Kwame Brown,30,PHI,C,0,0,,17,37,.459,,,,
Jason Collins,34,2TM,C,0,0,,9,29,.310,,,,
Earl Barron,31,2TM,C,0,0,,18,51,.353,,,,
Daniel Orton,22,OKC,C,0,0,,12,26,.462,,,,
Vladimir Radmanović,32,CHI,PF,5,27,.185,8,16,.500,,,,
D.J. White,26,BOS,PF,0,0,,12,23,.522,,,,
Andris Biedriņš,26,GSW,C,0,0,,10,21,.476,,,,
Jeremy Tyler,21,2TM,C,0,0,,9,24,.375,,,,
Juwan Howard,39,MIA,PF,0,0,,10,19,.526,,,,
Luke Zeller,25,PHX,C,1,5,.200,8,21,.381,,,,
DeSagana Diop,31,CHA,C,0,1,.000,8,26,.308,,,,
Malcolm Thomas,24,2TM,PF,0,0,,5,10,.500,,,,
Miles Plumlee,24,IND,C,0,0,,5,21,.238,,,,
Josh Harrellson,23,MIA,C,1,5,.200,3,4,.750,,,,
Eddy Curry,30,DAL,C,0,0,,4,8,.500,,,,
Quincy Miller,20,DEN,PF,0,1,.000,4,11,.364,,,,
Dexter Pittman,24,2TM,C,0,0,,4,11,.364,,,,
Jarvis Varnado,24,2TM,PF,0,0,,3,7,.429,,,,
Fab Melo,22,BOS,C,0,0,,3,6,.500,,,,
Henry Sims,22,NOP,C,0,0,,2,3,.667,,,,
Tim Ohlbrecht,24,HOU,C,0,0,,1,3,.333,,,,
Joel Przybilla,33,MIL,C,0,0,,1,4,.250,,,,
DaJuan Summers,25,LAC,PF,0,0,,1,4,.250,,,,
Solomon Jones,28,NYK,PF,0,0,,0,1,.000,,,,
Darko Miličić,27,BOS,C,0,0,,0,1,.000,,,,
