Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Jeff Foster,28,IND,C,0,5,.000,168,319,.527,,,,
Chris Wilcox,22,LAC,C,0,0,,169,329,.514,,,,
Rasho Nesterović,28,SAS,C,0,0,,198,430,.460,,,,
Robert Traylor,27,CLE,C,0,8,.000,177,391,.453,,,,
Jason Collier,27,ATL,C,6,14,.429,168,362,.464,,,,
Mikki Moore,29,LAC,PF,1,5,.200,143,282,.507,,,,
Jerome James,29,OKC,C,0,2,.000,174,340,.512,,,,
Tony Battie,28,ORL,C,0,6,.000,163,348,.468,,,,
Reggie Evans,24,OKC,PF,0,2,.000,131,273,.480,,,,
Michael Olowokandi,29,MIN,C,0,0,,161,353,.456,,,,
Eduardo Nájera,28,2TM,PF,6,21,.286,139,301,.462,,,,
Adonal Foyle,29,GSW,C,0,0,,156,311,.502,,,,
Steven Hunter,23,PHX,C,0,1,.000,135,219,.616,,,,
Željko Rebrača,32,LAC,C,0,0,,133,234,.568,,,,
Brian Scalabrine,26,BKN,PF,22,68,.324,110,264,.417,,,,
Marcus Fizer,26,MIL,PF,0,6,.000,133,286,.465,,,,
Etan Thomas,26,WAS,C,0,0,,128,255,.502,,,,
Pat Garrity,28,ORL,PF,49,147,.333,74,159,.465,,,,
Dikembe Mutombo,38,HOU,C,0,0,,108,217,.498,,,,
Michael Doleac,27,MIA,C,0,2,.000,148,329,.450,,,,
Theo Ratliff,31,POR,C,0,0,,115,257,.447,,,,
Kwame Brown,22,WAS,PF,0,0,,109,237,.460,,,,
Dale Davis,35,2TM,C,0,0,,112,234,.479,,,,
Alonzo Mourning,34,2TM,C,0,0,,100,212,.472,,,,
Kris Humphries,19,UTA,PF,2,6,.333,114,281,.406,,,,
Scott Padgett,28,HOU,PF,50,126,.397,48,107,.449,,,,
Alan Henderson,32,DAL,PF,0,2,.000,116,218,.532,,,,
Jamaal Magloire,26,NOP,C,0,0,,98,227,.432,,,,
Anderson Varejão,22,CLE,PF,0,2,.000,99,191,.518,,,,
David Harrison,22,IND,C,0,0,,106,184,.576,,,,
Brian Grant,32,LAL,C,0,0,,103,209,.493,,,,
Christian Laettner,35,MIA,PF,1,7,.143,106,177,.599,,,,
Walter McCarty,30,2TM,PF,55,155,.355,40,80,.500,,,,
Francisco Elson,28,DEN,C,1,3,.333,100,213,.469,,,,
Tom Gugliotta,35,2TM,PF,8,26,.308,91,215,.423,,,,
Žarko Čabarkapa,23,2TM,PF,13,36,.361,73,141,.518,,,,
Brian Skinner,28,2TM,PF,0,1,.000,104,204,.510,,,,
Obinna Ekezie,29,ATL,C,0,1,.000,79,181,.436,,,,
Jarron Collins,26,UTA,C,0,1,.000,65,156,.417,,,,
Jackson Vroman,23,2TM,C,0,3,.000,82,196,.418,,,,
Shawn Bradley,32,DAL,C,0,0,,84,186,.452,,,,
Curtis Borchardt,24,UTA,C,0,0,,74,172,.430,,,,
Rafael Araújo,24,TOR,C,1,3,.333,75,172,.436,,,,
Tony Massenburg,37,SAS,PF,0,0,,74,182,.407,,,,
Malik Allen,26,2TM,PF,0,0,,84,177,.475,,,,
Scot Pollard,29,IND,C,0,0,,79,167,.473,,,,
Loren Woods,26,TOR,C,0,1,.000,71,163,.436,,,,
Jabari Smith,27,BKN,PF,1,2,.500,61,146,.418,,,,
Stanislav Medvedenko,25,LAL,PF,0,1,.000,71,155,.458,,,,
Kendrick Perkins,20,BOS,C,0,0,,56,119,.471,,,,
Calvin Booth,28,2TM,C,0,1,.000,49,107,.458,,,,
Clarence Weatherspoon,34,HOU,PF,0,0,,47,114,.412,,,,
Elden Campbell,36,2TM,C,0,2,.000,39,121,.322,,,,
Mario Kasun,24,ORL,C,0,1,.000,47,97,.485,,,,
Josh Davis,24,PHI,PF,19,53,.358,23,58,.397,,,,
Vitaly Potapenko,29,OKC,C,0,1,.000,45,86,.523,,,,
Maciej Lampe,19,2TM,C,2,4,.500,47,128,.367,,,,
Michael Ruffin,28,WAS,C,0,1,.000,41,98,.418,,,,
John Thomas,29,MIN,C,0,0,,42,86,.488,,,,
Andris Biedriņš,18,GSW,C,0,1,.000,45,77,.584,,,,
Ben Handlogten,31,UTA,C,0,1,.000,43,82,.524,,,,
Brandon Hunter,24,ORL,PF,0,0,,37,73,.507,,,,
Matt Freije,23,NOP,PF,14,54,.259,23,73,.315,,,,
Mark Madsen,29,MIN,C,0,0,,34,66,.515,,,,
Greg Ostertag,31,SAC,C,0,2,.000,37,82,.451,,,,
Kevin Willis,42,ATL,C,0,2,.000,35,88,.398,,,,
Jake Voskuhl,27,PHX,C,0,0,,27,59,.458,,,,
Jamal Sampson,21,CHA,PF,0,0,,28,62,.452,,,,
Jake Tsakalidis,25,MEM,C,0,0,,32,64,.500,,,,
Sean Marks,29,SAS,PF,0,3,.000,27,77,.351,,,,
Ervin Johnson,37,MIN,C,1,1,1.000,27,53,.509,,,,
Aaron Williams,33,2TM,C,0,0,,29,63,.460,,,,
Darko Miličić,19,DET,C,0,0,,25,76,.329,,,,
Pape Sow,23,TOR,C,0,0,,23,58,.397,,,,
Zendon Hamilton,29,MIL,C,0,0,,11,32,.344,,,,
Nikoloz Tskitishvili,21,2TM,PF,2,17,.118,20,57,.351,,,,
Wang Zhizhi,27,MIA,C,2,3,.667,15,33,.455,,,,
Jahidi White,28,CHA,C,0,0,,14,31,.452,,,,
DeSagana Diop,23,CLE,C,0,2,.000,20,67,.299,,,,
Vin Baker,33,2TM,C,0,1,.000,13,41,.317,,,,
Vlade Divac,36,LAL,C,0,0,,13,31,.419,,,,
Scott Williams,36,CLE,C,0,1,.000,12,40,.300,,,,
Michael Bradley,25,3TM,PF,0,1,.000,15,23,.652,,,,
Marcus Haislip,24,IND,PF,0,1,.000,13,37,.351,,,,
John Edwards,23,IND,C,0,0,,11,30,.367,,,,
Bo Outlaw,33,PHX,PF,0,0,,12,34,.353,,,,
Jérôme Moïso,26,3TM,PF,0,1,.000,9,17,.529,,,,
Corsley Edwards,25,NOP,C,0,0,,10,31,.323,,,,
Ha Seung-Jin,19,POR,C,0,0,,10,23,.435,,,,
James Thomas,24,2TM,PF,0,0,,12,20,.600,,,,
Michael Stewart,29,ATL,PF,0,0,,11,21,.524,,,,
Bruno Šundov,24,NYK,C,1,3,.333,10,34,.294,,,,
Samaki Walker,28,WAS,PF,0,0,,11,31,.355,,,,
Daniel Santiago,28,MIL,C,0,0,,7,21,.333,,,,
Jared Reiner,22,CHI,C,0,0,,10,30,.333,,,,
Mamadou N'Diaye,29,LAC,C,0,1,.000,8,19,.421,,,,
Aleksandar Radojević,28,UTA,C,0,0,,6,19,.316,,,,
D.J. Mbenga,24,DAL,C,0,0,,6,14,.429,,,,
Jelani McCoy,27,ATL,C,0,0,,7,13,.538,,,,
Robert Swift,19,OKC,C,0,0,,5,11,.455,,,,
Paul Shirley,27,PHX,PF,0,0,,5,11,.455,,,,
Peter John Ramos,19,WAS,C,0,0,,5,10,.500,,,,
Jackie Butler,19,NYK,C,0,0,,4,4,1.000,,,,
Derrick Coleman,37,DET,C,0,2,.000,3,12,.250,,,,
Andrew DeClercq,31,ORL,C,0,0,,4,9,.444,,,,
Lawrence Funderburke,34,CHI,PF,0,0,,3,6,.500,,,,
Donnell Harvey,24,BKN,PF,0,0,,2,2,1.000,,,,
Lonny Baxter,26,NOP,PF,0,0,,3,11,.273,,,,
Torraye Braggs,28,HOU,PF,0,0,,3,7,.429,,,,
Anthony Miller,33,ATL,PF,0,0,,2,3,.667,,,,
Mark Pope,32,DEN,PF,0,0,,2,6,.333,,,,
Pavel Podkolzin,20,DAL,C,0,0,,0,0,,,,,
