Year,TeamAbv,TeamName,3P,3PA,3P%,2P,2PA,2P%,TOTAL_3P,TOTAL_3PA,TOTAL_2P,TOTAL_2PA
1996,CHI,Chicago Bulls,0.857,4.000,0.103,113.286,237.714,0.456,6.000,28.000,793.000,1664.000
1996,CLE,Cleveland Cavaliers,19.167,48.833,0.225,157.500,312.833,0.496,115.000,293.000,945.000,1877.000
1996,DAL,Dallas Mavericks,0.333,0.667,0.500,40.667,91.333,0.433,1.000,2.000,122.000,274.000
1996,DEN,Denver Nuggets,25.250,74.500,0.135,328.500,684.500,0.485,101.000,298.000,1314.000,2738.000
1996,DET,Detroit Pistons,27.429,66.571,0.157,133.571,264.571,0.466,192.000,466.000,935.000,1852.000
1996,GSW,Golden State Warriors,3.250,12.750,0.231,226.250,490.250,0.458,13.000,51.000,905.000,1961.000
1996,HOU,Houston Rockets,19.000,60.571,0.240,215.429,417.143,0.427,133.000,424.000,1508.000,2920.000
1996,IND,Indiana Pacers,0.800,4.600,0.440,233.800,478.400,0.475,4.000,23.000,1169.000,2392.000
1996,LAC,Los Angeles Clippers,1.167,5.000,0.333,191.000,374.833,0.468,7.000,30.000,1146.000,2249.000
1996,LAL,Los Angeles Lakers,0.333,2.000,0.146,218.667,427.000,0.505,2.000,12.000,1312.000,2562.000
1996,MEM,Memphis Grizzlies,6.800,21.600,0.428,271.600,568.400,0.477,34.000,108.000,1358.000,2842.000
1996,MIA,Miami Heat,0.167,2.667,0.022,196.667,395.333,0.473,1.000,16.000,1180.000,2372.000
1996,MIL,Milwaukee Bucks,3.000,10.857,0.251,148.143,297.571,0.517,21.000,76.000,1037.000,2083.000
1996,MIN,Minnesota Timberwolves,6.000,23.500,0.129,243.000,493.750,0.525,24.000,94.000,972.000,1975.000
1996,NYK,New York Knicks,2.200,8.800,0.154,240.400,486.400,0.466,11.000,44.000,1202.000,2432.000
1996,OKC,Oklahoma City Thunder,19.714,50.571,0.376,139.143,279.000,0.467,138.000,354.000,974.000,1953.000
1996,ORL,Orlando Magic,0.167,4.167,0.033,194.500,397.833,0.441,1.000,25.000,1167.000,2387.000
1996,PHI,Philadelphia 76ers,7.000,26.600,0.173,122.800,259.400,0.464,35.000,133.000,614.000,1297.000
1996,PHX,Phoenix Suns,1.000,5.429,0.097,137.571,269.286,0.480,7.000,38.000,963.000,1885.000
1996,POR,Portland Trail Blazers,11.600,35.400,0.161,241.200,456.400,0.506,58.000,177.000,1206.000,2282.000
1996,SAC,Sacramento Kings,0.400,1.800,0.334,158.600,333.400,0.462,2.000,9.000,793.000,1667.000
1996,SAS,San Antonio Spurs,0.333,1.333,0.111,114.833,236.333,0.435,2.000,8.000,689.000,1418.000
1996,TOR,Toronto Raptors,3.333,11.444,0.147,122.444,252.667,0.442,30.000,103.000,1102.000,2274.000
1996,UTA,Utah Jazz,0.400,4.800,0.133,303.400,576.400,0.505,2.000,24.000,1517.000,2882.000
1996,WAS,Washington Wizards,14.833,40.167,0.571,169.833,316.333,0.477,89.000,241.000,1019.000,1898.000
1998,ATL,Atlanta Hawks,3.000,11.200,0.233,104.200,229.000,0.438,15.000,56.000,521.000,1145.000
1998,BKN,Brooklyn Nets,2.286,8.000,0.101,68.714,156.857,0.358,16.000,56.000,481.000,1098.000
1998,BOS,Boston Celtics,13.000,38.333,0.157,81.333,181.000,0.420,78.000,230.000,488.000,1086.000
1998,CHA,Charlotte Hornets,4.600,15.000,0.362,88.600,186.600,0.394,23.000,75.000,443.000,933.000
1998,CHI,Chicago Bulls,0.200,0.600,0.333,82.600,190.400,0.390,1.000,3.000,413.000,952.000
1998,CLE,Cleveland Cavaliers,7.800,19.800,0.446,85.200,174.400,0.511,39.000,99.000,426.000,872.000
1998,DAL,Dallas Mavericks,1.750,11.625,0.034,104.375,227.250,0.415,14.000,93.000,835.000,1818.000
1998,DEN,Denver Nuggets,2.800,9.800,0.140,138.800,291.200,0.434,14.000,49.000,694.000,1456.000
1998,DET,Detroit Pistons,0.143,0.857,0.083,82.286,169.857,0.548,1.000,6.000,576.000,1189.000
1998,GSW,Golden State Warriors,0.200,0.400,0.500,107.200,253.400,0.431,1.000,2.000,536.000,1267.000
1998,HOU,Houston Rockets,4.571,14.571,0.171,119.143,238.286,0.452,32.000,102.000,834.000,1668.000
1998,IND,Indiana Pacers,7.167,21.000,0.166,120.333,248.000,0.463,43.000,126.000,722.000,1488.000
1998,LAC,Los Angeles Clippers,0.167,1.333,0.056,107.833,237.333,0.435,1.000,8.000,647.000,1424.000
1998,LAL,Los Angeles Lakers,4.000,10.200,0.089,134.400,247.000,0.468,20.000,51.000,672.000,1235.000
1998,MEM,Memphis Grizzlies,4.333,12.167,0.076,87.333,193.500,0.412,26.000,73.000,524.000,1161.000
1998,MIA,Miami Heat,0.333,1.167,0.167,104.500,210.167,0.424,2.000,7.000,627.000,1261.000
1998,MIL,Milwaukee Bucks,0.000,0.667,0.000,101.667,203.667,0.501,0.000,2.000,305.000,611.000
1998,MIN,Minnesota Timberwolves,0.625,3.375,0.121,113.125,248.250,0.427,5.000,27.000,905.000,1986.000
1998,NYK,New York Knicks,4.714,13.571,0.120,112.714,242.000,0.465,33.000,95.000,789.000,1694.000
1998,OKC,Oklahoma City Thunder,1.667,6.833,0.255,96.833,206.167,0.492,10.000,41.000,581.000,1237.000
1998,ORL,Orlando Magic,0.286,2.000,0.071,96.714,218.000,0.382,2.000,14.000,677.000,1526.000
1998,PHI,Philadelphia 76ers,0.286,1.571,0.183,78.000,172.286,0.339,2.000,11.000,546.000,1206.000
1998,PHX,Phoenix Suns,2.000,7.200,0.197,141.800,291.400,0.478,10.000,36.000,709.000,1457.000
1998,POR,Portland Trail Blazers,3.500,9.500,0.428,122.000,248.833,0.562,21.000,57.000,732.000,1493.000
1998,SAC,Sacramento Kings,2.286,11.714,0.191,119.857,235.714,0.490,16.000,82.000,839.000,1650.000
1998,SAS,San Antonio Spurs,0.250,2.250,0.048,204.000,406.000,0.526,1.000,9.000,816.000,1624.000
1998,TOR,Toronto Raptors,0.167,1.333,0.067,75.833,171.833,0.476,1.000,8.000,455.000,1031.000
1998,UTA,Utah Jazz,0.143,1.571,0.062,105.286,224.000,0.433,1.000,11.000,737.000,1568.000
1998,WAS,Washington Wizards,0.167,1.500,0.071,79.833,148.833,0.509,1.000,9.000,479.000,893.000
