Year,TeamAbv,TeamName,3P,3PA,3P%,2P,2PA,2P%,TOTAL_3P,TOTAL_3PA,TOTAL_2P,TOTAL_2PA
2014,SAC,Sacramento Kings,5.667,18.667,0.113,129.778,267.111,0.505,51.000,168.000,1168.000,2404.000
2014,SAS,San Antonio Spurs,17.167,51.000,0.305,185.000,350.000,0.533,103.000,306.000,1110.000,2100.000
2014,TOR,Toronto Raptors,17.000,48.500,0.229,141.125,243.625,0.545,136.000,388.000,1129.000,1949.000
2014,UTA,Utah Jazz,6.000,18.400,0.171,189.000,347.800,0.515,30.000,92.000,945.000,1739.000
2014,WAS,Washington Wizards,4.000,12.667,0.118,216.667,421.500,0.489,24.000,76.000,1300.000,2529.000
2016,ATL,Atlanta Hawks,24.667,74.000,0.272,158.667,296.500,0.453,148.000,444.000,952.000,1779.000
2016,BKN,Brooklyn Nets,48.800,148.600,0.317,179.800,328.400,0.557,244.000,743.000,899.000,1642.000
2016,BOS,Boston Celtics,37.667,105.333,0.244,138.833,250.167,0.537,226.000,632.000,833.000,1501.000
2016,CHA,Charlotte Hornets,48.000,142.800,0.169,128.600,252.400,0.488,240.000,714.000,643.000,1262.000
2016,CHI,Chicago Bulls,40.250,118.750,0.225,197.500,380.250,0.534,161.000,475.000,790.000,1521.000
2016,CLE,Cleveland Cavaliers,56.400,146.000,0.196,119.600,224.000,0.469,282.000,730.000,598.000,1120.000
2016,DAL,Dallas Mavericks,30.375,89.875,0.309,136.375,271.125,0.435,243.000,719.000,1091.000,2169.000
2016,DEN,Denver Nuggets,28.800,75.000,0.296,155.000,267.000,0.622,144.000,375.000,775.000,1335.000
2016,DET,Detroit Pistons,28.333,87.167,0.303,228.667,428.667,0.520,170.000,523.000,1372.000,2572.000
2016,GSW,Golden State Warriors,22.778,67.222,0.219,139.556,244.778,0.533,205.000,605.000,1256.000,2203.000
2016,HOU,Houston Rockets,38.857,103.143,0.302,156.429,258.000,0.526,272.000,722.000,1095.000,1806.000
2016,IND,Indiana Pacers,12.286,35.571,0.135,167.000,317.571,0.484,86.000,249.000,1169.000,2223.000
2016,LAC,Los Angeles Clippers,23.667,65.833,0.260,184.167,317.833,0.474,142.000,395.000,1105.000,1907.000
2016,LAL,Los Angeles Lakers,4.667,17.667,0.175,181.500,347.333,0.527,28.000,106.000,1089.000,2084.000
2016,MEM,Memphis Grizzlies,31.500,88.833,0.270,198.500,404.000,0.504,189.000,533.000,1191.000,2424.000
2016,MIA,Miami Heat,18.833,54.667,0.272,174.500,321.167,0.497,113.000,328.000,1047.000,1927.000
2016,MIL,Milwaukee Bucks,30.857,87.286,0.239,169.429,321.429,0.585,216.000,611.000,1186.000,2250.000
2016,MIN,Minnesota Timberwolves,29.333,85.000,0.314,197.000,356.667,0.507,176.000,510.000,1182.000,2140.000
2016,NOP,New Orleans Pelicans,20.333,61.000,0.231,172.500,329.333,0.512,122.000,366.000,1035.000,1976.000
2016,NYK,New York Knicks,22.429,62.714,0.222,142.571,283.714,0.492,157.000,439.000,998.000,1986.000
2016,OKC,Oklahoma City Thunder,11.600,40.600,0.191,186.000,340.800,0.557,58.000,203.000,930.000,1704.000
2016,ORL,Orlando Magic,15.200,53.600,0.291,163.600,339.000,0.458,76.000,268.000,818.000,1695.000
2016,PHI,Philadelphia 76ers,23.250,70.875,0.333,121.500,234.750,0.538,186.000,567.000,972.000,1878.000
2016,PHX,Phoenix Suns,30.000,90.167,0.245,139.833,259.333,0.543,180.000,541.000,839.000,1556.000
2016,POR,Portland Trail Blazers,37.750,111.250,0.342,95.750,202.750,0.475,151.000,445.000,383.000,811.000
2016,SAC,Sacramento Kings,18.600,48.600,0.153,141.200,260.200,0.545,93.000,243.000,706.000,1301.000
2016,SAS,San Antonio Spurs,24.667,55.500,0.449,196.167,374.833,0.561,148.000,333.000,1177.000,2249.000
2016,TOR,Toronto Raptors,17.000,48.667,0.286,121.833,219.500,0.537,102.000,292.000,731.000,1317.000
2016,UTA,Utah Jazz,14.833,50.167,0.186,149.333,271.000,0.545,89.000,301.000,896.000,1626.000
2016,WAS,Washington Wizards,21.600,55.200,0.279,187.800,350.800,0.528,108.000,276.000,939.000,1754.000
2018,ATL,Atlanta Hawks,43.444,117.556,0.311,115.556,203.444,0.544,391.000,1058.000,1040.000,1831.000
2018,BKN,Brooklyn Nets,33.000,101.800,0.165,138.400,237.600,0.584,165.000,509.000,692.000,1188.000
2018,BOS,Boston Celtics,47.500,133.500,0.348,133.625,238.625,0.572,380.000,1068.000,1069.000,1909.000
2018,CHA,Charlotte Hornets,37.833,104.833,0.345,129.333,241.500,0.538,227.000,629.000,776.000,1449.000
2018,CHI,Chicago Bulls,33.250,99.750,0.194,197.000,370.250,0.531,133.000,399.000,788.000,1481.000
2018,CLE,Cleveland Cavaliers,23.600,64.800,0.368,133.400,253.200,0.470,118.000,324.000,667.000,1266.000
2018,DAL,Dallas Mavericks,38.200,116.800,0.324,92.800,155.800,0.452,191.000,584.000,464.000,779.000
2018,DEN,Denver Nuggets,33.375,104.750,0.290,162.875,291.750,0.569,267.000,838.000,1303.000,2334.000
2018,DET,Detroit Pistons,48.750,143.750,0.146,284.000,531.000,0.540,195.000,575.000,1136.000,2124.000
2018,GSW,Golden State Warriors,19.125,60.000,0.254,97.375,168.750,0.563,153.000,480.000,779.000,1350.000
2018,HOU,Houston Rockets,26.250,75.000,0.223,81.500,136.125,0.603,210.000,600.000,652.000,1089.000
2018,IND,Indiana Pacers,20.857,57.714,0.351,180.286,322.143,0.434,146.000,404.000,1262.000,2255.000
2018,LAC,Los Angeles Clippers,1.000,5.200,0.170,137.600,228.800,0.482,5.000,26.000,688.000,1144.000
2018,LAL,Los Angeles Lakers,30.800,106.000,0.170,190.600,326.400,0.568,154.000,530.000,953.000,1632.000
2018,MEM,Memphis Grizzlies,25.500,72.000,0.232,129.500,237.750,0.538,102.000,288.000,518.000,951.000
2018,MIA,Miami Heat,28.000,85.333,0.169,156.167,272.333,0.521,168.000,512.000,937.000,1634.000
2018,MIL,Milwaukee Bucks,70.800,206.600,0.340,204.800,339.800,0.554,354.000,1033.000,1024.000,1699.000
2018,MIN,Minnesota Timberwolves,63.250,165.000,0.360,255.000,456.750,0.521,253.000,660.000,1020.000,1827.000
2018,NOP,New Orleans Pelicans,29.250,87.250,0.281,341.000,599.750,0.582,117.000,349.000,1364.000,2399.000
2018,NYK,New York Knicks,43.833,128.833,0.330,112.167,226.667,0.500,263.000,773.000,673.000,1360.000
2018,OKC,Oklahoma City Thunder,32.200,86.400,0.243,194.600,339.200,0.435,161.000,432.000,973.000,1696.000
2018,ORL,Orlando Magic,47.429,138.857,0.281,194.571,364.714,0.548,332.000,972.000,1362.000,2553.000
2018,PHI,Philadelphia 76ers,31.250,100.250,0.238,154.000,281.000,0.551,125.000,401.000,616.000,1124.000
2018,PHX,Phoenix Suns,6.000,30.000,0.117,199.750,332.500,0.638,24.000,120.000,799.000,1330.000
2018,POR,Portland Trail Blazers,47.250,135.250,0.307,202.250,380.000,0.549,189.000,541.000,809.000,1520.000
2018,SAC,Sacramento Kings,26.800,72.200,0.303,233.200,436.000,0.524,134.000,361.000,1166.000,2180.000
2018,SAS,San Antonio Spurs,32.375,78.875,0.306,163.000,303.125,0.515,259.000,631.000,1304.000,2425.000
2018,TOR,Toronto Raptors,46.667,140.000,0.328,292.333,492.667,0.584,140.000,420.000,877.000,1478.000
2018,UTA,Utah Jazz,35.714,95.857,0.305,156.429,248.714,0.572,250.000,671.000,1095.000,1741.000
2018,WAS,Washington Wizards,29.400,87.400,0.217,115.600,185.400,0.599,147.000,437.000,578.000,927.000
2020,ATL,Atlanta Hawks,37.143,101.714,0.218,149.429,260.000,0.525,260.000,712.000,1046.000,1820.000
2020,BKN,Brooklyn Nets,24.250,59.250,0.203,93.000,150.625,0.500,194.000,474.000,744.000,1205.000
2020,BOS,Boston Celtics,21.200,58.400,0.185,93.400,157.800,0.595,106.000,292.000,467.000,789.000
2020,CHA,Charlotte Hornets,38.833,102.833,0.179,121.167,217.000,0.558,233.000,617.000,727.000,1302.000
2020,CHI,Chicago Bulls,46.250,120.250,0.265,174.250,310.750,0.578,185.000,481.000,697.000,1243.000
2020,CLE,Cleveland Cavaliers,25.714,73.000,0.208,37.429,71.000,0.478,180.000,511.000,262.000,497.000
2020,DAL,Dallas Mavericks,51.667,135.333,0.272,108.000,185.000,0.580,310.000,812.000,648.000,1110.000
2020,DEN,Denver Nuggets,37.429,99.429,0.312,134.571,229.857,0.479,262.000,696.000,942.000,1609.000
2020,DET,Detroit Pistons,12.250,48.500,0.195,145.250,245.000,0.590,49.000,194.000,581.000,980.000
2020,GSW,Golden State Warriors,30.429,88.286,0.305,132.143,246.286,0.510,213.000,618.000,925.000,1724.000
2020,HOU,Houston Rockets,21.500,61.500,0.160,70.500,121.250,0.618,86.000,246.000,282.000,485.000
2020,IND,Indiana Pacers,42.500,124.667,0.299,155.500,261.333,0.590,255.000,748.000,933.000,1568.000
2020,LAC,Los Angeles Clippers,37.000,89.000,0.353,98.667,171.500,0.461,222.000,534.000,592.000,1029.000
2020,LAL,Los Angeles Lakers,20.429,63.857,0.263,113.714,198.429,0.443,143.000,447.000,796.000,1389.000
2020,MEM,Memphis Grizzlies,26.714,80.143,0.327,152.000,261.571,0.568,187.000,561.000,1064.000,1831.000
2020,MIA,Miami Heat,3.000,11.833,0.224,108.167,187.833,0.678,18.000,71.000,649.000,1127.000
2020,MIL,Milwaukee Bucks,59.250,166.750,0.309,260.000,427.750,0.570,237.000,667.000,1040.000,1711.000
2020,MIN,Minnesota Timberwolves,51.833,143.333,0.326,145.667,257.000,0.550,311.000,860.000,874.000,1542.000
2020,NOP,New Orleans Pelicans,5.000,15.667,0.205,190.500,310.000,0.570,30.000,94.000,1143.000,1860.000
2020,NYK,New York Knicks,37.800,98.400,0.229,173.600,319.000,0.610,189.000,492.000,868.000,1595.000
2020,OKC,Oklahoma City Thunder,43.875,133.750,0.311,118.250,228.750,0.529,351.000,1070.000,946.000,1830.000
2020,ORL,Orlando Magic,18.600,56.600,0.278,46.200,86.000,0.573,93.000,283.000,231.000,430.000
2020,PHI,Philadelphia 76ers,25.250,69.750,0.236,129.375,235.875,0.371,202.000,558.000,1035.000,1887.000
2020,PHX,Phoenix Suns,58.500,162.000,0.314,129.500,223.167,0.543,351.000,972.000,777.000,1339.000
2020,POR,Portland Trail Blazers,39.625,102.375,0.305,107.250,206.625,0.509,317.000,819.000,858.000,1653.000
2020,SAC,Sacramento Kings,28.333,81.000,0.252,173.833,296.000,0.576,170.000,486.000,1043.000,1776.000
2020,SAS,San Antonio Spurs,25.500,72.833,0.453,172.833,323.500,0.548,153.000,437.000,1037.000,1941.000
2020,TOR,Toronto Raptors,39.500,121.667,0.298,126.667,237.667,0.539,237.000,730.000,760.000,1426.000
2020,UTA,Utah Jazz,22.571,54.286,0.267,89.857,141.714,0.514,158.000,380.000,629.000,992.000
2020,WAS,Washington Wizards,39.167,104.833,0.287,104.333,179.000,0.600,235.000,629.000,626.000,1074.000
2022,ATL,Atlanta Hawks,24.667,84.667,0.200,317.333,495.333,0.640,74.000,254.000,952.000,1486.000
2022,BKN,Brooklyn Nets,2.667,6.000,0.315,168.333,250.667,0.608,8.000,18.000,505.000,752.000
2022,BOS,Boston Celtics,41.000,100.429,0.239,67.571,107.571,0.595,287.000,703.000,473.000,753.000
2022,CHA,Charlotte Hornets,38.600,114.200,0.469,152.000,265.800,0.579,193.000,571.000,760.000,1329.000
2022,CHI,Chicago Bulls,44.500,119.333,0.325,155.500,272.000,0.509,267.000,716.000,933.000,1632.000
2022,CLE,Cleveland Cavaliers,13.333,45.333,0.313,167.500,271.833,0.582,80.000,272.000,1005.000,1631.000
2022,DAL,Dallas Mavericks,33.500,90.333,0.303,103.167,158.500,0.732,201.000,542.000,619.000,951.000
2022,DEN,Denver Nuggets,34.667,101.167,0.442,222.167,340.333,0.656,208.000,607.000,1333.000,2042.000
2022,DET,Detroit Pistons,61.000,165.800,0.278,180.000,312.400,0.571,305.000,829.000,900.000,1562.000
2022,GSW,Golden State Warriors,27.400,79.600,0.233,151.800,244.800,0.700,137.000,398.000,759.000,1224.000
2022,HOU,Houston Rockets,44.400,136.000,0.278,201.400,381.600,0.553,222.000,680.000,1007.000,1908.000
2022,IND,Indiana Pacers,33.667,105.833,0.248,131.167,222.667,0.568,202.000,635.000,787.000,1336.000
2022,LAC,Los Angeles Clippers,58.200,153.000,0.330,119.000,209.800,0.542,291.000,765.000,595.000,1049.000
2022,LAL,Los Angeles Lakers,50.000,162.333,0.285,385.333,651.333,0.605,150.000,487.000,1156.000,1954.000
2022,MEM,Memphis Grizzlies,36.750,108.750,0.267,151.125,250.375,0.592,294.000,870.000,1209.000,2003.000
2022,MIA,Miami Heat,10.556,33.667,0.235,139.333,250.444,0.565,95.000,303.000,1254.000,2254.000
2022,MIL,Milwaukee Bucks,45.000,127.286,0.311,196.000,330.286,0.578,315.000,891.000,1372.000,2312.000
2022,MIN,Minnesota Timberwolves,39.143,106.286,0.318,163.714,268.286,0.609,274.000,744.000,1146.000,1878.000
2022,NOP,New Orleans Pelicans,20.167,62.833,0.293,201.000,339.833,0.597,121.000,377.000,1206.000,2039.000
2022,NYK,New York Knicks,62.200,184.200,0.226,196.000,328.800,0.635,311.000,921.000,980.000,1644.000
2022,OKC,Oklahoma City Thunder,39.143,114.571,0.313,122.143,229.143,0.550,274.000,802.000,855.000,1604.000
2022,ORL,Orlando Magic,46.000,145.833,0.326,176.833,318.167,0.571,276.000,875.000,1061.000,1909.000
2022,PHI,Philadelphia 76ers,40.000,106.286,0.299,146.143,248.857,0.611,280.000,744.000,1023.000,1742.000
2022,PHX,Phoenix Suns,32.000,90.250,0.312,229.750,392.250,0.579,128.000,361.000,919.000,1569.000
2022,POR,Portland Trail Blazers,28.000,77.300,0.314,107.400,193.700,0.539,280.000,773.000,1074.000,1937.000
2022,SAC,Sacramento Kings,30.111,82.889,0.288,121.000,197.556,0.537,271.000,746.000,1089.000,1778.000
2022,SAS,San Antonio Spurs,23.250,71.500,0.246,104.000,186.500,0.588,186.000,572.000,832.000,1492.000
2022,TOR,Toronto Raptors,26.500,88.500,0.283,141.250,256.000,0.598,212.000,708.000,1130.000,2048.000
2022,UTA,Utah Jazz,42.875,115.875,0.378,127.000,204.250,0.679,343.000,927.000,1016.000,1634.000
2022,WAS,Washington Wizards,35.111,101.444,0.256,129.444,219.889,0.537,316.000,913.000,1165.000,1979.000
2024,ATL,Atlanta Hawks,22.000,66.600,0.258,141.600,236.000,0.592,110.000,333.000,708.000,1180.000
2024,BKN,Brooklyn Nets,60.286,174.286,0.304,143.714,265.143,0.524,422.000,1220.000,1006.000,1856.000
2024,BOS,Boston Celtics,66.800,182.400,0.264,106.100,181.900,0.504,668.000,1824.000,1061.000,1819.000
2024,CHA,Charlotte Hornets,37.833,123.500,0.243,149.000,273.000,0.529,227.000,741.000,894.000,1638.000
2024,CHI,Chicago Bulls,50.000,137.667,0.276,110.167,194.333,0.635,300.000,826.000,661.000,1166.000
2024,CLE,Cleveland Cavaliers,33.400,94.000,0.186,189.200,290.000,0.588,167.000,470.000,946.000,1450.000
2024,DAL,Dallas Mavericks,19.667,57.333,0.320,124.833,207.667,0.599,118.000,344.000,749.000,1246.000
2024,DEN,Denver Nuggets,33.250,84.750,0.325,129.375,211.500,0.583,266.000,678.000,1035.000,1692.000
2024,DET,Detroit Pistons,23.200,69.000,0.317,180.000,294.400,0.614,116.000,345.000,900.000,1472.000
2024,GSW,Golden State Warriors,34.000,99.571,0.295,109.429,204.286,0.571,238.000,697.000,766.000,1430.000
2024,HOU,Houston Rockets,28.250,83.875,0.290,138.625,258.375,0.560,226.000,671.000,1109.000,2067.000
2024,IND,Indiana Pacers,46.900,122.100,0.248,108.600,185.100,0.596,469.000,1221.000,1086.000,1851.000
2024,LAC,Los Angeles Clippers,31.333,76.333,0.332,211.667,341.000,0.557,94.000,229.000,635.000,1023.000
2024,LAL,Los Angeles Lakers,27.750,71.500,0.173,110.500,175.000,0.630,111.000,286.000,442.000,700.000
2024,MEM,Memphis Grizzlies,58.000,158.000,0.312,178.000,305.000,0.587,406.000,1106.000,1246.000,2135.000
2024,MIA,Miami Heat,45.800,129.000,0.352,184.600,337.400,0.526,229.000,645.000,923.000,1687.000
2024,MIL,Milwaukee Bucks,46.200,129.200,0.279,251.800,420.000,0.529,231.000,646.000,1259.000,2100.000
2024,MIN,Minnesota Timberwolves,65.500,185.833,0.333,213.167,366.000,0.588,393.000,1115.000,1279.000,2196.000
2024,NOP,New Orleans Pelicans,17.800,56.200,0.227,164.400,286.000,0.584,89.000,281.000,822.000,1430.000
2024,NYK,New York Knicks,64.600,166.800,0.357,205.400,364.400,0.599,323.000,834.000,1027.000,1822.000
2024,OKC,Oklahoma City Thunder,36.000,99.333,0.304,99.167,170.333,0.584,216.000,596.000,595.000,1022.000
2024,ORL,Orlando Magic,38.600,136.800,0.256,185.200,326.000,0.586,193.000,684.000,926.000,1630.000
2024,PHI,Philadelphia 76ers,32.429,93.286,0.217,99.571,178.429,0.481,227.000,653.000,697.000,1249.000
2024,PHX,Phoenix Suns,48.000,117.750,0.194,183.500,306.250,0.632,192.000,471.000,734.000,1225.000
2024,POR,Portland Trail Blazers,46.571,131.143,0.322,128.429,235.286,0.561,326.000,918.000,899.000,1647.000
2024,SAC,Sacramento Kings,44.000,123.857,0.457,114.714,190.000,0.456,308.000,867.000,803.000,1330.000
2024,SAS,San Antonio Spurs,64.333,169.167,0.366,149.333,251.000,0.602,386.000,1015.000,896.000,1506.000
2024,TOR,Toronto Raptors,27.333,91.000,0.302,173.167,312.667,0.531,164.000,546.000,1039.000,1876.000
2024,UTA,Utah Jazz,44.857,130.143,0.306,129.000,211.429,0.556,314.000,911.000,903.000,1480.000
2024,WAS,Washington Wizards,38.250,119.250,0.251,106.500,205.000,0.570,153.000,477.000,426.000,820.000
1990,ATL,Atlanta Hawks,0.833,5.000,0.105,162.167,337.833,0.447,5.000,30.000,973.000,2027.000
1990,BKN,Brooklyn Nets,4.000,14.667,0.258,219.833,488.000,0.455,24.000,88.000,1319.000,2928.000
1990,BOS,Boston Celtics,3.000,9.286,0.131,190.429,343.286,0.506,21.000,65.000,1333.000,2403.000
1990,CHA,Charlotte Hornets,0.000,1.000,0.000,127.400,260.400,0.458,0.000,5.000,637.000,1302.000
1990,CHI,Chicago Bulls,0.500,2.833,0.183,194.667,386.667,0.495,3.000,17.000,1168.000,2320.000
1990,CLE,Cleveland Cavaliers,8.167,24.833,0.190,297.167,593.833,0.455,49.000,149.000,1783.000,3563.000
1990,DAL,Dallas Mavericks,4.000,14.000,0.205,193.714,395.571,0.495,28.000,98.000,1356.000,2769.000
1990,DEN,Denver Nuggets,1.000,5.400,0.196,191.200,425.000,0.456,5.000,27.000,956.000,2125.000
1990,DET,Detroit Pistons,7.667,24.167,0.386,170.667,350.833,0.480,46.000,145.000,1024.000,2105.000
1990,GSW,Golden State Warriors,1.571,5.143,0.183,98.143,211.857,0.443,11.000,36.000,687.000,1483.000
1990,HOU,Houston Rockets,0.500,3.000,0.086,210.333,407.667,0.477,3.000,18.000,1262.000,2446.000
1990,IND,Indiana Pacers,2.667,8.333,0.144,204.667,405.000,0.507,16.000,50.000,1228.000,2430.000
1990,LAC,Los Angeles Clippers,0.000,1.200,0.000,139.200,273.200,0.437,0.000,6.000,696.000,1366.000
1990,LAL,Los Angeles Lakers,5.667,22.500,0.210,189.667,364.833,0.481,34.000,135.000,1138.000,2189.000
1990,MIA,Miami Heat,0.800,4.000,0.200,201.000,424.400,0.469,4.000,20.000,1005.000,2122.000
1990,MIL,Milwaukee Bucks,14.667,50.667,0.176,239.333,472.833,0.488,88.000,304.000,1436.000,2837.000
1990,MIN,Minnesota Timberwolves,0.167,4.667,0.015,155.833,341.667,0.433,1.000,28.000,935.000,2050.000
1990,NYK,New York Knicks,0.000,2.000,0.000,275.200,545.000,0.457,0.000,10.000,1376.000,2725.000
1990,OKC,Oklahoma City Thunder,0.750,4.000,0.389,177.250,351.000,0.423,3.000,16.000,709.000,1404.000
1990,ORL,Orlando Magic,1.400,4.600,0.244,163.800,338.800,0.392,7.000,23.000,819.000,1694.000
1990,PHI,Philadelphia 76ers,0.667,8.333,0.190,132.000,286.333,0.450,2.000,25.000,396.000,859.000
1990,PHX,Phoenix Suns,3.571,13.857,0.117,157.571,312.714,0.510,25.000,97.000,1103.000,2189.000
1990,POR,Portland Trail Blazers,1.000,3.833,0.079,242.833,487.667,0.485,6.000,23.000,1457.000,2926.000
1990,SAC,Sacramento Kings,0.333,2.333,0.100,236.000,484.500,0.461,2.000,14.000,1416.000,2907.000
1990,SAS,San Antonio Spurs,1.333,7.833,0.071,267.667,521.000,0.486,8.000,47.000,1606.000,3126.000
1990,UTA,Utah Jazz,0.500,2.250,0.095,196.125,389.000,0.487,4.000,18.000,1569.000,3112.000
1990,WAS,Washington Wizards,1.167,8.500,0.074,224.333,450.833,0.493,7.000,51.000,1346.000,2705.000
1992,ATL,Atlanta Hawks,2.000,7.333,0.237,161.833,325.500,0.457,12.000,44.000,971.000,1953.000
1992,BKN,Brooklyn Nets,3.714,15.429,0.299,149.143,327.143,0.500,26.000,108.000,1044.000,2290.000
1992,BOS,Boston Celtics,1.333,7.833,0.096,215.667,436.500,0.479,8.000,47.000,1294.000,2619.000
1992,CHA,Charlotte Hornets,4.500,19.250,0.085,381.750,723.500,0.523,18.000,77.000,1527.000,2894.000
1992,CHI,Chicago Bulls,0.600,3.800,0.133,204.400,419.000,0.486,3.000,19.000,1022.000,2095.000
1992,CLE,Cleveland Cavaliers,5.833,14.667,0.305,257.833,487.000,0.488,35.000,88.000,1547.000,2922.000
1992,DAL,Dallas Mavericks,1.714,8.000,0.122,211.000,465.429,0.444,12.000,56.000,1477.000,3258.000
1992,DEN,Denver Nuggets,0.800,5.000,0.101,211.600,422.600,0.466,4.000,25.000,1058.000,2113.000
1992,DET,Detroit Pistons,7.000,27.400,0.213,229.800,475.600,0.480,35.000,137.000,1149.000,2378.000
1992,GSW,Golden State Warriors,2.167,8.333,0.166,207.000,405.500,0.498,13.000,50.000,1242.000,2433.000
1992,HOU,Houston Rockets,18.200,51.400,0.075,321.200,603.000,0.481,91.000,257.000,1606.000,3015.000
1992,IND,Indiana Pacers,1.600,11.400,0.051,286.000,570.200,0.478,8.000,57.000,1430.000,2851.000
1992,LAC,Los Angeles Clippers,2.250,8.500,0.259,356.250,688.500,0.522,9.000,34.000,1425.000,2754.000
1992,LAL,Los Angeles Lakers,9.250,31.000,0.209,274.750,547.750,0.492,37.000,124.000,1099.000,2191.000
1992,MIA,Miami Heat,2.400,9.800,0.203,217.800,448.000,0.494,12.000,49.000,1089.000,2240.000
1992,MIL,Milwaukee Bucks,13.625,37.250,0.265,171.375,349.625,0.456,109.000,298.000,1371.000,2797.000
1992,MIN,Minnesota Timberwolves,0.667,7.000,0.033,180.333,380.333,0.466,4.000,42.000,1082.000,2282.000
1992,NYK,New York Knicks,0.200,1.600,0.071,278.000,559.000,0.441,1.000,8.000,1390.000,2795.000
1992,OKC,Oklahoma City Thunder,0.000,1.250,0.000,190.250,377.750,0.486,0.000,5.000,761.000,1511.000
1992,ORL,Orlando Magic,2.714,7.000,0.182,184.143,340.857,0.553,19.000,49.000,1289.000,2386.000
1992,PHI,Philadelphia 76ers,3.000,13.000,0.120,139.857,296.571,0.477,21.000,91.000,979.000,2076.000
1992,PHX,Phoenix Suns,13.000,42.000,0.174,221.667,426.333,0.490,78.000,252.000,1330.000,2558.000
1992,POR,Portland Trail Blazers,3.800,16.400,0.049,276.000,573.400,0.465,19.000,82.000,1380.000,2867.000
1992,SAC,Sacramento Kings,0.000,2.800,0.000,238.800,476.600,0.499,0.000,14.000,1194.000,2383.000
1992,SAS,San Antonio Spurs,1.500,7.333,0.353,192.667,378.167,0.444,9.000,44.000,1156.000,2269.000
1992,UTA,Utah Jazz,0.667,3.833,0.050,216.000,418.333,0.504,4.000,23.000,1296.000,2510.000
1992,WAS,Washington Wizards,10.250,36.500,0.195,243.500,517.000,0.484,41.000,146.000,974.000,2068.000
1994,ATL,Atlanta Hawks,3.500,10.000,0.333,115.500,244.000,0.479,14.000,40.000,462.000,976.000
1994,BKN,Brooklyn Nets,4.125,19.250,0.147,198.375,413.750,0.413,33.000,154.000,1587.000,3310.000
1994,BOS,Boston Celtics,0.400,2.200,0.071,216.400,436.000,0.475,2.000,11.000,1082.000,2180.000
1994,CHA,Charlotte Hornets,15.667,42.500,0.209,218.667,439.333,0.473,94.000,255.000,1312.000,2636.000
1994,CHI,Chicago Bulls,0.000,1.500,0.000,125.167,255.833,0.466,0.000,9.000,751.000,1535.000
1994,CLE,Cleveland Cavaliers,19.000,48.200,0.151,212.600,441.000,0.475,95.000,241.000,1063.000,2205.000
1994,DAL,Dallas Mavericks,1.833,9.667,0.146,176.833,387.667,0.450,11.000,58.000,1061.000,2326.000
1994,DEN,Denver Nuggets,6.250,18.875,0.085,139.500,260.625,0.477,50.000,151.000,1116.000,2085.000
1994,DET,Detroit Pistons,18.667,50.000,0.204,150.667,290.833,0.594,112.000,300.000,904.000,1745.000
1994,GSW,Golden State Warriors,6.286,20.429,0.268,171.429,313.714,0.548,44.000,143.000,1200.000,2196.000
1994,HOU,Houston Rockets,17.714,47.429,0.195,179.571,352.143,0.435,124.000,332.000,1257.000,2465.000
1994,IND,Indiana Pacers,0.000,0.600,0.000,208.200,399.800,0.457,0.000,3.000,1041.000,1999.000
1994,LAC,Los Angeles Clippers,1.000,6.286,0.035,174.429,348.286,0.443,7.000,44.000,1221.000,2438.000
1994,LAL,Los Angeles Lakers,2.500,11.833,0.354,185.500,380.167,0.487,15.000,71.000,1113.000,2281.000
1994,MIA,Miami Heat,22.333,55.000,0.403,162.333,315.333,0.495,67.000,165.000,487.000,946.000
1994,MIL,Milwaukee Bucks,2.833,9.500,0.314,186.833,367.667,0.492,17.000,57.000,1121.000,2206.000
1994,MIN,Minnesota Timberwolves,2.167,8.500,0.065,148.333,308.000,0.445,13.000,51.000,890.000,1848.000
1994,NYK,New York Knicks,1.667,6.500,0.184,228.333,448.333,0.456,10.000,39.000,1370.000,2690.000
1994,OKC,Oklahoma City Thunder,20.571,53.286,0.239,131.429,251.286,0.420,144.000,373.000,920.000,1759.000
1994,ORL,Orlando Magic,3.857,12.571,0.120,214.714,383.143,0.406,27.000,88.000,1503.000,2682.000
1994,PHI,Philadelphia 76ers,0.000,7.200,0.000,205.800,440.600,0.461,0.000,36.000,1029.000,2203.000
1994,PHX,Phoenix Suns,16.200,48.600,0.406,267.200,521.400,0.504,81.000,243.000,1336.000,2607.000
1994,POR,Portland Trail Blazers,2.000,6.200,0.327,179.800,383.000,0.460,10.000,31.000,899.000,1915.000
1994,SAC,Sacramento Kings,0.667,2.167,0.330,187.000,356.167,0.496,4.000,13.000,1122.000,2137.000
1994,SAS,San Antonio Spurs,1.143,3.857,0.260,198.571,383.429,0.460,8.000,27.000,1390.000,2684.000
1994,UTA,Utah Jazz,3.200,13.800,0.228,289.600,548.200,0.527,16.000,69.000,1448.000,2741.000
1994,WAS,Washington Wizards,8.667,33.667,0.181,246.667,484.500,0.496,52.000,202.000,1480.000,2907.000
1996,ATL,Atlanta Hawks,13.375,33.750,0.257,139.000,279.625,0.361,107.000,270.000,1112.000,2237.000
1996,BKN,Brooklyn Nets,0.833,5.000,0.067,101.333,235.833,0.405,5.000,30.000,608.000,1415.000
1996,BOS,Boston Celtics,7.625,24.125,0.146,129.000,287.250,0.452,61.000,193.000,1032.000,2298.000
1996,CHA,Charlotte Hornets,4.000,15.000,0.307,214.000,421.200,0.440,20.000,75.000,1070.000,2106.000
