Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Samuel Dalembert,25,PHI,C,0,2,.000,356,656,.543,,,,
Zaza Pachulia,22,ATL,C,0,1,.000,291,613,.475,,,,
Udonis Haslem,26,MIA,PF,0,4,.000,353,713,.495,,,,
Marvin Williams,20,ATL,PF,11,45,.244,295,661,.446,,,,
Tim Thomas,29,LAC,PF,136,356,.382,163,367,.444,,,,
Andrew Bogut,22,MIL,C,1,5,.200,347,624,.556,,,,
Shareef Abdur-Rahim,30,SAC,C,3,20,.150,307,634,.484,,,,
Nick Collison,26,OKC,C,0,2,.000,318,634,.502,,,,
Marcus Camby,32,DEN,C,0,2,.000,312,657,.475,,,,
Andris Biedriņš,20,GSW,C,0,0,,348,581,.599,,,,
Nenê,24,DEN,C,0,1,.000,294,515,.571,,,,
Mikki Moore,31,BKN,C,0,1,.000,308,505,.610,,,,
Juwan Howard,33,HOU,PF,0,0,,309,665,.465,,,,
Chris Kaman,24,LAC,C,0,1,.000,294,651,.452,,,,
Andrea Bargnani,21,TOR,PF,100,268,.373,167,357,.468,,,,
Andrés Nocioni,27,CHI,PF,80,209,.383,193,375,.515,,,,
Matt Barnes,26,GSW,PF,106,290,.366,169,338,.500,,,,
Boris Diaw,24,PHX,PF,15,45,.333,291,524,.555,,,,
Troy Murphy,26,2TM,PF,58,147,.395,208,434,.479,,,,
Tyson Chandler,24,NOP,C,0,1,.000,292,467,.625,,,,
Shaquille O'Neal,34,MIA,C,0,0,,283,479,.591,,,,
Channing Frye,23,NYK,PF,3,18,.167,295,671,.440,,,,
Chris Webber,33,2TM,PF,4,11,.364,285,628,.454,,,,
Antonio McDyess,32,DET,PF,0,0,,284,540,.526,,,,
Alonzo Mourning,36,MIA,C,0,0,,238,425,.560,,,,
Antoine Walker,30,MIA,PF,84,305,.275,181,363,.499,,,,
Travis Outlaw,22,POR,PF,10,37,.270,236,530,.445,,,,
Darko Miličić,21,ORL,PF,0,1,.000,249,547,.455,,,,
Andrew Bynum,19,LAL,C,0,3,.000,247,440,.561,,,,
David Lee,23,NYK,PF,0,0,,240,400,.600,,,,
Corliss Williamson,33,SAC,PF,0,2,.000,236,461,.512,,,,
Craig Smith,23,MIN,PF,0,6,.000,246,457,.538,,,,
Linas Kleiza,22,DEN,PF,83,221,.376,117,253,.462,,,,
Brad Miller,30,SAC,C,5,33,.152,219,461,.475,,,,
Jorge Garbajosa,29,TOR,PF,66,193,.342,156,336,.464,,,,
Donyell Marshall,33,CLE,PF,95,271,.351,114,222,.514,,,,
LaMarcus Aldridge,21,POR,C,0,2,.000,241,477,.505,,,,
Paul Millsap,21,UTA,PF,1,3,.333,208,395,.527,,,,
Joe Smith,31,2TM,PF,0,5,.000,214,472,.453,,,,
Anderson Varejão,24,CLE,C,0,9,.000,191,392,.487,,,,
Erick Dampier,31,DAL,C,0,0,,209,334,.626,,,,
Jamaal Magloire,28,POR,C,0,0,,199,395,.504,,,,
Brendan Haywood,27,WAS,C,0,0,,198,355,.558,,,,
Johan Petro,21,OKC,C,0,0,,226,438,.516,,,,
Eduardo Nájera,30,DEN,PF,1,12,.083,203,342,.594,,,,
Rasho Nesterović,30,TOR,C,0,1,.000,230,420,.548,,,,
Ben Wallace,32,CHI,C,1,5,.200,191,419,.456,,,,
Charlie Villanueva,22,MIL,PF,29,86,.337,151,297,.508,,,,
Brian Cook,26,LAL,PF,46,115,.400,139,293,.474,,,,
Steven Hunter,25,PHI,PF,0,0,,188,326,.577,,,,
Shelden Williams,23,ATL,PF,2,4,.500,164,361,.454,,,,
Walter Herrmann,27,CHA,PF,53,115,.461,121,215,.563,,,,
Chuck Hayes,23,HOU,PF,0,0,,192,335,.573,,,,
P.J. Brown,37,CHI,PF,0,2,.000,170,416,.409,,,,
Nenad Krstić,23,BKN,C,0,1,.000,170,322,.528,,,,
Stromile Swift,27,MEM,C,0,5,.000,161,341,.472,,,,
Sean May,22,CHA,PF,2,3,.667,162,325,.498,,,,
Marc Jackson,32,NOP,PF,0,1,.000,159,387,.411,,,,
Tony Battie,30,ORL,PF,0,1,.000,176,359,.490,,,,
Ersan İlyasova,19,MIL,PF,54,148,.365,85,215,.395,,,,
Etan Thomas,28,WAS,C,0,0,,159,277,.574,,,,
Ronny Turiaf,24,LAL,C,0,1,.000,147,267,.551,,,,
Tyrus Thomas,20,CHI,PF,0,2,.000,134,280,.479,,,,
Ike Diogu,23,2TM,PF,0,0,,127,266,.477,,,,
Vladimir Radmanović,26,LAL,PF,40,118,.339,94,198,.475,,,,
Francisco Elson,30,SAS,C,0,2,.000,144,280,.514,,,,
Fabricio Oberto,31,SAS,C,0,0,,158,281,.562,,,,
Kwame Brown,24,LAL,C,0,1,.000,143,241,.593,,,,
Jason Maxiell,23,DET,C,0,0,,131,262,.500,,,,
Kenny Thomas,29,SAC,PF,0,1,.000,146,302,.483,,,,
Reggie Evans,26,DEN,PF,0,0,,117,215,.544,,,,
Kendrick Perkins,22,BOS,C,0,3,.000,132,266,.496,,,,
Jeff Foster,30,IND,C,0,1,.000,122,259,.471,,,,
Jake Voskuhl,29,CHA,C,0,0,,121,255,.475,,,,
Kurt Thomas,34,PHX,C,0,1,.000,126,258,.488,,,,
Brian Skinner,30,MIL,PF,0,0,,124,253,.490,,,,
Primož Brezec,27,CHA,C,1,3,.333,121,271,.446,,,,
Nazr Mohammed,29,DET,C,0,0,,118,222,.532,,,,
Lawrence Roberts,24,MEM,PF,0,2,.000,94,206,.456,,,,
Darius Songaila,28,WAS,PF,0,2,.000,118,223,.529,,,,
Matt Bonner,26,SAS,PF,36,94,.383,70,143,.490,,,,
Robert Horry,36,SAS,PF,50,149,.336,40,102,.392,,,,
Leon Powe,23,BOS,C,0,2,.000,79,175,.451,,,,
Alexander Johnson,23,MEM,PF,0,0,,91,169,.538,,,,
Dan Gadzuric,28,MIL,C,0,1,.000,108,227,.476,,,,
Josh Boone,22,BKN,PF,0,0,,99,171,.579,,,,
Malik Allen,28,CHI,PF,0,1,.000,107,257,.416,,,,
Dikembe Mutombo,40,HOU,C,0,0,,85,153,.556,,,,
Austin Croshere,31,DAL,PF,26,91,.286,52,131,.397,,,,
Kris Humphries,21,TOR,PF,0,0,,87,185,.470,,,,
Linton Johnson,26,NOP,PF,10,30,.333,83,160,.519,,,,
Brian Scalabrine,28,BOS,PF,44,110,.400,33,81,.407,,,,
Andray Blatche,20,WAS,PF,4,27,.148,82,170,.482,,,,
Jarron Collins,28,UTA,C,0,0,,75,170,.441,,,,
Clifford Robinson,40,BKN,C,25,66,.379,56,152,.368,,,,
Michael Doleac,29,MIA,C,0,1,.000,82,174,.471,,,,
Malik Rose,32,NYK,PF,2,8,.250,72,178,.404,,,,
DeSagana Diop,25,DAL,C,0,1,.000,71,150,.473,,,,
Solomon Jones,22,ATL,PF,0,1,.000,65,127,.512,,,,
David Noel,22,MIL,PF,17,53,.321,48,124,.387,,,,
Hilton Armstrong,22,NOP,C,0,0,,68,125,.544,,,,
Lorenzen Wright,31,ATL,C,0,0,,82,183,.448,,,,
Jason Collins,28,BKN,PF,0,2,.000,55,149,.369,,,,
Mike Sweetney,24,CHI,C,0,0,,58,134,.433,,,,
Maceo Baston,31,IND,PF,3,7,.429,46,69,.667,,,,
Justin Williams,22,SAC,C,0,1,.000,54,87,.621,,,,
Brian Cardinal,29,MEM,PF,18,44,.409,24,41,.585,,,,
Cedric Simmons,21,NOP,PF,0,0,,55,132,.417,,,,
Alan Henderson,34,PHI,PF,0,0,,43,67,.642,,,,
Josh Powell,24,2TM,PF,0,0,,43,93,.462,,,,
Adonal Foyle,31,GSW,C,0,0,,48,85,.565,,,,
Justin Reed,25,MIN,PF,0,0,,40,107,.374,,,,
Raef LaFrentz,30,POR,PF,2,23,.087,37,79,.468,,,,
Andre Brown,25,OKC,PF,0,1,.000,42,73,.575,,,,
Melvin Ely,28,2TM,C,0,0,,29,80,.363,,,,
James Singleton,25,LAC,PF,3,14,.214,27,68,.397,,,,
Joel Przybilla,27,POR,C,0,0,,37,78,.474,,,,
Jake Tsakalidis,27,2TM,C,0,0,,29,72,.403,,,,
Dale Davis,37,DET,C,0,0,,33,74,.446,,,,
Bo Outlaw,35,ORL,PF,0,0,,34,51,.667,,,,
Jerome James,31,NYK,C,0,0,,33,79,.418,,,,
Aaron Williams,35,LAC,PF,0,1,.000,29,52,.558,,,,
Viktor Khryapa,24,CHI,PF,0,6,.000,27,64,.422,,,,
Rafael Araújo,26,UTA,C,0,0,,27,65,.415,,,,
Pat Garrity,30,ORL,PF,11,32,.344,11,38,.289,,,,
David Harrison,24,IND,C,0,0,,30,58,.517,,,,
Calvin Booth,30,WAS,C,1,2,.500,30,64,.469,,,,
Othella Harrington,33,CHA,PF,0,0,,25,56,.446,,,,
Earl Barron,25,MIA,C,0,1,.000,24,82,.293,,,,
Ryan Hollins,22,CHA,C,0,0,,20,36,.556,,,,
Mark Madsen,31,MIN,C,0,0,,23,43,.535,,,,
Pat Burke,33,PHX,C,6,22,.273,17,43,.395,,,,
Shavlik Randolph,23,PHI,PF,0,0,,23,48,.479,,,,
Mouhamed Sene,20,OKC,C,0,0,,18,49,.367,,,,
Paul Davis,22,LAC,C,0,0,,22,52,.423,,,,
Damir Markota,21,MIL,PF,6,16,.375,13,36,.361,,,,
Amir Johnson,19,DET,PF,0,3,.000,18,30,.600,,,,
Scott Padgett,30,2TM,PF,8,33,.242,8,23,.348,,,,
Brandon Bass,21,NOP,PF,0,1,.000,15,43,.349,,,,
Stanislav Medvedenko,27,ATL,C,1,2,.500,11,27,.407,,,,
Jackie Butler,21,SAS,C,0,0,,16,35,.457,,,,
Danny Fortson,30,OKC,C,0,1,.000,15,29,.517,,,,
Matt Freije,25,ATL,PF,3,22,.136,13,32,.406,,,,
Michael Olowokandi,31,BOS,C,0,0,,19,46,.413,,,,
Uroš Slokar,23,TOR,C,1,2,.500,13,24,.542,,,,
Jared Reiner,24,MIL,C,0,0,,15,43,.349,,,,
Patrick O'Bryant,20,GSW,C,0,0,,10,32,.313,,,,
Kevinn Pinkney,23,BOS,PF,1,2,.500,11,25,.440,,,,
Pops Mensah-Bonsu,23,DAL,PF,0,0,,11,17,.647,,,,
Scot Pollard,31,CLE,C,0,0,,11,26,.423,,,,
Jamal Sampson,23,DEN,C,0,1,.000,9,13,.692,,,,
Maurice Taylor,30,SAC,PF,0,0,,8,28,.286,,,,
Wayne Simien,23,MIA,PF,0,0,,9,23,.391,,,,
Kelvin Cato,32,NYK,C,0,0,,7,22,.318,,,,
Esteban Batista,23,ATL,PF,0,0,,8,16,.500,,,,
Kenyon Martin,29,DEN,PF,0,1,.000,8,15,.533,,,,
Luke Schenscher,24,POR,C,0,0,,7,23,.304,,,,
Eddie Griffin,24,MIN,PF,0,1,.000,7,26,.269,,,,
Andreas Glyniadakis,25,OKC,C,0,0,,8,17,.471,,,,
D.J. Mbenga,26,DAL,C,0,0,,5,16,.313,,,,
Michael Ruffin,30,WAS,PF,0,0,,5,18,.278,,,,
Lou Amundson,24,2TM,PF,0,0,,6,15,.400,,,,
Ivan McFarlin,24,PHI,PF,0,1,.000,5,12,.417,,,,
Kevin Willis,44,DAL,PF,0,0,,5,13,.385,,,,
James Lang,23,WAS,C,0,0,,4,9,.444,,,,
Pape Sow,25,TOR,C,0,0,,3,9,.333,,,,
Sean Marks,31,PHX,PF,0,1,.000,2,5,.400,,,,
Renaldo Major,24,GSW,PF,0,0,,2,10,.200,,,,
Theo Ratliff,33,BOS,C,0,0,,1,3,.333,,,,
Steven Smith,23,PHI,PF,0,0,,2,8,.250,,,,
Randolph Morris,21,NYK,C,0,0,,1,6,.167,,,,
Dwayne Jones,23,CLE,PF,0,0,,0,1,.000,,,,
James Augustine,22,ORL,PF,0,0,,1,3,.333,,,,
Mile Ilić,22,BKN,C,0,0,,0,3,.000,,,,
Vitaly Potapenko,31,SAC,C,0,0,,0,4,.000,,,,
