Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Victor Alexander,25,GSW,C,6,25,.240,224,422,.531,,,,
Mark West,34,DET,C,0,0,,217,390,.556,,,,
Bison Dele,25,DEN,C,0,0,,196,333,.589,,,,
Scott Williams,26,PHI,PF,0,7,.000,206,427,.482,,,,
Clifford Rozier,22,GSW,C,2,7,.286,187,383,.488,,,,
Chris Dudley,29,POR,C,0,1,.000,181,445,.407,,,,
Derek Strong,26,BOS,PF,2,7,.286,147,322,.457,,,,
Carlos Rogers,23,GSW,C,2,14,.143,178,326,.546,,,,
Rony Seikaly,29,GSW,C,0,0,,162,314,.516,,,,
Don MacLean,25,WAS,PF,10,40,.250,148,321,.461,,,,
David Wood,30,GSW,PF,31,91,.341,122,235,.519,,,,
Bo Outlaw,23,LAC,PF,0,5,.000,170,320,.531,,,,
Carl Herrera,28,HOU,PF,0,2,.000,171,325,.526,,,,
Tom Hammonds,27,DEN,PF,0,1,.000,139,259,.537,,,,
Michael Cage,33,CLE,C,0,2,.000,177,338,.524,,,,
Robert Parish,41,CHA,C,0,0,,159,372,.427,,,,
Greg Foster,26,2TM,PF,7,23,.304,143,295,.485,,,,
Pervis Ellison,27,BOS,C,0,2,.000,152,298,.510,,,,
Bill Wennington,31,CHI,C,0,4,.000,156,313,.498,,,,
Jayson Williams,26,BKN,PF,0,5,.000,149,318,.469,,,,
Pete Chilcutt,26,HOU,PF,35,86,.407,111,242,.459,,,,
Luc Longley,26,CHI,C,0,2,.000,135,300,.450,,,,
Dennis Rodman,33,SAS,PF,0,2,.000,137,238,.576,,,,
Antonio Davis,26,IND,PF,0,0,,109,245,.445,,,,
Lorenzo Williams,25,DAL,C,0,0,,145,304,.477,,,,
Doug Smith,25,DAL,PF,1,12,.083,130,302,.430,,,,
Felton Spencer,27,UTA,C,0,0,,105,215,.488,,,,
Sam Bowie,33,LAL,C,2,11,.182,116,256,.453,,,,
Danny Schayes,35,PHX,C,1,1,1.000,125,247,.506,,,,
Derrick Alston,22,PHI,C,0,4,.000,120,254,.472,,,,
Kevin Duckworth,30,WAS,C,2,10,.200,116,257,.451,,,,
Joe Kleine,33,PHX,C,0,2,.000,119,263,.452,,,,
Brad Lohaus,30,MIA,PF,63,155,.406,34,76,.447,,,,
Stacey King,28,MIN,PF,0,1,.000,99,211,.469,,,,
Anthony Avent,25,ORL,PF,0,0,,105,244,.430,,,,
Alaa Abdelnaby,26,2TM,PF,0,2,.000,118,229,.515,,,,
Mark Bryant,29,POR,PF,1,2,.500,100,190,.526,,,,
Corie Blount,26,CHI,PF,0,2,.000,100,208,.481,,,,
Eric Leckner,28,DET,C,0,2,.000,87,163,.534,,,,
Anthony Bonner,26,NYK,PF,1,5,.200,87,188,.463,,,,
Duane Causwell,26,SAC,C,0,1,.000,76,146,.521,,,,
Donald Hodge,25,DAL,C,4,14,.286,79,190,.416,,,,
Dickey Simpkins,22,CHI,PF,0,0,,78,184,.424,,,,
Ervin Johnson,27,OKC,C,0,1,.000,85,191,.445,,,,
Jeff Turner,32,ORL,PF,27,75,.360,46,103,.447,,,,
Rick Mahorn,36,BKN,PF,1,3,.333,78,148,.527,,,,
Anthony Miller,23,LAL,PF,2,5,.400,68,127,.535,,,,
Herb Williams,36,NYK,C,0,0,,82,180,.456,,,,
Eric Mobley,24,MIL,C,2,2,1.000,76,130,.585,,,,
Antonio Harvey,24,LAL,PF,1,1,1.000,76,175,.434,,,,
Jon Koncak,31,ATL,C,12,36,.333,65,151,.430,,,,
Eric Riley,24,LAC,C,0,1,.000,65,144,.451,,,,
Alton Lister,36,MIL,C,0,1,.000,66,133,.496,,,,
Greg Anderson,30,ATL,PF,0,0,,57,104,.548,,,,
Bill Curley,22,DET,PF,0,0,,58,134,.433,,,,
Terry Davis,27,DAL,PF,0,2,.000,49,111,.441,,,,
Ed Pinckney,31,MIL,PF,0,0,,48,97,.495,,,,
Byron Houston,25,OKC,PF,6,22,.273,43,85,.506,,,,
Elmore Spencer,25,LAC,C,0,1,.000,52,117,.444,,,,
Cliff Levingston,34,DEN,PF,0,1,.000,55,129,.426,,,,
Kenny Gattison,30,CHA,PF,0,1,.000,47,99,.475,,,,
Matt Fish,25,LAC,C,0,1,.000,49,102,.480,,,,
Reggie Slater,24,DEN,PF,0,0,,40,81,.494,,,,
LaSalle Thompson,33,IND,C,0,0,,49,118,.415,,,,
James Donaldson,37,UTA,C,0,0,,44,74,.595,,,,
Greg Dreiling,32,CLE,C,0,0,,42,102,.412,,,,
Jim McIlvaine,22,WAS,C,0,0,,34,71,.479,,,,
Charles Shackleford,28,MIN,PF,0,0,,39,65,.600,,,,
Joe Wolf,30,CHA,PF,2,6,.333,36,75,.480,,,,
Dwayne Schintzius,26,BKN,C,0,0,,41,108,.380,,,,
Larry Krystkowiak,30,CHI,PF,0,0,,28,72,.389,,,,
Tim Perry,29,PHI,PF,0,14,.000,27,64,.422,,,,
James Edwards,39,POR,C,0,0,,32,83,.386,,,,
Žan Tabak,24,HOU,C,0,1,.000,24,52,.462,,,,
Jack Haley,31,SAS,PF,0,1,.000,26,60,.433,,,,
Bill Cartwright,37,OKC,C,0,0,,27,69,.391,,,,
Henry Turner,28,SAC,PF,2,5,.400,21,52,.404,,,,
Doug Edwards,24,ATL,PF,0,1,.000,22,47,.468,,,,
Acie Earl,24,BOS,C,0,0,,26,68,.382,,,,
Tree Rollins,39,ORL,C,0,0,,20,42,.476,,,,
Moses Malone,39,SAS,C,1,2,.500,12,33,.364,,,,
Trevor Wilson,26,SAC,PF,0,0,,18,40,.450,,,,
Andrés Guibert,26,MIN,PF,0,4,.000,16,43,.372,,,,
Kurt Rambis,36,LAL,PF,0,0,,18,35,.514,,,,
Steve Scheffler,27,OKC,C,0,0,,12,23,.522,,,,
Mike Brown,31,MIN,C,0,1,.000,10,39,.256,,,,
Julius Nwosu,23,SAS,C,0,0,,9,28,.321,,,,
LaPhonso Ellis,24,DEN,PF,0,0,,9,25,.360,,,,
Aaron Williams,23,MIL,PF,0,1,.000,8,23,.348,,,,
Manute Bol,32,GSW,C,3,5,.600,3,5,.600,,,,
Tom Tolbert,29,CHA,PF,0,4,.000,6,14,.429,,,,
Mike Peplowski,24,DET,C,0,0,,5,5,1.000,,,,
Greg Kite,33,2TM,C,0,0,,3,17,.176,,,,
Mark Randall,27,DEN,PF,0,1,.000,3,9,.333,,,,
Adrian Caldwell,28,HOU,PF,0,0,,1,4,.250,,,,
Geert Hammink,25,ORL,C,0,0,,1,3,.333,,,,
Charles Jones,37,HOU,PF,0,0,,1,3,.333,,,,
Mark Strickland,24,IND,PF,0,0,,1,3,.333,,,,
Ron Grandison,30,NYK,PF,0,0,,1,4,.250,,,,
Bob Martin,25,LAC,C,0,0,,1,5,.200,,,,
Keith Tower,24,ORL,C,0,0,,0,2,.000,,,,
Yinka Dare,22,BKN,C,0,0,,0,1,.000,,,,
Rich King,25,OKC,C,0,0,,0,2,.000,,,,
