Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Brian Skinner,32,LAC,PF,0,2,.000,92,203,.453,,,,
Francisco Elson,32,MIL,C,1,4,.250,82,165,.497,,,,
Aaron Gray,24,CHI,C,0,1,.000,81,166,.488,,,,
Sean Marks,33,NOP,C,2,10,.200,78,155,.503,,,,
Brian Cardinal,31,MIN,PF,30,92,.326,35,77,.455,,,,
Robin Lopez,20,PHX,C,0,1,.000,71,136,.522,,,,
Solomon Jones,24,ATL,C,1,2,.500,66,109,.606,,,,
Shelden Williams,25,2TM,PF,0,2,.000,70,155,.452,,,,
Juwan Howard,35,DEN,PF,0,0,,1,2,.500,,,,
DeSagana Diop,27,2TM,C,0,0,,74,171,.433,,,,
Ben Wallace,34,CLE,PF,0,0,,69,155,.445,,,,
Johan Petro,23,2TM,C,0,2,.000,73,174,.420,,,,
Jamaal Magloire,30,MIA,C,0,0,,65,131,.496,,,,
Rob Kurz,23,GSW,PF,15,38,.395,36,93,.387,,,,
Malik Allen,30,MIL,PF,0,1,.000,73,169,.432,,,,
Joel Anthony,26,MIA,C,0,0,,57,118,.483,,,,
Ryan Hollins,24,2TM,C,0,0,,50,94,.532,,,,
Fabricio Oberto,33,SAS,C,0,1,.000,61,103,.592,,,,
Brian Scalabrine,30,BOS,C,24,61,.393,24,53,.453,,,,
Malik Rose,34,2TM,PF,0,7,.000,45,124,.363,,,,
Ike Diogu,25,2TM,PF,1,2,.500,38,72,.528,,,,
Oleksiy Pecherov,23,WAS,C,14,43,.326,25,58,.431,,,,
Pops Mensah-Bonsu,25,2TM,PF,0,2,.000,39,101,.386,,,,
Paul Davis,24,LAC,PF,0,1,.000,40,97,.412,,,,
Nazr Mohammed,31,CHA,C,0,0,,41,101,.406,,,,
Patrick O'Bryant,22,2TM,C,0,2,.000,45,82,.549,,,,
Darnell Jackson,23,CLE,PF,0,2,.000,37,84,.440,,,,
Melvin Ely,30,NOP,C,0,0,,37,95,.389,,,,
Donyell Marshall,35,PHI,PF,25,55,.455,8,18,.444,,,,
Sean May,24,CHA,PF,1,1,1.000,38,97,.392,,,,
Chuck Hayes,25,HOU,C,0,4,.000,42,109,.385,,,,
Theo Ratliff,35,PHI,C,0,0,,34,64,.531,,,,
Robert Swift,23,OKC,C,0,0,,37,71,.521,,,,
Josh McRoberts,21,IND,PF,0,10,.000,35,73,.479,,,,
Etan Thomas,30,WAS,C,0,0,,32,66,.485,,,,
Sean Williams,22,BKN,PF,0,0,,30,72,.417,,,,
Mark Blount,33,MIA,C,11,27,.407,19,51,.373,,,,
Eduardo Nájera,32,BKN,PF,5,25,.200,28,49,.571,,,,
Brian Cook,28,2TM,PF,13,30,.433,15,46,.326,,,,
Alexis Ajinça,20,CHA,PF,0,2,.000,25,67,.373,,,,
Maceo Baston,33,IND,PF,0,1,.000,25,45,.556,,,,
D.J. White,22,OKC,PF,0,0,,26,50,.520,,,,
Stromile Swift,29,2TM,PF,1,1,1.000,23,55,.418,,,,
D.J. Mbenga,28,LAL,C,0,1,.000,27,56,.482,,,,
Brendan Haywood,29,WAS,C,0,0,,24,50,.480,,,,
Jason Collins,30,MIN,C,0,0,,22,70,.314,,,,
Anthony Tolliver,23,SAS,PF,9,41,.220,10,24,.417,,,,
Kyrylo Fesenko,22,UTA,C,0,0,,21,36,.583,,,,
Hamed Haddadi,23,MEM,C,0,0,,15,31,.484,,,,
Jarron Collins,30,UTA,C,0,0,,16,35,.457,,,,
Austin Croshere,33,2TM,PF,5,15,.333,9,24,.375,,,,
Chris Mihm,29,LAL,C,0,0,,15,40,.375,,,,
Jake Voskuhl,31,TOR,C,0,0,,12,45,.267,,,,
Cedric Simmons,23,2TM,PF,0,0,,11,25,.440,,,,
Lorenzen Wright,33,CLE,C,0,0,,10,27,.370,,,,
Othello Hunter,22,ATL,PF,0,0,,11,20,.550,,,,
Mouhamed Sene,22,2TM,C,0,0,,6,9,.667,,,,
Randolph Morris,23,ATL,C,0,0,,7,17,.412,,,,
Shavlik Randolph,25,POR,PF,1,1,1.000,7,12,.583,,,,
Adonal Foyle,33,2TM,C,0,0,,7,11,.636,,,,
Calvin Booth,32,2TM,C,0,0,,5,10,.500,,,,
Dikembe Mutombo,42,HOU,C,0,0,,5,13,.385,,,,
Cheikh Samb,24,3TM,C,0,3,.000,6,29,.207,,,,
Dwayne Jones,25,CHA,PF,0,0,,4,7,.571,,,,
Linton Johnson,28,2TM,PF,1,2,.500,3,9,.333,,,,
Walter Sharpe,22,DET,PF,0,2,.000,4,9,.444,,,,
Jerome James,33,NYK,C,0,0,,3,8,.375,,,,
Mark Madsen,33,MIN,C,0,0,,3,14,.214,,,,
Michael Ruffin,32,POR,PF,0,0,,2,7,.286,,,,
Courtney Sims,25,2TM,C,0,0,,3,6,.500,,,,
Kenny Thomas,31,SAC,PF,0,0,,3,8,.375,,,,
Eddy Curry,26,NYK,C,0,0,,2,2,1.000,,,,
Andre Brown,27,CHA,PF,0,0,,1,7,.143,,,,
Marcus Williams,22,SAS,PF,0,0,,2,2,1.000,,,,
Joey Dorsey,25,HOU,PF,0,0,,1,2,.500,,,,
Steven Hill,23,OKC,PF,0,0,,1,1,1.000,,,,
Nathan Jawai,22,TOR,PF,0,0,,1,4,.250,,,,
