Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Blake Griffin,31,2TM,PF,70,205,.341,104,206,.505,,,,
Paul Millsap,35,DEN,PF,49,143,.343,142,258,.550,,,,
Georges Niang,27,UTA,PF,124,292,.425,53,113,.469,,,,
Dwight Howard,35,PHI,C,5,20,.250,173,283,.611,,,,
Khem Birch,28,2TM,C,13,52,.250,176,328,.537,,,,
JaMychal Green,30,DEN,PF,79,198,.399,94,176,.534,,,,
Serge Ibaka,31,LAC,C,39,115,.339,147,250,.588,,,,
Cody Zeller,28,CHA,C,4,28,.143,177,296,.598,,,,
Jaxson Hayes,20,NOP,C,6,14,.429,169,266,.635,,,,
James Wiseman,19,GSW,C,12,38,.316,179,330,.542,,,,
Draymond Green,30,GSW,PF,34,126,.270,136,254,.535,,,,
Steven Adams,27,NOP,C,0,3,.000,189,305,.620,,,,
Dario Šarić,26,PHX,C,47,135,.348,106,207,.512,,,,
Jaden McDaniels,20,MIN,PF,72,198,.364,92,169,.544,,,,
DeAndre Jordan,32,BKN,C,0,1,.000,190,248,.766,,,,
Jusuf Nurkić,26,POR,C,12,30,.400,159,303,.525,,,,
Alex Len,27,2TM,C,8,25,.320,163,253,.644,,,,
Robert Williams,23,BOS,C,0,2,.000,186,256,.727,,,,
Tristan Thompson,29,BOS,C,0,3,.000,169,323,.523,,,,
Markieff Morris,31,LAL,PF,65,209,.311,88,169,.521,,,,
Al Horford,34,OKC,C,56,152,.368,106,208,.510,,,,
Xavier Tillman Sr.,22,MEM,PF,22,65,.338,145,234,.620,,,,
Taurean Prince,26,2TM,PF,62,155,.400,69,172,.401,,,,
Eric Paschall,24,GSW,PF,18,54,.333,130,244,.533,,,,
Daniel Gafford,22,2TM,C,0,0,,154,225,.684,,,,
Dean Wade,24,CLE,PF,78,213,.366,56,98,.571,,,,
Juancho Hernangómez,25,MIN,PF,55,168,.327,75,131,.573,,,,
Moses Brown,21,OKC,C,0,0,,146,268,.545,,,,
Derrick Favors,29,UTA,C,0,2,.000,155,241,.643,,,,
James Johnson,33,2TM,PF,31,120,.258,115,207,.556,,,,
Mo Bamba,22,ORL,C,38,118,.322,104,183,.568,,,,
Aleksej Pokusevski,19,OKC,PF,58,207,.280,81,201,.403,,,,
DeMarcus Cousins,30,2TM,C,47,135,.348,83,170,.488,,,,
Willy Hernangómez,26,NOP,C,1,10,.100,150,258,.581,,,,
Maxi Kleber,29,DAL,PF,87,212,.410,29,63,.460,,,,
LaMarcus Aldridge,35,2TM,C,31,80,.388,109,216,.505,,,,
Chuma Okeke,22,ORL,PF,49,141,.348,86,183,.470,,,,
Jarred Vanderbilt,21,MIN,PF,1,5,.200,142,231,.615,,,,
Dwight Powell,29,DAL,C,5,21,.238,115,173,.665,,,,
Mike Muscala,29,OKC,C,68,184,.370,51,83,.614,,,,
JaVale McGee,33,2TM,C,5,24,.208,139,258,.539,,,,
Bismack Biyombo,28,CHA,C,0,1,.000,142,241,.589,,,,
Larry Nance Jr.,28,CLE,PF,41,114,.360,87,158,.551,,,,
Aron Baynes,34,TOR,C,27,103,.262,107,201,.532,,,,
Nerlens Noel,26,NYK,C,0,3,.000,137,220,.623,,,,
Solomon Hill,29,ATL,PF,68,212,.321,39,86,.453,,,,
Drew Eubanks,23,SAS,C,2,2,1.000,114,203,.562,,,,
Frank Kaminsky,27,PHX,C,31,85,.365,90,172,.523,,,,
Moritz Wagner,23,3TM,C,31,91,.341,73,138,.529,,,,
Kevin Love,32,CLE,PF,57,156,.365,46,96,.479,,,,
Precious Achiuwa,21,MIA,PF,0,1,.000,124,227,.546,,,,
Tony Bradley,23,2TM,C,0,3,.000,131,194,.675,,,,
Grant Williams,22,BOS,PF,48,129,.372,60,118,.508,,,,
Hassan Whiteside,31,SAC,C,0,1,.000,126,223,.565,,,,
Sekou Doumbouya,20,DET,PF,26,115,.226,81,167,.485,,,,
Willie Cauley-Stein,27,DAL,C,1,11,.091,114,171,.667,,,,
Otto Porter Jr.,27,ORL,PF,1,9,.111,8,16,.500,,,,
Stanley Johnson,24,TOR,PF,45,137,.328,44,96,.458,,,,
Marc Gasol,36,LAL,C,50,122,.410,38,72,.528,,,,
Semi Ojeleye,26,BOS,PF,58,158,.367,31,63,.492,,,,
Gorgui Dieng,31,2TM,C,30,70,.429,55,93,.591,,,,
Mitchell Robinson,22,NYK,C,0,0,,115,176,.653,,,,
Obi Toppin,22,NYK,PF,26,85,.306,78,124,.629,,,,
Kevon Looney,24,GSW,C,4,17,.235,104,180,.578,,,,
Nemanja Bjelica,32,2TM,PF,27,85,.318,62,111,.559,,,,
Taj Gibson,35,NYK,C,3,15,.200,96,143,.671,,,,
Isaiah Hartenstein,22,2TM,C,2,6,.333,92,165,.558,,,,
Goga Bitadze,21,IND,C,20,79,.253,63,115,.548,,,,
Onyeka Okongwu,20,ATL,C,0,3,.000,96,146,.658,,,,
Chimezie Metu,23,SAC,C,13,37,.351,78,142,.549,,,,
Nassir Little,20,POR,PF,28,80,.350,50,87,.575,,,,
Mike Scott,32,PHI,PF,53,155,.342,23,56,.411,,,,
Nic Claxton,21,BKN,C,1,5,.200,89,140,.636,,,,
Patrick Patterson,31,LAC,PF,40,112,.357,32,53,.604,,,,
Maurice Harkless,27,SAC,PF,18,73,.247,46,79,.582,,,,
P.J. Tucker,35,2TM,PF,40,119,.336,26,58,.448,,,,
D.J. Wilson,24,2TM,PF,30,87,.345,38,81,.469,,,,
Damian Jones,25,3TM,C,1,5,.200,69,98,.704,,,,
Lamar Stevens,23,CLE,PF,4,25,.160,58,111,.523,,,,
Jaren Jackson Jr.,21,MEM,C,17,60,.283,36,65,.554,,,,
Boban Marjanović,32,DAL,C,1,8,.125,61,114,.535,,,,
Tyler Cook,23,BKN,PF,0,0,,1,3,.333,,,,
Jahlil Okafor,25,DET,C,2,9,.222,61,93,.656,,,,
Thomas Bryant,23,WAS,C,9,21,.429,50,70,.714,,,,
Zeke Nnaji,20,DEN,PF,24,59,.407,26,45,.578,,,,
JaKarr Sampson,27,IND,PF,3,15,.200,53,98,.541,,,,
Nicolò Melli,30,2TM,PF,23,85,.271,23,56,.411,,,,
Nathan Knight,23,ATL,PF,6,33,.182,31,67,.463,,,,
Luka Šamanić,21,SAS,PF,12,43,.279,35,62,.565,,,,
Gary Clark,26,PHI,PF,0,0,,0,1,.000,,,,
Trey Lyles,25,SAS,PF,14,40,.350,29,50,.580,,,,
Dewayne Dedmon,31,MIA,C,1,5,.200,45,60,.750,,,,
Freddie Gillespie,23,TOR,PF,0,0,,44,84,.524,,,,
Harry Giles,22,POR,C,8,23,.348,34,74,.459,,,,
Luke Kornet,25,2TM,C,15,59,.254,29,42,.690,,,,
Al-Farouq Aminu,30,2TM,PF,8,37,.216,30,62,.484,,,,
Mfiondu Kabengele,23,2TM,PF,13,50,.260,20,39,.513,,,,
Alize Johnson,24,BKN,PF,1,6,.167,39,62,.629,,,,
KZ Okpala,21,MIA,PF,12,50,.240,24,46,.522,,,,
Paul Reed,21,PHI,PF,0,6,.000,42,72,.583,,,,
Vlatko Čančar,23,DEN,PF,9,33,.273,24,39,.615,,,,
Gabriel Deck,25,OKC,PF,2,15,.133,30,52,.577,,,,
Anthony Gill,28,WAS,PF,7,24,.292,23,36,.639,,,,
Reggie Perry,20,BKN,PF,4,21,.190,28,57,.491,,,,
Donta Hall,23,ORL,PF,0,0,,25,35,.714,,,,
Wenyen Gabriel,23,NOP,PF,13,32,.406,11,28,.393,,,,
Jabari Parker,25,2TM,PF,2,11,.182,28,44,.636,,,,
Justin Patton,23,HOU,C,9,34,.265,20,36,.556,,,,
Bol Bol,21,DEN,PF,9,24,.375,16,34,.471,,,,
Ersan İlyasova,33,UTA,PF,18,41,.439,3,13,.231,,,,
Jarrell Brantley,24,UTA,PF,12,28,.429,13,24,.542,,,,
Killian Tillie,22,MEM,C,10,33,.303,9,24,.375,,,,
Daniel Oturu,21,LAC,C,1,5,.200,21,47,.447,,,,
Jalen Smith,20,PHX,PF,4,17,.235,18,33,.545,,,,
Bruno Fernando,22,ATL,C,0,2,.000,18,42,.429,,,,
Ed Davis,31,MIN,C,0,0,,19,44,.432,,,,
Tacko Fall,25,BOS,C,0,0,,21,29,.724,,,,
Vernon Carey Jr.,19,CHA,C,1,7,.143,17,29,.586,,,,
Mamadi Diakite,24,MIL,PF,1,8,.125,15,32,.469,,,,
Robert Franks,24,ORL,PF,5,15,.333,8,13,.615,,,,
Devontae Cacok,24,LAL,PF,0,0,,17,29,.586,,,,
Juwan Morgan,23,UTA,PF,4,13,.308,10,17,.588,,,,
Chris Silva,24,2TM,PF,1,1,1.000,9,15,.600,,,,
Rodions Kurucs,22,3TM,PF,6,21,.286,5,11,.455,,,,
Thon Maker,23,CLE,C,0,2,.000,10,16,.625,,,,
Alen Smailagić,20,GSW,PF,4,10,.400,7,17,.412,,,,
Rondae Hollis-Jefferson,26,POR,PF,0,1,.000,9,17,.529,,,,
Cristiano Felício,28,CHI,C,0,2,.000,7,11,.636,,,,
Jontay Porter,21,MEM,PF,3,8,.375,5,7,.714,,,,
Norvel Pelle,27,3TM,C,0,0,,8,15,.533,,,,
Bruno Caboclo,25,HOU,PF,0,5,.000,8,12,.667,,,,
Anthony Tolliver,35,PHI,PF,4,14,.286,0,3,.000,,,,
Udoka Azubuike,21,UTA,C,0,0,,4,9,.444,,,,
Henry Ellenson,24,TOR,PF,2,9,.222,3,5,.600,,,,
Nick Richards,23,CHA,PF,0,1,.000,4,8,.500,,,,
Jordan Bell,26,2TM,C,0,2,.000,7,20,.350,,,,
Amida Brimah,26,IND,C,0,0,,5,8,.625,,,,
Marquese Chriss,23,GSW,PF,1,5,.200,4,9,.444,,,,
Anderson Varejão,38,CLE,C,0,1,.000,4,15,.267,,,,
Kostas Antetokounmpo,23,LAL,PF,0,0,,3,10,.300,,,,
T.J. Leaf,23,POR,PF,0,0,,5,10,.500,,,,
Meyers Leonard,28,MIA,C,3,7,.429,0,0,,,,,
Vincent Poirier,27,PHI,C,0,1,.000,3,11,.273,,,,
Marques Bolden,22,CLE,C,0,0,,1,3,.333,,,,
Jared Dudley,35,LAL,PF,2,6,.333,0,3,.000,,,,
Udonis Haslem,40,MIA,C,0,0,,2,2,1.000,,,,
Ray Spalding,23,HOU,C,0,1,.000,2,3,.667,,,,
Malik Fitts,23,LAC,PF,1,2,.500,0,1,.000,,,,
Will Magnay,22,NOP,C,0,1,.000,0,0,,,,,
Anžejs Pasečņiks,25,WAS,C,0,1,.000,0,0,,,,,
Noah Vonleh,25,BKN,C,0,2,.000,0,1,.000,,,,
Greg Whittington,27,DEN,PF,0,2,.000,0,1,.000,,,,
