Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Vlade Divac,24,LAL,C,21,75,.280,376,744,.505,,,,
Sam Perkins,31,2TM,PF,24,71,.338,357,728,.490,,,,
Horace Grant,27,CHI,PF,1,5,.200,420,824,.510,,,,
Robert Parish,39,BOS,C,0,0,,416,777,.535,,,,
Armen Gilliam,28,PHI,PF,0,1,.000,359,773,.464,,,,
Sean Rooks,23,DAL,C,0,2,.000,368,745,.494,,,,
Terry Davis,25,DAL,PF,2,8,.250,391,855,.457,,,,
Antoine Carr,31,SAS,PF,0,5,.000,379,700,.541,,,,
Otis Thorpe,30,HOU,PF,0,2,.000,385,688,.560,,,,
Tom Chambers,33,PHX,PF,11,28,.393,309,688,.449,,,,
Stanley Roberts,22,LAC,C,0,0,,375,711,.527,,,,
Pervis Ellison,25,WAS,C,0,4,.000,341,651,.524,,,,
Anthony Mason,26,NYK,PF,0,0,,316,629,.502,,,,
Victor Alexander,23,GSW,C,10,22,.455,334,645,.518,,,,
Anthony Avent,23,MIL,PF,0,2,.000,347,800,.434,,,,
J.R. Reid,24,2TM,PF,0,5,.000,283,590,.480,,,,
Kevin McHale,35,BOS,PF,2,18,.111,296,631,.469,,,,
Loy Vaught,24,LAC,PF,1,4,.250,312,612,.510,,,,
Hot Rod Williams,30,CLE,C,0,0,,263,560,.470,,,,
Tim Perry,27,PHI,PF,10,49,.204,277,564,.491,,,,
Kevin Duckworth,28,POR,C,0,2,.000,301,686,.439,,,,
Dale Davis,23,IND,PF,0,0,,304,535,.568,,,,
Brad Lohaus,28,MIL,PF,85,230,.370,198,384,.516,,,,
Sam Bowie,31,BKN,C,2,6,.333,285,632,.451,,,,
Bill Laimbeer,35,DET,C,10,27,.370,282,547,.516,,,,
Buck Williams,32,POR,PF,0,1,.000,270,527,.512,,,,
Chris Gatling,25,GSW,PF,0,6,.000,249,456,.546,,,,
Tyrone Hill,24,GSW,C,0,4,.000,251,490,.512,,,,
Doug Smith,23,DAL,PF,0,4,.000,289,662,.437,,,,
Randy White,25,DAL,PF,10,42,.238,225,498,.452,,,,
Billy Owens,23,GSW,PF,1,11,.091,246,482,.510,,,,
Elden Campbell,24,LAL,PF,0,3,.000,238,517,.460,,,,
Carl Herrera,26,HOU,PF,0,2,.000,240,442,.543,,,,
Anthony Bonner,24,SAC,PF,0,7,.000,229,490,.467,,,,
Fred Roberts,32,MIL,C,12,29,.414,214,399,.536,,,,
Tom Tolbert,27,ORL,PF,9,28,.321,217,426,.509,,,,
Alaa Abdelnaby,24,2TM,PF,0,1,.000,245,472,.519,,,,
Matt Bullard,25,HOU,PF,91,243,.374,122,251,.486,,,,
Danny Ferry,26,CLE,PF,34,82,.415,186,377,.493,,,,
Charles Oakley,29,NYK,PF,0,1,.000,219,430,.509,,,,
Adam Keefe,22,ATL,PF,0,1,.000,188,375,.501,,,,
Jeff Turner,30,ORL,PF,10,17,.588,221,420,.526,,,,
Thurl Bailey,31,MIN,PF,0,0,,203,446,.455,,,,
Larry Krystkowiak,28,UTA,PF,0,1,.000,198,424,.467,,,,
Kenny Gattison,28,CHA,PF,0,3,.000,203,381,.533,,,,
Michael Cage,31,OKC,C,0,1,.000,219,415,.528,,,,
Olden Polynice,28,DET,C,0,1,.000,210,428,.491,,,,
Mark Bryant,27,POR,C,0,1,.000,186,369,.504,,,,
Dennis Rodman,31,DET,PF,15,73,.205,168,356,.472,,,,
Mike Brown,29,UTA,C,0,1,.000,176,408,.431,,,,
Duane Causwell,24,SAC,C,0,1,.000,175,320,.547,,,,
Mark West,32,PHX,C,0,0,,175,285,.614,,,,
John Salley,28,MIA,PF,0,0,,154,307,.502,,,,
Scott Williams,24,CHI,PF,0,7,.000,166,349,.476,,,,
Byron Houston,23,GSW,PF,2,7,.286,143,318,.450,,,,
Stacey King,26,CHI,C,2,6,.333,158,334,.473,,,,
Don MacLean,23,WAS,PF,3,6,.500,154,355,.434,,,,
Donald Hodge,23,DAL,C,0,0,,161,400,.403,,,,
Andrew Lang,26,PHI,C,1,5,.200,148,346,.428,,,,
Pete Chilcutt,24,SAC,PF,0,0,,165,340,.485,,,,
Bill Cartwright,35,CHI,C,0,0,,141,343,.411,,,,
Will Perdue,27,CHI,C,0,1,.000,137,245,.559,,,,
Benoit Benjamin,28,2TM,C,0,0,,133,271,.491,,,,
James Edwards,37,LAL,C,0,0,,122,270,.452,,,,
Danny Schayes,33,MIL,C,0,3,.000,105,260,.404,,,,
Luc Longley,24,MIN,C,0,0,,133,292,.455,,,,
Oliver Miller,22,PHX,C,0,3,.000,121,252,.480,,,,
Felton Spencer,25,MIN,C,0,0,,105,226,.465,,,,
Rick Mahorn,34,BKN,PF,1,3,.333,100,211,.474,,,,
Gary Plummer,30,DEN,PF,0,3,.000,106,225,.471,,,,
Jon Koncak,29,ATL,C,3,8,.375,121,259,.467,,,,
Joe Kleine,31,BOS,C,0,6,.000,108,261,.414,,,,
Tom Hammonds,25,2TM,PF,0,1,.000,105,220,.477,,,,
Chris Dudley,27,BKN,C,0,0,,94,266,.353,,,,
LaSalle Thompson,31,IND,C,0,1,.000,104,212,.491,,,,
Marlon Maxey,23,MIN,PF,0,1,.000,93,168,.554,,,,
Marty Conlon,25,SAC,C,0,4,.000,81,167,.485,,,,
Matt Geiger,23,MIA,C,0,4,.000,76,141,.539,,,,
Charles Shackleford,26,PHI,C,0,2,.000,80,162,.494,,,,
Mark Eaton,36,UTA,C,0,0,,71,130,.546,,,,
Kurt Rambis,34,2TM,PF,0,2,.000,67,127,.528,,,,
Eddie Lee Wilkins,30,PHI,PF,0,2,.000,55,95,.579,,,,
Herb Williams,34,NYK,C,0,0,,72,175,.411,,,,
Scott Hastings,32,DEN,C,2,8,.250,55,104,.529,,,,
Derek Strong,24,MIL,PF,4,8,.500,38,84,.452,,,,
Alec Kessler,26,MIA,PF,5,11,.455,52,111,.468,,,,
David Wood,28,SAS,PF,5,21,.238,47,96,.490,,,,
Jerrod Mustaf,23,PHX,PF,0,1,.000,57,129,.442,,,,
Brad Sellers,30,MIN,PF,0,1,.000,49,129,.380,,,,
Isaac Austin,23,UTA,C,0,1,.000,50,111,.450,,,,
Manute Bol,30,PHI,C,10,32,.313,42,95,.442,,,,
Greg Foster,24,2TM,PF,0,4,.000,55,116,.474,,,,
Elmore Spencer,23,LAC,C,0,0,,44,82,.537,,,,
Terry Catledge,29,ORL,PF,0,0,,36,73,.493,,,,
Mark Randall,25,2TM,PF,1,8,.125,39,72,.542,,,,
Bison Dele,23,ORL,PF,0,1,.000,40,77,.519,,,,
Mike Gminski,33,CHA,C,0,0,,42,83,.506,,,,
Sidney Green,32,2TM,PF,0,2,.000,34,87,.391,,,,
Greg Kite,31,ORL,C,0,1,.000,38,83,.458,,,,
Charles Jones,35,WAS,C,0,1,.000,33,62,.532,,,,
Larry Smith,35,SAS,PF,0,0,,38,87,.437,,,,
Blair Rasmussen,30,ATL,C,2,6,.333,28,74,.378,,,,
Ed Nealy,32,2TM,PF,8,27,.296,18,42,.429,,,,
Henry James,27,2TM,PF,3,13,.231,18,38,.474,,,,
Steve Scheffler,25,OKC,C,0,0,,25,48,.521,,,,
Mark Acres,30,2TM,C,1,2,.500,25,47,.532,,,,
Walter Palmer,24,DAL,C,0,0,,27,57,.474,,,,
Jerome Lane,26,CLE,PF,0,0,,27,54,.500,,,,
Radisav Ćurčić,27,DAL,C,0,0,,16,41,.390,,,,
Tim Kempton,29,PHX,PF,0,0,,19,48,.396,,,,
Robert Werdann,22,DEN,C,0,1,.000,18,58,.310,,,,
Joe Wolf,28,2TM,C,0,1,.000,20,43,.465,,,,
Jay Guidinger,23,CLE,C,0,0,,19,55,.345,,,,
Moses Malone,37,MIL,C,0,0,,13,42,.310,,,,
Jayson Williams,24,BKN,PF,0,0,,21,46,.457,,,,
Greg Dreiling,30,IND,C,0,4,.000,19,54,.352,,,,
Alton Lister,34,GSW,C,0,0,,19,42,.452,,,,
Thomas Jordan,24,PHI,PF,0,0,,18,41,.439,,,,
Alex Stivrins,30,4TM,PF,0,2,.000,19,37,.514,,,,
Marcus Webb,22,BOS,PF,0,1,.000,13,24,.542,,,,
Lorenzo Williams,23,3TM,PF,0,0,,17,36,.472,,,,
Joe Courtney,23,2TM,PF,0,0,,13,32,.406,,,,
Randy Breuer,32,ATL,C,0,0,,15,31,.484,,,,
Ed Pinckney,29,BOS,PF,0,0,,10,24,.417,,,,
Tree Rollins,37,HOU,C,0,2,.000,11,39,.282,,,,
Terry Cummings,31,SAS,PF,0,0,,11,29,.379,,,,
William Bedford,29,SAS,C,1,1,1.000,8,26,.308,,,,
Jeff Sanders,27,ATL,PF,0,0,,10,25,.400,,,,
Reggie Smith,22,POR,C,0,1,.000,10,26,.385,,,,
Eric Anderson,22,NYK,PF,0,0,,5,18,.278,,,,
James Donaldson,35,UTA,C,0,0,,8,14,.571,,,,
Anthony Pullard,26,MIL,PF,0,0,,8,18,.444,,,,
Alan Ogg,25,2TM,C,0,0,,5,13,.385,,,,
Jeff Ruland,34,DET,C,0,0,,5,11,.455,,,,
Dan O'Sullivan,24,2TM,C,0,0,,3,5,.600,,,,
Howard Wright,25,ORL,PF,0,0,,4,5,.800,,,,
Dwayne Schintzius,24,BKN,C,0,0,,2,7,.286,,,,
Rich King,23,OKC,C,0,0,,2,5,.400,,,,
Dave Hoppen,28,BKN,C,0,0,,1,1,1.000,,,,
