Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Marcus Morris,33,LAC,PF,112,308,.364,162,335,.484,,,,
Chris Boucher,30,TOR,PF,62,189,.328,199,340,.585,,,,
Rui Hachimura,24,2TM,PF,51,160,.319,233,424,.550,,,,
Daniel Gafford,24,WAS,C,0,0,,289,395,.732,,,,
Santi Aldama,22,MEM,PF,94,266,.353,153,259,.591,,,,
Jusuf Nurkić,28,POR,C,43,119,.361,219,386,.567,,,,
Walker Kessler,21,UTA,C,1,3,.333,297,411,.723,,,,
Jonathan Kuminga,20,GSW,PF,54,146,.370,207,351,.590,,,,
Cameron Johnson,26,2TM,PF,103,255,.404,120,219,.548,,,,
Herbert Jones,24,NOP,PF,56,167,.335,179,334,.536,,,,
Kyle Anderson,29,MIN,PF,43,105,.410,209,390,.536,,,,
Keita Bates-Diop,27,SAS,PF,56,142,.394,180,323,.557,,,,
Jalen Smith,22,IND,C,54,191,.283,188,317,.593,,,,
Grant Williams,24,BOS,PF,115,291,.395,101,185,.546,,,,
Georges Niang,29,PHI,PF,154,384,.401,68,118,.576,,,,
Bol Bol,23,ORL,PF,30,113,.265,231,365,.633,,,,
Jarred Vanderbilt,23,2TM,PF,29,90,.322,218,361,.604,,,,
Draymond Green,32,GSW,PF,40,131,.305,210,343,.612,,,,
Al Horford,36,BOS,C,145,325,.446,83,154,.539,,,,
Jeremy Sochan,19,SAS,PF,33,134,.246,217,418,.519,,,,
Jalen Duren,19,DET,C,0,2,.000,258,396,.652,,,,
Karl-Anthony Towns,27,MIN,PF,60,164,.366,152,264,.576,,,,
Moritz Wagner,25,ORL,C,51,163,.313,147,233,.631,,,,
Torrey Craig,32,PHX,PF,100,253,.395,128,247,.518,,,,
Thomas Bryant,25,2TM,C,26,59,.441,204,310,.658,,,,
Kevon Looney,26,GSW,C,0,1,.000,242,383,.632,,,,
Isaiah Stewart,21,DET,C,67,205,.327,128,236,.542,,,,
Trey Lyles,27,SAC,PF,87,240,.363,100,168,.595,,,,
Brandon Clarke,26,MEM,PF,1,6,.167,228,343,.665,,,,
Dorian Finney-Smith,29,2TM,PF,114,338,.337,82,163,.503,,,,
Nick Richards,25,CHA,C,1,1,1.000,196,312,.628,,,,
Drew Eubanks,25,POR,C,7,18,.389,207,316,.655,,,,
Kevin Love,34,2TM,PF,99,296,.334,66,128,.516,,,,
Precious Achiuwa,23,TOR,C,29,108,.269,167,296,.564,,,,
Dwight Powell,31,DAL,C,0,5,.000,197,264,.746,,,,
Marvin Bagley III,23,DET,C,19,66,.288,183,316,.579,,,,
Obi Toppin,24,NYK,PF,85,247,.344,102,172,.593,,,,
Taurean Prince,28,MIN,PF,74,194,.381,103,185,.557,,,,
Nicolas Batum,34,LAC,PF,124,317,.391,36,64,.563,,,,
David Roddy,21,MEM,PF,65,212,.307,115,208,.553,,,,
Trendon Watford,22,POR,PF,25,64,.391,156,259,.602,,,,
Jock Landale,27,PHX,C,21,84,.250,157,253,.621,,,,
Isaiah Jackson,21,IND,C,2,14,.143,177,304,.582,,,,
James Wiseman,21,2TM,C,4,20,.200,185,319,.580,,,,
Larry Nance Jr.,30,NOP,C,14,42,.333,172,263,.654,,,,
Jeff Green,36,DEN,PF,30,104,.288,130,224,.580,,,,
Mitchell Robinson,24,NYK,C,0,0,,188,280,.671,,,,
Xavier Tillman Sr.,24,MEM,C,4,15,.267,184,291,.632,,,,
Kenrich Williams,28,OKC,PF,50,134,.373,129,212,.608,,,,
Kevin Knox,23,POR,PF,22,70,.314,46,83,.554,,,,
Isaiah Hartenstein,24,NYK,C,8,37,.216,167,290,.576,,,,
Andre Drummond,29,CHI,C,0,3,.000,166,271,.613,,,,
Oshae Brissett,24,IND,PF,48,155,.310,75,164,.457,,,,
Mark Williams,21,CHA,C,0,0,,160,251,.637,,,,
Mike Muscala,31,2TM,C,81,207,.391,50,85,.588,,,,
Wenyen Gabriel,25,LAL,C,10,36,.278,145,224,.647,,,,
JaMychal Green,32,GSW,PF,42,111,.378,94,141,.667,,,,
Dario Šarić,28,2TM,C,45,115,.391,82,162,.506,,,,
Steven Adams,29,MEM,C,0,1,.000,157,262,.599,,,,
Isaiah Livers,24,DET,PF,74,203,.365,46,85,.541,,,,
Mo Bamba,24,2TM,C,48,124,.387,69,117,.590,,,,
Chimezie Metu,25,SAC,PF,9,38,.237,120,181,.663,,,,
Montrezl Harrell,29,PHI,C,0,6,.000,125,203,.616,,,,
Derrick Jones Jr.,25,CHI,PF,27,80,.338,88,150,.587,,,,
T.J. Warren,29,2TM,PF,22,67,.328,110,203,.542,,,,
Vlatko Čančar,25,DEN,PF,43,115,.374,65,112,.580,,,,
Rudy Gay,36,UTA,PF,33,130,.254,76,157,.484,,,,
Jeremiah Robinson-Earl,22,OKC,PF,37,111,.333,73,137,.533,,,,
Robert Covington,32,LAC,PF,54,136,.397,48,93,.516,,,,
Jaylin Williams,20,OKC,C,46,113,.407,56,121,.463,,,,
Paul Reed,23,PHI,C,1,6,.167,123,203,.606,,,,
Robert Williams,25,BOS,C,0,1,.000,127,169,.751,,,,
Zeke Nnaji,22,DEN,PF,17,65,.262,93,131,.710,,,,
Aleksej Pokusevski,21,OKC,PF,38,104,.365,70,145,.483,,,,
P.J. Tucker,37,PHI,PF,55,140,.393,41,85,.482,,,,
Bismack Biyombo,30,PHX,C,0,0,,119,206,.578,,,,
Sandro Mamukelashvili,23,2TM,C,30,99,.303,67,131,.511,,,,
Willy Hernangómez,28,NOP,C,3,11,.273,86,158,.544,,,,
JT Thor,20,CHA,PF,39,123,.317,56,115,.487,,,,
Luke Kornet,27,BOS,C,3,13,.231,110,157,.701,,,,
Thaddeus Young,34,TOR,PF,6,34,.176,102,164,.622,,,,
Haywood Highsmith,26,MIA,PF,37,109,.339,56,107,.523,,,,
Jaxson Hayes,22,NOP,C,3,29,.103,83,127,.654,,,,
Day'Ron Sharpe,21,BKN,C,6,11,.545,87,160,.544,,,,
Usman Garuba,20,HOU,C,24,59,.407,62,118,.525,,,,
Darius Bazley,22,2TM,C,20,53,.377,63,130,.485,,,,
Maxi Kleber,31,DAL,PF,39,112,.348,38,57,.667,,,,
Jabari Walker,20,POR,PF,16,56,.286,67,142,.472,,,,
Dāvis Bertāns,30,DAL,PF,55,141,.390,14,19,.737,,,,
Dean Wade,26,CLE,PF,45,127,.354,28,50,.560,,,,
Charles Bassey,22,SAS,C,3,8,.375,84,127,.661,,,,
DeAndre Jordan,34,DEN,C,1,1,1.000,87,114,.763,,,,
Dewayne Dedmon,33,2TM,C,12,39,.308,65,112,.580,,,,
Justise Winslow,26,POR,PF,14,45,.311,67,153,.438,,,,
Anthony Gill,30,WAS,PF,4,29,.138,67,103,.650,,,,
Ousmane Dieng,19,OKC,PF,26,98,.265,50,83,.602,,,,
JaVale McGee,35,DAL,C,2,5,.400,78,120,.650,,,,
Christian Koloko,22,TOR,C,1,12,.083,71,138,.514,,,,
Luka Garza,24,MIN,C,14,39,.359,49,77,.636,,,,
Jericho Sims,24,NYK,C,0,1,.000,83,106,.783,,,,
Isaiah Roby,24,SAS,PF,18,60,.300,49,95,.516,,,,
Blake Griffin,33,BOS,C,23,66,.348,40,64,.625,,,,
Taj Gibson,37,WAS,C,8,24,.333,57,101,.564,,,,
Goga Bitadze,23,2TM,C,6,26,.231,63,99,.636,,,,
Kai Jones,22,CHA,C,4,19,.211,63,101,.624,,,,
Moses Brown,23,2TM,C,0,0,,61,96,.635,,,,
Admiral Schofield,25,ORL,PF,24,74,.324,31,48,.646,,,,
Bruno Fernando,24,2TM,C,0,4,.000,59,108,.546,,,,
Damian Jones,27,2TM,C,10,17,.588,45,69,.652,,,,
Nathan Knight,25,MIN,C,8,22,.364,38,59,.644,,,,
Markieff Morris,33,2TM,PF,28,71,.394,19,44,.432,,,,
Richaun Holmes,29,SAC,C,5,8,.625,50,81,.617,,,,
Udoka Azubuike,23,UTA,C,0,0,,59,72,.819,,,,
Jae Crowder,32,MIL,PF,24,55,.436,21,39,.538,,,,
Juancho Hernangómez,27,TOR,PF,17,67,.254,31,47,.660,,,,
Gorgui Dieng,33,SAS,C,21,75,.280,24,42,.571,,,,
Kenneth Lofton Jr.,20,MEM,PF,6,17,.353,43,76,.566,,,,
Orlando Robinson,22,MIA,C,0,6,.000,47,83,.566,,,,
Robin Lopez,34,CLE,C,2,4,.500,46,71,.648,,,,
Dominick Barlow,19,SAS,PF,0,4,.000,46,82,.561,,,,
Jake LaRavia,21,MEM,PF,24,71,.338,13,24,.542,,,,
Boban Marjanović,34,HOU,C,0,1,.000,41,59,.695,,,,
Jamal Cain,23,MIA,PF,7,20,.350,30,46,.652,,,,
Cody Zeller,30,MIA,C,0,2,.000,37,57,.649,,,,
Frank Kaminsky,29,2TM,C,13,33,.394,18,30,.600,,,,
Terry Taylor,23,2TM,PF,5,19,.263,34,56,.607,,,,
Nikola Jović,19,MIA,PF,8,35,.229,20,34,.588,,,,
Luka Šamanić,23,UTA,PF,8,31,.258,18,26,.692,,,,
Serge Ibaka,33,MIL,C,6,18,.333,20,36,.556,,,,
Moussa Diabaté,21,LAC,C,1,2,.500,23,45,.511,,,,
Mamadi Diakite,26,CLE,C,7,21,.333,17,29,.586,,,,
Jonathan Isaac,25,ORL,PF,6,15,.400,16,38,.421,,,,
Thanasis Antetokounmpo,30,MIL,PF,0,8,.000,20,38,.526,,,,
Jay Huff,24,WAS,C,6,12,.500,9,13,.692,,,,
James Johnson,35,IND,PF,3,15,.200,19,34,.559,,,,
Daniel Theis,30,IND,C,2,11,.182,19,33,.576,,,,
KZ Okpala,23,SAC,PF,7,21,.333,9,17,.529,,,,
John Butler,20,POR,C,8,35,.229,9,18,.500,,,,
Khem Birch,30,TOR,C,1,2,.500,18,30,.600,,,,
Alex Len,29,SAC,C,0,2,.000,16,28,.571,,,,
Meyers Leonard,30,MIL,C,7,18,.389,7,11,.636,,,,
Omer Yurtseven,24,MIA,C,3,7,.429,13,20,.650,,,,
Xavier Cooks,27,WAS,PF,0,1,.000,17,27,.630,,,,
Olivier Sarr,23,OKC,C,1,8,.125,14,22,.636,,,,
Nerlens Noel,28,2TM,C,1,2,.500,12,34,.353,,,,
Isaiah Mobley,23,CLE,PF,3,8,.375,9,20,.450,,,,
Greg Brown III,21,POR,PF,1,7,.143,10,21,.476,,,,
Udonis Haslem,42,MIA,C,3,9,.333,7,20,.350,,,,
Noah Vonleh,27,BOS,C,1,4,.250,10,20,.500,,,,
Micah Potter,24,UTA,PF,4,7,.571,6,8,.750,,,,
Jarrell Brantley,26,UTA,PF,4,9,.444,4,5,.800,,,,
Ron Harper Jr.,22,TOR,PF,3,9,.333,5,7,.714,,,,
Louis King,23,PHI,PF,4,8,.500,4,5,.800,,,,
Tony Bradley,25,CHI,C,3,5,.600,3,7,.429,,,,
Andre Iguodala,39,GSW,PF,1,9,.111,6,6,1.000,,,,
RaiQuan Gray,23,BKN,PF,2,5,.400,4,7,.571,,,,
Neemias Queta,23,SAC,C,0,0,,6,9,.667,,,,
Isaiah Todd,21,WAS,PF,1,10,.100,2,9,.222,,,,
Chance Comanche,26,POR,C,0,0,,3,5,.600,,,,
Alize Johnson,26,SAS,PF,0,2,.000,3,4,.750,,,,
Vernon Carey Jr.,21,WAS,C,0,0,,2,8,.250,,,,
Mfiondu Kabengele,25,BOS,PF,0,3,.000,2,4,.500,,,,
Marko Simonovic,23,CHI,C,1,4,.250,1,3,.333,,,,
Chris Silva,26,DAL,PF,0,0,,1,1,1.000,,,,
Deonte Burton,29,SAC,PF,0,1,.000,0,1,.000,,,,
Michael Foster Jr.,20,PHI,PF,0,0,,0,0,,,,,
