Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Jared Dudley,31,PHX,PF,77,203,.379,80,143,.559,,,,
Zaza Pachulia,32,GSW,C,0,2,.000,164,305,.538,,,,
Jason Smith,30,WAS,C,37,78,.474,137,251,.546,,,,
Nemanja Bjelica,28,MIN,PF,56,177,.316,95,179,.531,,,,
Meyers Leonard,24,POR,PF,74,213,.347,72,165,.436,,,,
Timofey Mozgov,30,LAL,C,0,1,.000,169,327,.517,,,,
Tyson Chandler,34,PHX,C,0,0,,153,228,.671,,,,
John Henson,26,MIL,C,0,1,.000,159,308,.516,,,,
Dewayne Dedmon,27,SAS,C,0,0,,161,259,.622,,,,
Tarik Black,25,LAL,C,1,2,.500,149,292,.510,,,,
Joffrey Lauvergne,25,2TM,C,33,98,.337,115,238,.483,,,,
Willie Reed,26,MIA,C,1,4,.250,161,281,.573,,,,
Aron Baynes,30,DET,C,0,0,,143,279,.513,,,,
Dorian Finney-Smith,23,DAL,PF,56,191,.293,68,142,.479,,,,
Alan Williams,24,PHX,C,0,1,.000,138,266,.519,,,,
Boris Diaw,34,UTA,PF,20,81,.247,126,246,.512,,,,
Spencer Hawes,28,2TM,PF,25,81,.309,109,196,.556,,,,
Noah Vonleh,21,POR,PF,7,20,.350,123,250,.492,,,,
Cristiano Felício,24,CHI,C,0,0,,128,221,.579,,,,
David West,36,GSW,C,3,8,.375,132,244,.541,,,,
Juancho Hernangómez,21,DEN,PF,46,113,.407,55,111,.495,,,,
Derrick Williams,25,2TM,PF,30,97,.309,78,147,.531,,,,
Dāvis Bertāns,24,SAS,PF,69,173,.399,34,61,.557,,,,
Jonas Jerebko,29,BOS,PF,45,130,.346,69,132,.523,,,,
Brandon Bass,31,LAC,PF,1,3,.333,106,183,.579,,,,
Skal Labissière,20,SAC,PF,3,8,.375,114,210,.543,,,,
Ivica Zubac,19,LAL,C,0,3,.000,126,235,.536,,,,
Lance Thomas,28,NYK,PF,38,85,.447,59,159,.371,,,,
Darrell Arthur,28,DEN,PF,53,117,.453,42,98,.429,,,,
Kris Humphries,31,ATL,PF,19,54,.352,68,160,.425,,,,
Lucas Nogueira,24,TOR,C,3,12,.250,100,144,.694,,,,
Thomas Robinson,25,LAL,PF,0,1,.000,105,195,.538,,,,
Joakim Noah,31,NYK,C,0,1,.000,99,201,.493,,,,
Kevin Séraphin,27,IND,PF,0,2,.000,109,196,.556,,,,
Pascal Siakam,22,TOR,PF,1,7,.143,102,198,.515,,,,
Thon Maker,19,MIL,C,28,74,.378,55,107,.514,,,,
Quincy Acy,26,2TM,PF,37,90,.411,33,80,.413,,,,
Roy Hibbert,30,2TM,C,0,0,,80,147,.544,,,,
Salah Mejri,30,DAL,C,1,3,.333,87,134,.649,,,,
Alexis Ajinça,28,NOP,C,0,4,.000,89,174,.511,,,,
Ed Davis,27,POR,PF,0,0,,75,142,.528,,,,
Boban Marjanović,28,DET,C,0,0,,72,132,.545,,,,
Brandan Wright,29,MEM,PF,0,1,.000,83,134,.619,,,,
Omri Casspi,28,3TM,PF,15,43,.349,62,121,.512,,,,
Luis Scola,36,BKN,PF,17,50,.340,54,101,.535,,,,
Tyler Zeller,27,BOS,C,0,1,.000,78,157,.497,,,,
Lavoy Allen,27,IND,PF,0,1,.000,77,167,.461,,,,
Ian Mahinmi,30,WAS,C,0,0,,65,111,.586,,,,
Jarell Martin,22,MEM,PF,9,25,.360,49,126,.389,,,,
Jakob Poeltl,21,TOR,C,0,0,,67,115,.583,,,,
Donatas Motiejūnas,26,NOP,PF,11,47,.234,46,91,.505,,,,
Shawn Long,24,PHI,C,7,19,.368,54,90,.600,,,,
James Michael McAdoo,24,GSW,PF,2,8,.250,60,109,.550,,,,
Dragan Bender,19,PHX,PF,28,101,.277,29,60,.483,,,,
Jeff Withey,26,UTA,C,0,1,.000,55,102,.539,,,,
Kevon Looney,20,GSW,C,2,9,.222,54,98,.551,,,,
Georgios Papagiannis,19,SAC,C,0,2,.000,56,100,.560,,,,
Anthony Bennett,23,BKN,PF,13,48,.271,25,44,.568,,,,
Miles Plumlee,28,2TM,C,0,0,,44,92,.478,,,,
Josh McRoberts,29,MIA,PF,13,31,.419,31,87,.356,,,,
Cole Aldrich,28,MIN,C,0,0,,45,86,.523,,,,
Andrew Nicholson,27,2TM,PF,5,27,.185,38,84,.452,,,,
Maurice Ndour,24,NYK,PF,1,7,.143,38,79,.481,,,,
Okaro White,24,MIA,PF,12,34,.353,21,53,.396,,,,
Cheick Diallo,20,NOP,PF,0,0,,36,76,.474,,,,
Ömer Aşık,30,NOP,C,0,0,,31,65,.477,,,,
Andrew Bogut,32,2TM,C,0,1,.000,38,80,.475,,,,
Alex Poythress,23,PHI,PF,6,19,.316,19,35,.543,,,,
Adreian Payne,25,MIN,PF,3,15,.200,20,39,.513,,,,
Henry Ellenson,20,DET,PF,10,35,.286,13,29,.448,,,,
Rakeem Christmas,25,IND,PF,0,0,,19,43,.442,,,,
Deyonta Davis,20,MEM,C,0,0,,24,47,.511,,,,
A.J. Hammons,24,DAL,C,5,10,.500,12,32,.375,,,,
Mike Scott,28,ATL,PF,4,27,.148,13,32,.406,,,,
Marshall Plumlee,24,NYK,C,0,0,,16,30,.533,,,,
Jarrod Uthoff,23,DAL,PF,3,9,.333,13,29,.448,,,,
Tiago Splitter,32,PHI,C,2,6,.333,12,25,.480,,,,
Jordan Mickey,22,BOS,PF,0,1,.000,15,33,.455,,,,
Johnny O'Bryant,23,2TM,PF,3,6,.500,12,24,.500,,,,
Jared Sullinger,24,TOR,PF,3,18,.167,12,29,.414,,,,
Chris McCullough,21,2TM,PF,1,7,.143,15,25,.600,,,,
Christian Wood,21,CHA,PF,0,5,.000,12,18,.667,,,,
Nick Collison,36,OKC,PF,0,1,.000,14,22,.636,,,,
Udonis Haslem,36,MIA,C,0,3,.000,11,20,.550,,,,
Chris Andersen,38,CLE,C,0,3,.000,9,19,.474,,,,
Joel Anthony,34,SAS,C,0,0,,10,16,.625,,,,
Ryan Kelly,25,ATL,PF,4,10,.400,4,18,.222,,,,
Daniel Ochefu,23,WAS,C,0,0,,12,27,.444,,,,
Stephen Zimmerman,20,ORL,C,0,0,,10,31,.323,,,,
Joel Bolomboy,23,UTA,PF,1,4,.250,8,12,.667,,,,
Georges Niang,23,IND,PF,1,12,.083,8,24,.333,,,,
Damian Jones,21,GSW,C,0,0,,8,16,.500,,,,
Anderson Varejão,34,GSW,C,0,0,,5,14,.357,,,,
Josh Huestis,25,OKC,PF,2,4,.500,4,7,.571,,,,
Chinanu Onuaku,20,HOU,C,0,0,,5,7,.714,,,,
Kyle Wiltjer,24,HOU,PF,4,13,.308,0,1,.000,,,,
Justin Harper,27,PHI,PF,2,7,.286,3,5,.600,,,,
Jordan Hill,29,MIN,C,0,0,,5,13,.385,,,,
Diamond Stone,19,LAC,C,0,0,,3,13,.231,,,,
Edy Tavares,24,2TM,C,0,0,,4,5,.800,,,,
Steve Novak,33,MIL,PF,1,6,.167,1,1,1.000,,,,
Brice Johnson,22,LAC,PF,0,0,,2,7,.286,,,,
Arinze Onuaku,29,ORL,C,0,0,,2,4,.500,,,,
Larry Sanders,28,CLE,C,0,0,,1,4,.250,,,,
Jarnell Stokes,23,DEN,C,0,0,,1,1,1.000,,,,
Mike Tobey,22,CHA,C,0,0,,1,4,.250,,,,
Ben Bentil,21,DAL,PF,0,1,.000,0,2,.000,,,,
