Player,Age,Team,Pos,3P,3PA,3P%,2P,2PA,2P%,3PA_Share,2PA_Share,3PM_Share,2PM_Share
Predrag Drobnjak,27,OKC,C,30,85,.353,295,704,.419,,,,
Malik Allen,24,MIA,PF,0,4,.000,335,786,.426,,,,
Antonio Davis,34,TOR,C,0,0,,261,641,.407,,,,
Toni Kukoč,34,MIL,PF,95,263,.361,154,314,.490,,,,
Vladimir Radmanović,22,OKC,PF,104,293,.355,170,375,.453,,,,
Theo Ratliff,29,ATL,C,0,0,,276,595,.464,,,,
Tyson Chandler,20,CHI,C,0,0,,257,484,.531,,,,
Jerome Williams,29,TOR,PF,1,6,.167,266,529,.503,,,,
Erick Dampier,27,GSW,C,0,2,.000,259,520,.498,,,,
Kenny Thomas,25,2TM,PF,0,0,,260,559,.465,,,,
Eddie Griffin,20,HOU,PF,64,192,.333,207,486,.426,,,,
Zach Randolph,21,POR,PF,0,5,.000,264,510,.518,,,,
Stromile Swift,23,MEM,PF,0,2,.000,235,487,.483,,,,
Raef LaFrentz,26,DAL,C,47,116,.405,219,398,.550,,,,
Christian Laettner,33,WAS,PF,2,16,.125,253,500,.506,,,,
Derrick Coleman,35,PHI,C,22,67,.328,201,431,.466,,,,
Kwame Brown,20,WAS,C,0,3,.000,224,499,.449,,,,
Dale Davis,33,POR,C,0,0,,237,438,.541,,,,
Othella Harrington,29,NYK,PF,0,0,,225,443,.508,,,,
Maurice Taylor,26,HOU,PF,0,2,.000,231,533,.433,,,,
David Robinson,37,SAS,C,0,0,,197,420,.469,,,,
Shawn Bradley,30,DAL,C,0,1,.000,201,374,.537,,,,
Shawn Kemp,33,ORL,C,0,1,.000,211,504,.419,,,,
Keon Clark,27,SAC,C,0,4,.000,226,447,.506,,,,
Robert Horry,32,LAL,PF,51,177,.288,133,299,.445,,,,
Clarence Weatherspoon,32,NYK,PF,0,0,,186,414,.449,,,,
Ben Wallace,28,DET,C,1,6,.167,209,431,.485,,,,
Brendan Haywood,23,WAS,C,0,0,,173,339,.510,,,,
Aaron Williams,31,BKN,C,0,1,.000,199,438,.454,,,,
Mehmet Okur,23,DET,PF,38,112,.339,142,311,.457,,,,
Tony Battie,26,BOS,C,1,5,.200,198,364,.544,,,,
Mike Batiste,25,MEM,PF,18,81,.222,179,386,.464,,,,
Rodney Rogers,31,BKN,PF,44,132,.333,139,323,.430,,,,
Arvydas Sabonis,38,POR,C,3,6,.500,169,355,.476,,,,
Anthony Mason,36,MIL,C,0,1,.000,191,392,.487,,,,
Scott Padgett,26,UTA,PF,45,133,.338,125,290,.431,,,,
Brian Skinner,26,PHI,PF,0,0,,182,331,.550,,,,
Jason Collins,24,BKN,C,0,4,.000,140,334,.419,,,,
Jelani McCoy,25,TOR,C,0,0,,194,395,.491,,,,
Marcus Fizer,24,CHI,PF,1,6,.167,177,377,.469,,,,
Michael Olowokandi,27,LAC,C,0,0,,186,436,.427,,,,
Vladimir Stepania,26,MIA,C,0,0,,185,427,.433,,,,
Adonal Foyle,27,GSW,C,0,1,.000,185,344,.538,,,,
Greg Ostertag,29,UTA,C,0,0,,169,326,.518,,,,
Marc Jackson,28,MIN,C,1,1,1.000,152,348,.437,,,,
Mark Blount,27,2TM,C,0,0,,150,347,.432,,,,
Alan Henderson,30,ATL,C,0,2,.000,153,325,.471,,,,
Bo Outlaw,31,PHX,C,0,2,.000,153,276,.554,,,,
Andrew DeClercq,29,ORL,C,0,0,,149,279,.534,,,,
Elden Campbell,34,2TM,C,0,1,.000,117,294,.398,,,,
Michael Bradley,23,TOR,PF,1,6,.167,150,308,.487,,,,
Kelvin Cato,28,HOU,C,0,4,.000,133,252,.528,,,,
Michael Doleac,25,NYK,C,0,0,,146,343,.426,,,,
Tyrone Hill,34,2TM,PF,0,0,,129,306,.422,,,,
Chris Mihm,23,CLE,C,0,3,.000,116,284,.408,,,,
Chris Andersen,24,DEN,C,0,1,.000,114,284,.401,,,,
Todd MacCulloch,27,PHI,C,0,0,,123,238,.517,,,,
Sean Rooks,33,LAC,C,0,1,.000,125,296,.422,,,,
Kevin Willis,40,SAS,C,0,2,.000,123,255,.482,,,,
Samaki Walker,26,LAL,C,0,1,.000,115,273,.421,,,,
Jason Caffey,29,MIL,PF,0,0,,113,248,.456,,,,
LaPhonso Ellis,32,MIA,PF,27,107,.252,73,155,.471,,,,
Jerome James,27,OKC,C,0,0,,111,232,.478,,,,
Tony Massenburg,35,UTA,C,0,0,,104,232,.448,,,,
Scott Williams,34,PHX,C,0,2,.000,120,290,.414,,,,
Vin Baker,31,BOS,C,0,4,.000,99,203,.488,,,,
Robert Traylor,25,NOP,C,1,3,.333,104,234,.444,,,,
Pat Burke,29,ORL,C,1,7,.143,112,289,.388,,,,
Lonny Baxter,24,CHI,C,0,2,.000,96,204,.471,,,,
Stanislav Medvedenko,23,LAL,PF,0,2,.000,112,256,.438,,,,
Austin Croshere,27,IND,PF,27,69,.391,59,140,.421,,,,
Jake Voskuhl,25,PHX,C,0,0,,92,163,.564,,,,
Melvin Ely,24,LAC,C,0,0,,92,186,.495,,,,
Marcus Camby,28,DEN,C,2,5,.400,91,222,.410,,,,
Reggie Evans,22,OKC,PF,0,0,,66,140,.471,,,,
Jérôme Moïso,24,NOP,C,0,0,,89,171,.520,,,,
Željko Rebrača,30,DET,C,0,0,,80,145,.552,,,,
Cherokee Parks,30,LAC,PF,1,2,.500,81,161,.503,,,,
Etan Thomas,24,WAS,PF,0,0,,61,124,.492,,,,
Wang Zhizhi,25,LAC,C,16,47,.340,46,115,.400,,,,
Brian Scalabrine,24,BKN,PF,14,39,.359,54,130,.415,,,,
Mark Madsen,27,LAL,PF,0,0,,69,163,.423,,,,
Chris Wilcox,20,LAC,PF,0,0,,73,140,.521,,,,
Dan Gadzuric,24,MIL,C,0,1,.000,70,144,.486,,,,
Jeff Foster,26,IND,C,0,2,.000,64,176,.364,,,,
Marcus Haislip,22,MIL,PF,3,12,.250,63,141,.447,,,,
Jake Tsakalidis,23,PHX,C,0,0,,61,135,.452,,,,
Nazr Mohammed,25,ATL,C,0,0,,67,159,.421,,,,
Ervin Johnson,35,MIL,C,0,0,,61,135,.452,,,,
Corie Blount,34,CHI,C,0,0,,65,134,.485,,,,
Calvin Booth,26,OKC,C,0,2,.000,52,117,.444,,,,
Dikembe Mutombo,36,BKN,C,0,0,,49,131,.374,,,,
Steven Hunter,21,ORL,C,0,0,,56,103,.544,,,,
Tom Gugliotta,33,PHX,PF,0,1,.000,60,131,.458,,,,
Qyntel Woods,21,POR,PF,3,9,.333,56,109,.514,,,,
Greg Foster,34,TOR,C,1,4,.250,46,118,.390,,,,
Jarron Collins,24,UTA,C,0,1,.000,38,85,.447,,,,
Mamadou N'Diaye,27,TOR,C,0,0,,43,96,.448,,,,
DeSagana Diop,21,CLE,PF,0,0,,54,154,.351,,,,
Vitaly Potapenko,27,OKC,C,0,0,,41,93,.441,,,,
Scot Pollard,27,SAC,C,0,0,,40,87,.460,,,,
Chris Mills,33,GSW,PF,7,25,.280,32,81,.395,,,,
John Amaechi,32,UTA,C,0,0,,37,118,.314,,,,
Ryan Humphrey,23,2TM,PF,0,0,,35,120,.292,,,,
Reggie Slater,32,MIN,PF,0,0,,27,50,.540,,,,
Loren Woods,24,MIN,C,1,3,.333,28,73,.384,,,,
Lawrence Funderburke,32,SAC,PF,0,0,,32,72,.444,,,,
Charles Oakley,39,WAS,C,0,0,,23,55,.418,,,,
Grant Long,36,BOS,PF,0,3,.000,27,67,.403,,,,
Jahidi White,26,WAS,C,0,0,,25,53,.472,,,,
Travis Knight,28,NYK,C,0,1,.000,25,64,.391,,,,
Art Long,30,2TM,PF,2,3,.667,26,72,.361,,,,
Danny Fortson,26,GSW,PF,0,1,.000,20,53,.377,,,,
Sean Marks,27,MIA,PF,0,1,.000,22,58,.379,,,,
Popeye Jones,32,DAL,PF,0,0,,24,62,.387,,,,
Efthimios Rentzias,27,PHI,C,4,8,.500,16,51,.314,,,,
Joel Przybilla,23,MIL,C,0,0,,18,46,.391,,,,
Primož Brezec,23,IND,C,0,1,.000,15,37,.405,,,,
Maceo Baston,27,TOR,PF,0,0,,15,25,.600,,,,
Jason Collier,25,HOU,C,0,0,,17,36,.472,,,,
Michael Stewart,27,CLE,PF,0,0,,14,37,.378,,,,
Danny Manning,36,DET,PF,3,8,.375,10,24,.417,,,,
Ken Johnson,24,MIA,C,0,0,,15,37,.405,,,,
Bruno Šundov,22,BOS,C,4,16,.250,10,40,.250,,,,
Damone Brown,23,TOR,PF,0,2,.000,11,33,.333,,,,
Olumide Oyedeji,21,ORL,C,0,0,,10,23,.435,,,,
Horace Grant,37,ORL,PF,0,0,,13,25,.520,,,,
Chris Crawford,27,ATL,PF,1,3,.333,7,10,.700,,,,
Nate Huffman,27,TOR,C,0,0,,9,25,.360,,,,
Soumaila Samake,24,LAL,C,0,0,,10,24,.417,,,,
Robert Archibald,22,MEM,PF,0,0,,6,20,.300,,,,
Dalibor Bagarić,22,CHI,C,0,0,,8,26,.308,,,,
Mikki Moore,27,2TM,C,0,0,,5,13,.385,,,,
Evan Eschmeyer,27,DAL,C,0,0,,7,19,.368,,,,
Cezary Trybański,23,MEM,C,0,0,,5,20,.250,,,,
Mark Bryant,37,3TM,PF,0,0,,5,19,.263,,,,
Amal McCaskill,29,ATL,C,0,0,,4,17,.235,,,,
Mengke Bateer,27,SAS,C,1,3,.333,3,14,.214,,,,
Alton Ford,21,PHX,PF,0,0,,3,9,.333,,,,
Zendon Hamilton,27,TOR,C,0,0,,2,5,.400,,,,
Rubén Wolkowyski,29,BOS,PF,0,1,.000,2,3,.667,,,,
Brian Cardinal,25,WAS,PF,0,1,.000,1,3,.333,,,,
Antonio Harvey,32,ATL,PF,0,0,,2,5,.400,,,,
Don Reid,29,DET,PF,0,0,,0,3,.000,,,,
Ruben Boumtje-Boumtje,24,POR,C,0,0,,0,1,.000,,,,
Chris Dudley,37,POR,C,0,0,,0,1,.000,,,,
Guy Rucker,25,GSW,PF,0,0,,0,0,,,,,
Jamal Sampson,19,MIL,PF,0,0,,0,2,.000,,,,
Paul Shirley,25,ATL,PF,0,0,,0,4,.000,,,,
